,cx,cxROI,cy,cyROI
0,585,103,422,130
1,630,111,418,128
2,676,119,410,126
3,677,119,417,128
4,645,113,434,133
5,674,119,320,98
6,670,118,332,102
7,660,116,341,105
8,648,114,346,106
9,628,110,306,94
10,623,109,389,119
11,625,110,428,131
12,625,110,432,133
13,585,103,318,98
14,589,103,409,126
15,599,105,435,134
16,605,106,428,131
17,548,96,342,105
18,558,98,411,126
19,570,100,435,134
20,578,102,431,132
21,592,100,413,127
22,635,107,412,127
23,678,114,410,126
24,680,115,420,129
25,647,109,435,134
26,679,115,320,98
27,675,114,333,102
28,667,113,338,104
29,657,111,340,104
30,631,106,306,94
31,624,105,390,120
32,626,106,430,132
33,629,106,433,133
34,586,99,318,98
35,589,99,411,126
36,601,101,437,134
37,608,103,430,132
38,550,93,340,104
39,558,94,412,127
40,572,96,437,134
41,582,98,434,133
42,585,99,413,127
43,636,108,411,126
44,679,115,412,127
45,685,116,423,130
46,653,111,439,135
47,680,115,319,98
48,676,115,335,103
49,673,114,342,105
50,664,113,348,107
51,632,107,308,94
52,629,107,392,120
53,628,106,431,132
54,628,106,430,132
55,589,100,321,98
56,592,100,415,127
57,602,102,437,134
58,607,103,428,131
59,552,94,342,105
60,560,95,414,127
61,570,97,436,134
62,578,98,430,132
63,585,101,416,128
64,634,109,414,127
65,677,116,409,126
66,684,118,414,127
67,656,113,425,131
68,675,116,319,98
69,679,117,324,99
70,677,116,332,102
71,675,116,338,104
72,633,109,307,94
73,633,109,375,115
74,633,109,418,128
75,631,108,438,135
76,591,102,317,97
77,597,103,394,121
78,605,104,427,131
79,610,105,437,134
80,555,95,338,104
81,565,97,400,123
82,576,99,428,131
83,587,101,435,134
84,591,98,413,193
85,633,105,414,193
86,677,112,408,190
87,695,115,403,188
88,676,112,408,190
89,682,113,324,151
90,706,117,304,142
91,719,119,291,136
92,730,121,283,132
93,642,106,302,141
94,647,107,361,168
95,642,106,408,190
96,639,106,432,202
97,601,100,307,143
98,609,101,376,175
99,613,102,412,192
100,617,102,430,201
101,564,93,325,152
102,572,95,379,177
103,581,96,409,191
104,590,98,423,197
105,594,100,407,193
106,636,107,410,194
107,679,114,406,192
108,705,118,400,190
109,701,118,402,190
110,688,116,315,149
111,714,120,297,141
112,737,124,282,133
113,760,128,268,127
114,652,110,293,139
115,668,112,348,165
116,659,111,397,188
117,649,109,423,200
118,611,103,299,142
119,626,105,367,174
120,627,105,405,192
121,623,105,422,200
122,574,96,319,151
123,588,99,367,174
124,595,100,397,188
125,598,100,409,194
126,600,100,405,190
127,638,107,410,193
128,677,113,409,192
129,700,117,405,190
130,695,116,403,189
131,690,115,314,147
132,717,120,295,138
133,742,124,278,130
134,764,128,264,124
135,653,109,293,137
136,670,112,346,162
137,662,111,393,185
138,653,109,415,195
139,613,102,299,140
140,630,105,366,172
141,630,105,400,188
142,627,105,414,194
143,577,96,319,150
144,593,99,369,173
145,599,100,398,187
146,600,100,409,192
147,599,101,401,194
148,636,107,403,195
149,672,113,397,192
150,695,117,392,190
151,699,118,388,188
152,691,117,308,149
153,726,123,286,138
154,755,127,266,128
155,780,132,248,120
156,656,111,288,139
157,676,114,340,164
158,667,113,388,188
159,657,111,411,199
160,617,104,294,142
161,637,107,356,172
162,636,107,392,190
163,629,106,406,196
164,580,98,314,152
165,598,101,359,174
166,604,102,389,188
167,604,102,399,193
168,598,105,409,198
169,638,112,410,198
170,677,119,403,195
171,700,123,395,191
172,698,122,391,189
173,691,121,308,149
174,725,127,288,139
175,754,132,267,129
176,779,136,250,121
177,656,115,289,140
178,675,118,341,165
179,667,117,387,187
180,655,115,412,199
181,616,108,296,143
182,634,111,358,173
183,635,111,393,190
184,630,110,409,198
185,580,101,317,153
186,598,105,362,175
187,604,106,390,189
188,603,105,401,194
189,592,102,409,202
190,636,110,408,201
191,677,117,400,197
192,700,121,392,193
193,691,119,388,191
194,691,119,311,153
195,726,125,292,144
196,753,130,273,134
197,777,134,257,127
198,655,113,292,144
199,673,116,344,170
200,664,115,392,193
201,652,113,417,206
202,615,106,298,147
203,633,109,364,179
204,633,109,400,197
205,628,108,416,205
206,579,100,318,157
207,597,103,369,182
208,601,104,397,196
209,599,103,408,201
210,593,104,414,204
211,637,112,417,205
212,679,119,411,202
213,701,123,401,197
214,694,122,391,192
215,692,122,312,153
216,726,128,293,144
217,754,133,274,135
218,778,137,259,127
219,656,115,292,143
220,673,118,348,171
221,663,117,394,194
222,651,114,418,206
223,615,108,298,146
224,633,111,365,179
225,632,111,400,197
226,627,110,415,204
227,578,102,318,156
228,595,105,367,180
229,602,106,397,195
230,602,106,408,201
231,593,105,416,205
232,637,113,421,207
233,677,120,418,206
234,700,124,407,200
235,694,123,393,193
236,693,123,312,153
237,726,129,295,145
238,754,134,276,136
239,779,138,262,129
240,656,116,292,143
241,675,120,347,171
242,665,118,395,194
243,654,116,418,206
244,616,109,298,146
245,635,113,363,178
246,633,112,399,196
