,cx,cxROI,cy,cyROI
0,450,70,474,146
1,471,73,462,142
2,496,77,448,138
3,500,78,443,136
4,481,75,450,138
5,476,74,397,122
6,472,74,402,123
7,469,73,408,125
8,465,73,409,126
9,447,70,394,121
10,448,70,423,130
11,460,72,454,139
12,467,73,457,140
13,423,66,403,124
14,430,67,440,135
15,444,69,465,143
16,450,70,465,143
17,402,63,417,128
18,410,64,449,138
19,423,66,469,144
20,432,67,471,145
21,447,69,471,145
22,471,73,461,142
23,496,77,450,138
24,500,78,444,136
25,482,75,449,138
26,474,74,395,121
27,476,74,399,123
28,477,74,405,124
29,477,74,408,125
30,447,69,395,121
31,451,70,418,128
32,459,71,449,138
33,464,72,460,141
34,423,66,404,124
35,429,67,432,133
36,440,68,457,140
37,448,70,464,143
38,404,63,418,128
39,409,63,440,135
40,420,65,460,141
41,428,66,466,143
42,450,73,479,147
43,474,77,466,143
44,498,81,453,139
45,505,82,444,136
46,489,79,446,137
47,480,78,394,121
48,480,78,401,123
49,476,77,410,126
50,469,76,414,127
51,450,73,393,121
52,455,74,425,131
53,465,75,453,139
54,468,76,452,139
55,425,69,404,124
56,436,71,447,137
57,448,73,465,143
58,449,73,459,141
59,405,66,421,129
60,417,68,457,140
61,429,70,472,145
62,432,70,469,144
63,451,73,478,147
64,475,77,464,143
65,501,81,450,138
66,508,82,440,135
67,491,79,443,136
68,476,77,394,121
69,475,77,405,124
70,472,76,412,127
71,468,76,412,127
72,447,72,394,121
73,454,73,425,131
74,465,75,451,139
75,469,76,450,138
76,424,68,405,124
77,435,70,443,136
78,447,72,462,142
79,448,72,459,141
80,404,65,421,129
81,416,67,452,139
82,428,69,468,144
83,432,70,467,143
84,454,73,474,146
85,479,77,460,141
86,505,82,448,138
87,508,82,443,136
88,489,79,450,138
89,485,78,390,120
90,488,79,396,122
91,488,79,407,125
92,485,78,416,128
93,454,73,390,120
94,462,75,423,130
95,472,76,452,139
96,474,77,454,139
97,428,69,401,123
98,440,71,440,135
99,452,73,459,141
100,453,73,458,141
101,407,66,418,128
102,420,68,450,138
103,432,70,465,143
104,435,70,465,143
105,453,71,474,146
106,479,75,463,142
107,506,79,448,138
108,514,81,435,134
109,500,78,433,133
110,483,76,396,122
111,492,77,386,119
112,500,78,376,115
113,508,80,366,112
114,457,72,391,120
115,471,74,409,126
116,476,75,438,135
117,476,75,450,138
118,433,68,399,123
119,450,71,427,131
120,457,72,448,138
121,459,72,454,139
122,414,65,414,127
123,429,67,438,135
124,439,69,454,139
125,442,69,458,141
126,458,71,470,144
127,484,76,460,141
128,509,79,447,137
129,518,81,437,134
130,511,80,432,133
131,493,77,393,121
132,512,80,378,116
133,528,82,366,112
134,542,85,355,109
135,466,73,387,119
136,489,76,403,124
137,492,77,433,133
138,490,76,448,138
139,443,69,396,122
140,466,73,422,130
141,473,74,445,137
142,473,74,453,139
143,424,66,412,127
144,444,69,434,133
145,453,71,452,139
146,455,71,457,140
147,462,72,471,145
148,484,76,461,142
149,506,79,448,138
150,517,81,438,135
151,513,80,433,133
152,494,77,393,121
153,515,81,379,116
154,533,84,367,113
155,548,86,356,109
156,468,73,389,119
157,494,77,401,123
158,496,78,432,133
159,492,77,444,136
160,445,70,397,122
161,471,74,421,129
162,476,75,446,137
163,474,74,452,139
164,427,67,413,127
165,447,70,432,133
166,456,71,451,139
167,456,71,456,140
168,465,74,466,143
169,489,78,458,141
170,512,82,446,137
171,525,84,434,133
172,520,83,426,131
173,501,80,385,118
174,524,83,372,114
175,544,87,357,110
176,560,89,346,106
177,475,76,381,117
178,502,80,395,121
179,502,80,428,131
180,497,79,440,135
181,453,72,390,120
182,480,76,414,127
183,482,77,441,135
184,478,76,448,138
185,434,69,406,125
186,454,72,425,131
187,463,74,447,137
188,464,74,452,139
189,468,74,464,143
190,491,77,457,140
191,512,81,445,137
192,523,82,434,133
193,520,82,425,131
194,502,79,385,118
195,527,83,371,114
196,547,86,359,110
197,564,89,348,107
198,476,75,380,117
