,cx,cxROI,cy,cyROI
0,590,101,428,131
1,634,109,427,131
2,672,116,428,131
3,659,113,440,135
4,626,108,457,140
5,662,114,331,102
6,650,112,368,113
7,632,109,397,122
8,618,106,413,127
9,617,106,320,98
10,609,105,395,121
11,607,104,441,135
12,609,105,458,141
13,576,99,330,101
14,571,98,408,125
15,581,100,444,136
16,591,102,453,139
17,542,93,349,107
18,542,93,409,126
19,554,95,441,135
20,566,97,449,138
21,590,100,429,132
22,632,108,427,131
23,670,114,426,131
24,657,112,441,135
25,626,107,458,141
26,661,113,334,102
27,652,111,359,110
28,635,108,373,115
29,620,106,381,117
30,617,105,321,98
31,611,104,400,123
32,611,104,440,135
33,612,104,454,139
34,576,98,330,101
35,573,98,412,127
36,585,100,443,136
37,594,101,449,138
38,542,92,349,107
39,545,93,410,126
40,558,95,440,135
41,569,97,445,137
42,587,102,429,132
43,635,110,429,132
44,676,117,426,131
45,662,115,437,134
46,627,109,453,139
47,664,115,330,101
48,654,113,365,112
49,638,111,385,118
50,624,108,391,120
51,619,107,319,98
52,612,106,405,124
53,616,107,444,136
54,619,107,450,138
55,578,100,329,101
56,576,100,417,128
57,589,102,445,137
58,598,104,443,136
59,543,94,349,107
60,549,95,415,127
61,562,97,443,136
62,573,99,445,137
63,582,102,431,132
64,628,110,429,132
65,671,117,426,131
66,665,116,436,134
67,633,111,452,139
68,667,117,330,101
69,658,115,365,112
70,641,112,393,121
71,625,109,406,125
72,622,109,319,98
73,618,108,404,124
74,617,108,443,136
75,615,108,448,138
76,580,101,330,101
77,580,101,419,129
78,590,103,446,137
79,596,104,440,135
80,543,95,351,108
81,551,96,417,128
82,563,98,443,136
83,572,100,443,136
84,581,99,430,132
85,624,107,429,132
86,664,114,427,131
87,662,113,438,135
88,634,108,451,139
89,668,114,334,102
90,662,113,348,107
91,651,111,358,110
92,642,110,365,112
93,624,107,317,97
94,619,106,400,123
95,614,105,436,134
96,612,105,441,135
97,583,100,326,100
98,581,99,412,127
99,591,101,439,135
100,599,102,436,134
101,546,93,346,106
102,552,94,410,126
103,564,96,439,135
104,577,99,444,136
105,591,100,416,128
106,630,106,415,127
107,670,113,410,126
108,680,115,419,129
109,660,111,432,133
110,683,115,323,99
111,681,115,329,101
112,675,114,336,103
113,671,113,342,105
114,638,108,307,94
115,628,106,377,116
116,625,105,422,130
