,cx,cxROI,cy,cyROI
0,464,72,397,122
1,494,77,391,120
2,525,82,377,116
3,524,82,360,111
4,504,79,354,109
5,514,80,320,98
6,523,82,310,95
7,528,82,299,92
8,535,84,286,88
9,489,76,308,94
10,497,78,331,102
11,495,77,357,110
12,492,77,369,113
13,463,72,311,95
14,474,74,344,106
15,476,74,368,113
16,476,74,376,115
17,440,69,322,99
18,451,70,349,107
19,456,71,370,114
20,458,71,378,116
21,467,72,395,121
22,495,76,392,120
23,526,81,380,117
24,528,82,363,111
25,510,79,353,108
26,515,80,320,98
27,525,81,311,95
28,533,82,300,92
29,542,84,288,88
30,490,76,308,94
31,498,77,333,102
32,495,76,359,110
33,491,76,371,114
34,465,72,311,95
35,476,74,345,106
36,477,74,367,113
37,477,74,375,115
38,443,68,322,99
39,455,70,349,107
40,459,71,369,113
41,460,71,376,115
42,465,71,395,121
43,491,75,392,120
44,521,80,381,117
45,526,80,365,112
46,511,78,354,109
47,515,79,322,99
48,525,80,312,96
49,533,82,301,92
50,542,83,290,89
51,490,75,309,95
52,499,76,333,102
53,496,76,360,111
54,492,75,370,114
55,465,71,312,96
56,476,73,346,106
57,476,73,369,113
58,475,73,376,115
59,442,68,322,99
60,453,69,351,108
61,457,70,372,114
62,458,70,379,116
63,468,71,396,122
64,493,75,392,120
65,521,79,382,117
66,526,80,365,112
67,510,78,354,109
68,518,79,324,99
69,527,80,312,96
70,536,82,300,92
71,544,83,289,89
72,493,75,311,95
73,502,76,331,102
74,498,76,360,111
75,495,75,367,113
76,468,71,313,96
77,478,73,346,106
78,479,73,369,113
79,477,73,370,114
80,445,68,323,99
81,455,69,352,108
82,459,70,370,114
83,457,69,371,114
84,469,71,393,121
85,495,75,389,119
86,525,80,379,116
87,529,81,363,111
88,511,78,355,109
89,519,79,321,98
90,529,81,312,96
91,537,82,301,92
92,546,83,290,89
93,494,75,308,94
94,502,76,332,102
95,499,76,361,111
96,496,75,374,115
97,469,71,310,95
98,479,73,343,105
99,480,73,366,112
100,479,73,374,115
101,445,68,321,98
102,455,69,348,107
103,460,70,368,113
104,461,70,374,115
105,467,70,395,121
106,493,74,392,120
107,521,78,381,117
108,528,80,365,112
109,515,78,354,109
110,518,78,325,100
111,528,80,313,96
112,538,81,301,92
113,547,82,289,89
114,493,74,312,96
115,503,76,331,102
116,500,75,358,110
117,497,75,371,114
118,469,71,313,96
119,480,72,346,106
120,479,72,369,113
121,478,72,376,115
122,446,67,323,99
123,457,69,351,108
124,459,69,371,114
125,458,69,375,115
126,466,70,396,122
127,492,74,393,121
128,522,79,383,118
129,532,80,366,112
130,521,78,354,109
131,517,78,326,100
132,529,80,312,96
133,539,81,300,92
134,547,82,289,89
135,494,74,314,96
136,502,76,328,101
137,500,75,352,108
138,496,75,366,112
139,470,71,315,97
140,480,72,342,105
141,481,72,364,112
142,480,72,373,115
143,447,67,324,99
144,457,69,349,107
145,462,70,367,113
146,462,70,374,115
147,466,71,395,121
148,492,75,392,120
149,520,79,383,118
150,532,81,370,114
151,522,79,358,110
152,518,79,323,99
153,530,81,315,97
154,541,82,304,93
155,552,84,292,90
156,495,75,310,95
157,505,77,330,101
158,500,76,360,111
159,495,75,372,114
160,470,71,312,96
161,482,73,343,105
162,481,73,367,113
163,478,73,374,115
164,447,68,323,99
165,458,70,349,107
166,460,70,369,113
167,460,70,375,115
168,467,71,396,122
169,493,75,393,121
170,523,80,382,117
171,531,81,366,112
172,516,79,355,109
173,519,79,324,99
174,530,81,314,96
175,540,82,303,93
176,550,84,291,89
177,494,75,311,95
178,503,77,332,102
179,499,76,360,111
180,496,75,368,113
181,469,71,312,96
182,480,73,346,106
183,480,73,369,113
184,478,73,370,114
185,446,68,322,99
186,457,69,352,108
187,459,70,370,114
188,457,69,369,113
189,469,71,394,121
190,495,75,390,120
191,525,79,381,117
192,531,80,365,112
193,517,78,355,109
194,519,79,323,99
195,531,80,312,96
196,541,82,301,92
197,551,83,291,89
198,495,75,310,95
199,505,76,331,102
200,501,76,359,110
201,497,75,370,114
202,470,71,312,96
203,481,73,344,106
204,481,73,367,113
205,480,73,372,114
206,447,68,322,99
207,457,69,349,107
208,461,70,368,113
209,461,70,372,114
210,468,70,393,121
211,492,74,391,120
212,521,78,384,118
213,533,80,371,114
214,525,79,359,110
215,519,78,323,99
216,532,80,313,96
217,542,82,302,93
218,551,83,291,89
219,495,75,310,95
220,504,76,334,102
221,499,75,360,111
222,495,75,367,113
223,470,71,312,96
224,480,72,347,106
225,480,72,367,113
226,478,72,370,114
227,446,67,322,99
228,457,69,351,108
229,461,69,370,114
230,461,69,373,115
231,469,72,394,121
232,494,76,391,120
233,525,81,379,116
234,530,81,364,112
235,515,79,354,109
236,518,80,320,98
237,529,81,311,95
238,539,83,301,92
239,549,84,290,89
240,493,76,309,95
241,504,77,327,100
242,502,77,355,109
243,498,77,364,112
244,468,72,312,96
245,480,74,342,105
246,481,74,366,112
247,478,73,371,114
248,444,68,323,99
249,457,70,348,107
250,462,71,368,113
251,461,71,374,115
252,467,71,395,121
253,493,75,393,121
254,522,79,381,117
255,529,80,364,112
256,514,78,352,108
257,517,78,324,99
258,528,80,313,96
259,538,81,302,93
260,547,83,289,89
261,492,74,310,95
262,501,76,333,102
263,497,75,359,110
264,493,75,370,114
265,468,71,312,96
266,478,72,344,106
267,479,72,366,112
268,477,72,373,115
269,444,67,322,99
270,455,69,350,107
271,459,69,369,113
272,460,70,374,115
273,465,70,393,121
274,491,74,392,120
275,519,78,383,118
276,525,79,367,113
277,511,77,354,109
278,517,77,324,99
279,530,79,311,95
280,540,81,299,92
281,549,82,286,88
282,492,74,311,95
283,501,75,331,102
284,499,75,360,111
285,495,74,367,113
286,467,70,313,96
287,477,71,347,106
288,478,72,369,113
289,477,71,370,114
290,444,66,323,99
291,454,68,353,108
292,458,69,372,114
293,457,68,373,115
294,465,71,397,122
295,491,75,394,121
296,521,80,384,118
297,529,81,367,113
298,515,79,355,109
299,515,79,324,99
300,529,81,310,95
301,540,83,298,91
302,550,84,287,88
303,490,75,311,95
304,501,77,332,102
305,497,76,361,111
306,493,75,372,114
307,466,71,314,96
308,477,73,346,106
309,477,73,369,113
