,cx,cxROI,cy,cyROI
0,444,43,465,143
1,471,45,457,140
2,495,47,448,138
3,495,47,455,140
4,476,46,472,145
5,472,45,404,124
6,464,44,426,131
7,459,44,449,138
8,458,44,464,143
9,443,42,405,124
10,443,42,437,134
11,453,43,466,143
12,461,44,479,147
13,418,40,414,127
14,421,40,447,137
15,434,42,472,145
16,444,43,482,148
17,399,38,429,132
18,403,39,455,140
19,414,40,475,146
20,423,40,483,148
21,444,66,467,143
22,469,69,457,140
23,494,73,449,138
24,497,74,453,139
25,481,71,468,144
26,474,70,400,123
27,480,71,419,129
28,480,71,433,133
29,478,71,440,135
30,444,66,402,123
31,451,67,438,135
32,461,68,465,143
33,467,69,472,145
34,419,62,414,127
35,430,64,454,139
36,444,66,478,147
37,451,67,482,148
38,399,59,432,133
39,411,61,465,143
40,425,63,483,148
41,433,64,486,149
42,446,66,470,144
43,473,70,459,141
44,498,74,450,138
45,495,73,454,139
46,474,70,469,144
47,477,71,403,124
48,480,71,414,127
49,476,71,421,129
50,471,70,425,131
51,446,66,401,123
52,449,66,440,135
53,459,68,467,143
54,466,69,478,147
55,420,62,413,127
56,430,64,460,141
57,443,66,481,148
58,452,67,485,149
59,401,59,431,132
60,411,61,468,144
61,423,63,486,149
62,432,64,489,150
63,446,68,473,145
64,471,72,461,142
65,496,75,452,139
66,499,76,455,140
67,482,73,469,144
68,475,72,401,123
69,478,73,419,129
70,479,73,432,133
71,478,73,439,135
72,445,68,402,123
73,453,69,437,134
74,461,70,463,142
75,466,71,471,145
76,420,64,412,127
77,431,65,451,139
78,443,67,474,146
79,449,68,479,147
80,401,61,428,131
81,411,62,460,141
82,422,64,478,147
83,430,65,482,148
84,448,69,476,146
85,470,73,465,143
86,495,76,455,140
87,502,78,455,140
88,487,75,467,143
89,480,74,401,123
90,489,76,404,124
91,493,76,411,126
92,495,76,414,127
93,451,70,400,123
94,461,71,437,134
95,467,72,463,142
96,468,72,467,143
97,426,66,411,126
98,440,68,454,139
99,449,69,473,145
100,450,69,471,145
101,406,63,427,131
102,419,65,462,142
103,429,66,479,147
104,433,67,480,148
105,452,70,476,146
106,475,73,466,143
107,498,77,457,140
108,508,78,449,138
109,499,77,448,138
110,483,75,401,123
111,494,76,397,122
112,504,78,388,119
113,514,79,382,117
114,455,70,396,122
115,465,72,429,132
116,472,73,457,140
117,477,74,467,143
118,430,66,405,124
119,444,69,444,136
120,454,70,464,143
121,459,71,469,144
122,410,63,421,129
123,422,65,451,139
124,433,67,468,144
125,439,68,472,145
126,454,70,473,145
127,478,74,464,143
128,501,78,454,139
129,511,79,445,137
130,504,78,440,135
131,489,76,397,122
132,506,79,384,118
133,522,81,372,114
134,537,83,364,112
135,462,72,392,120
136,481,75,412,127
137,483,75,442,136
138,481,75,453,139
139,438,68,401,123
140,458,71,431,132
141,464,72,453,139
142,464,72,458,141
143,418,65,417,128
144,435,67,441,135
145,444,69,459,141
146,447,69,462,142
147,458,72,471,145
148,480,76,463,142
149,504,79,450,138
150,514,81,439,135
151,506,80,435,134
152,489,77,392,120
153,510,80,381,117
154,528,83,370,114
155,543,86,361,111
156,463,73,388,119
157,485,76,408,125
158,488,77,438,135
159,485,76,450,138
160,440,69,399,123
161,462,73,425,131
162,468,74,449,138
163,468,74,456,140
164,421,66,417,128
165,438,69,437,134
166,447,70,454,139
167,449,71,459,141
168,458,71,466,143
169,482,75,460,141
170,507,79,449,138
171,518,81,438,135
172,511,80,431,132
173,498,78,389,119
174,521,81,376,115
175,541,84,364,112
176,558,87,353,108
177,471,73,384,118
178,497,78,401,123
179,498,78,434,133
180,492,77,447,137
181,448,70,393,121
182,474,74,419,129
183,477,74,445,137
184,474,74,453,139
185,427,67,410,126
186,447,70,429,132
187,455,71,450,138
188,455,71,455,140
189,463,73,468,144
190,487,77,460,141
191,510,81,448,138
192,520,82,436,134
193,515,82,427,131
194,501,79,388,119
195,525,83,376,115
196,545,86,364,112
197,561,89,354,109
198,474,75,382,117
199,499,79,397,122
200,500,79,429,132
201,496,79,440,135
202,450,71,391,120
203,475,75,416,128
204,479,76,441,135
205,476,75,446,137
206,430,68,408,125
207,450,71,428,131
208,458,72,448,138
209,458,72,452,139
210,461,73,466,143
211,485,77,458,141
212,509,81,446,137
213,520,83,435,134
214,515,82,426,131
215,497,79,385,118
216,524,83,373,115
217,546,87,361,111
218,564,90,350,107
219,471,75,380,117
220,498,79,397,122
221,499,79,430,132
222,493,78,445,137
223,448,71,390,120
224,475,76,415,127
225,479,76,443,136
226,475,76,452,139
227,429,68,408,125
228,450,72,425,131
229,458,73,445,137
230,458,73,452,139
231,463,73,467,143
232,487,77,459,141
233,511,81,447,137
234,521,83,434,133
235,513,81,427,131
236,499,79,387,119
237,523,83,375,115
238,544,86,362,111
239,562,89,351,108
240,472,75,382,117
241,497,79,398,122
242,500,79,434,133
243,498,79,449,138
244,449,71,390,120
245,475,75,416,128
246,480,76,444,136
247,478,76,453,139
248,429,68,407,125
249,450,71,427,131
250,459,73,447,137
251,459,73,453,139
252,461,73,467,143
253,486,77,459,141
254,509,80,447,137
255,520,82,434,133
256,513,81,427,131
257,497,78,388,119
258,521,82,374,115
259,542,85,361,111
260,559,88,351,108
261,471,74,383,118
262,497,78,397,122
263,499,79,429,132
264,495,78,440,135
265,448,71,391,120
266,474,75,416,128
267,478,75,441,135
268,476,75,447,137
269,429,68,407,125
270,450,71,426,131
271,458,72,446,137
272,458,72,451,139
273,460,72,468,144
274,483,76,460,141
275,507,80,449,138
276,519,81,437,134
277,514,81,427,131
278,495,78,390,120
279,521,82,376,115
280,542,85,363,111
281,559,88,353,108
282,469,74,385,118
283,497,78,394,121
284,500,78,428,131
285,495,78,443,136
286,447,70,393,121
287,473,74,414,127
288,478,75,443,136
289,473,74,453,139
290,428,67,409,126
291,449,70,426,131
292,457,72,446,137
293,455,71,452,139
294,462,73,467,143
295,487,77,458,141
296,513,82,444,136
297,522,83,430,132
298,511,81,426,131
299,499,79,386,119
300,524,83,373,115
301,544,87,361,111
302,561,89,351,108
303,472,75,381,117
304,496,79,396,122
305,499,79,429,132
306,496,79,445,137
307,448,71,389,119
308,473,75,413,127
309,479,76,441,135
310,477,76,452,139
311,429,68,407,125
312,448,71,425,131
313,458,73,445,137
314,459,73,453,139
315,463,73,469,144
316,486,77,459,141
317,508,80,448,138
318,518,82,437,134
319,514,81,429,132
320,498,79,389,119
321,522,83,377,116
322,542,86,364,112
323,559,89,353,108
324,471,75,384,118
325,498,79,395,121
326,500,79,430,132
327,495,78,444,136
328,448,71,393,121
329,475,75,415,127
330,478,76,443,136
331,473,75,451,139
332,428,68,411,126
333,450,71,429,132
334,457,72,449,138
335,455,72,454,139
336,461,73,467,143
337,486,77,459,141
338,510,80,446,137
339,521,82,433,133
340,511,81,427,131
341,499,79,388,119
342,523,82,374,115
343,543,86,361,111
344,560,88,351,108
345,473,75,383,118
346,497,78,399,123
347,499,79,431,132
348,494,78,443,136
349,449,71,391,120
350,474,75,416,128
351,478,75,442,136
352,475,75,449,138
353,429,68,407,125
354,448,71,425,131
355,456,72,446,137
356,458,72,452,139
357,461,73,470,144
358,485,76,462,142
359,509,80,449,138
360,520,82,435,134
361,512,81,427,131
362,498,78,391,120
363,522,82,377,116
364,542,85,364,112
365,558,88,353,108
366,472,74,385,118
367,495,78,399,123
368,496,78,430,132
369,492,78,444,136
370,448,71,392,120
371,473,75,416,128
372,477,75,441,135
