,cx,cxROI,cy,cyROI
0,580,0,197,93
1,624,0,197,93
2,666,0,180,85
3,701,0,167,79
4,729,0,163,77
5,661,0,118,56
6,688,0,82,39
7,703,0,58,27
8,714,0,36,17
9,640,0,107,50
10,671,0,66,31
11,692,0,39,18
12,709,0,16,7
13,613,0,106,50
14,629,0,82,39
15,622,0,117,55
16,615,0,143,68
17,584,0,111,52
18,597,0,99,47
19,596,0,127,60
20,592,0,149,70
21,587,0,202,96
22,630,0,204,97
23,673,0,186,88
24,708,0,175,83
25,736,0,171,81
26,670,0,123,58
27,697,0,89,42
28,711,0,65,30
29,723,0,43,20
30,650,0,112,53
31,680,0,74,35
32,701,0,49,23
33,718,0,26,12
34,623,0,110,52
35,638,0,89,42
36,631,0,122,58
37,623,0,147,70
38,594,0,115,54
39,606,0,107,50
40,604,0,135,64
41,599,0,158,75
42,603,129,218,102
43,645,138,218,102
44,688,147,204,96
45,721,154,194,91
46,748,160,192,90
47,688,147,144,68
48,716,153,111,52
49,731,156,89,42
50,744,159,68,32
51,668,142,133,62
52,701,150,97,45
53,723,154,74,34
54,741,158,54,25
55,641,137,129,60
56,663,141,106,50
57,654,139,138,65
58,644,137,163,76
59,612,131,131,61
60,629,134,119,56
61,627,134,146,68
62,621,132,168,79
63,611,128,220,103
64,652,137,222,104
65,696,146,207,97
66,729,153,199,93
67,755,158,198,93
68,696,146,146,68
69,723,151,115,54
70,739,155,93,43
71,751,157,75,35
72,677,142,136,64
73,708,148,102,48
74,730,153,82,38
75,747,156,65,30
76,651,136,131,61
77,670,140,116,54
78,661,138,145,68
79,652,137,167,78
80,622,130,133,62
81,638,134,126,59
82,635,133,152,71
83,629,132,170,80
84,628,103,241,114
85,670,110,244,115
86,714,117,237,112
87,747,123,233,110
88,773,127,233,110
89,720,118,181,85
90,752,123,154,72
91,770,126,134,63
92,787,129,116,54
93,704,116,168,79
94,738,121,137,64
95,763,125,117,55
96,784,129,100,47
97,680,112,161,76
98,704,116,146,69
99,693,114,173,81
100,682,112,193,91
101,653,107,159,75
102,673,110,150,71
103,669,110,173,81
104,661,108,192,90
105,639,104,245,115
106,679,111,251,118
107,723,118,243,114
108,756,124,239,112
109,780,127,241,113
110,730,119,186,87
111,762,125,159,74
112,780,127,139,65
113,795,130,122,57
114,713,116,175,82
115,749,122,147,69
116,773,126,129,60
117,793,130,114,53
118,689,113,168,79
119,713,116,154,72
120,702,115,182,85
121,689,113,202,95
122,662,108,166,78
123,681,111,159,74
124,677,111,183,86
125,668,109,201,94
126,658,100,263,122
127,696,106,271,125
128,737,112,268,124
129,770,117,268,124
130,795,121,270,125
131,753,114,214,99
132,786,119,192,89
133,806,122,174,80
134,823,125,158,73
135,738,112,200,92
136,775,118,175,81
137,800,121,159,73
138,822,125,145,67
139,716,109,192,89
140,741,112,182,84
141,727,110,207,96
142,714,108,224,103
143,690,105,188,87
144,711,108,182,84
145,703,107,204,94
146,693,105,220,102
147,673,105,279,137
148,709,111,292,143
149,751,117,291,143
150,782,122,293,144
151,806,126,296,145
152,770,120,237,116
153,804,126,217,106
154,825,129,202,99
155,842,132,187,92
156,756,118,223,109
157,795,124,201,99
158,822,129,189,93
159,844,132,176,86
160,734,115,213,105
161,761,119,203,100
162,744,116,229,112
163,728,114,244,120
164,708,111,207,102
165,730,114,205,101
166,720,113,227,111
167,708,111,242,119
168,680,102,290,140
169,715,107,305,148
170,756,113,306,148
171,786,117,308,149
172,808,121,312,151
173,777,116,253,122
174,812,121,236,114
175,833,124,222,107
176,851,127,208,101
177,764,114,239,116
178,804,120,218,105
