,cx,cxROI,cy,cyROI
0,494,104,232,108
1,534,113,228,106
2,576,121,209,97
3,608,128,198,92
4,632,133,194,90
5,561,118,149,69
6,577,122,111,51
7,584,123,85,39
8,588,124,63,29
9,538,113,142,66
10,559,118,101,47
11,573,121,75,35
12,583,123,53,24
13,512,108,144,67
14,520,110,129,60
15,518,109,160,74
16,515,109,184,85
17,485,102,150,70
18,493,104,138,64
19,495,104,163,76
20,496,105,184,85
21,515,113,237,109
22,554,121,236,109
23,596,130,219,101
24,627,137,212,98
25,651,142,209,96
26,585,128,159,73
27,605,132,125,57
28,614,134,102,47
29,622,136,80,37
30,564,123,151,70
31,586,128,114,52
32,602,132,90,41
33,615,135,69,32
34,538,118,150,69
35,550,120,137,63
36,546,119,168,77
37,541,118,190,88
38,511,112,154,71
39,523,114,144,66
40,523,114,169,78
41,520,114,187,86
42,522,113,238,118
43,560,122,237,117
44,602,131,222,110
45,633,137,215,106
46,658,143,214,106
47,593,129,163,81
48,613,133,127,63
49,623,135,104,51
50,631,137,83,41
51,573,124,154,76
52,596,129,116,57
53,612,133,92,45
54,626,136,72,35
55,547,119,152,75
56,562,122,142,70
57,556,121,172,85
58,550,119,192,95
59,519,113,155,77
60,533,116,150,74
61,533,116,176,87
62,530,115,193,95
63,549,112,251,124
64,588,120,252,124
65,629,129,242,119
66,659,135,238,117
67,683,140,237,117
68,628,129,185,91
69,650,133,154,76
70,662,136,132,65
71,672,138,112,55
72,609,125,173,85
73,636,130,139,68
74,656,134,118,58
75,671,137,99,48
76,584,119,168,83
77,601,123,159,78
78,594,122,190,93
79,586,120,210,103
80,557,114,169,83
81,573,117,164,81
82,571,117,190,93
83,566,116,208,102
84,573,93,262,128
85,610,99,268,131
86,650,106,263,128
87,680,111,263,128
88,704,114,263,128
89,657,107,205,100
90,685,111,177,86
91,700,114,157,76
92,713,116,140,68
93,640,104,193,94
94,671,109,166,81
95,693,113,147,72
96,710,115,130,63
97,617,100,186,91
98,636,103,181,88
99,626,102,209,102
100,615,100,229,112
101,592,96,184,90
102,608,99,184,90
103,603,98,207,101
104,596,97,225,110
105,590,91,273,133
106,625,97,281,137
107,666,103,277,135
108,697,108,275,134
