,cx,cxROI,cy,cyROI
0,488,72,308,94
1,511,75,320,98
2,544,80,316,97
3,560,82,303,93
4,565,83,291,89
5,551,81,272,83
6,569,84,256,78
7,582,85,243,74
8,592,87,232,71
9,537,79,260,80
10,553,81,253,78
11,545,80,271,83
12,534,78,285,87
13,520,76,252,77
14,537,79,250,77
15,529,78,270,83
16,518,76,285,87
17,501,73,248,76
18,518,76,249,76
19,516,76,268,82
20,509,75,283,87
21,492,76,325,151
22,517,79,337,156
23,555,85,334,155
24,583,90,331,154
25,602,93,329,153
26,564,87,288,134
27,588,90,268,124
28,605,93,251,116
29,619,95,236,109
30,551,85,274,127
31,578,89,257,119
32,598,92,243,113
33,615,95,230,107
34,534,82,264,122
35,555,85,264,122
36,544,84,289,134
37,531,82,306,142
38,513,79,259,120
39,532,82,266,123
40,526,81,288,134
41,517,79,304,141
42,490,76,330,154
43,516,81,341,159
44,555,87,337,157
45,583,91,336,156
46,604,94,337,157
47,565,88,291,135
48,593,93,270,126
49,610,95,253,118
50,623,97,238,111
51,552,86,277,129
52,583,91,256,119
53,605,95,240,112
54,622,97,226,105
55,534,83,267,124
56,555,87,269,125
57,544,85,295,137
58,533,83,311,145
59,513,80,263,122
60,533,83,270,126
61,528,82,291,135
62,520,81,306,142
63,498,74,346,160
64,526,78,355,164
65,564,84,354,164
66,591,88,353,163
67,610,91,355,164
68,578,86,309,143
69,605,90,292,135
70,623,93,278,128
71,639,95,265,122
72,566,84,294,136
73,598,89,279,129
74,622,93,267,123
75,642,96,257,119
76,549,82,283,131
77,570,85,296,137
78,558,83,318,147
79,546,81,332,154
80,530,79,278,128
81,548,82,295,136
82,541,81,314,145
83,533,79,327,151
84,500,75,350,170
85,529,79,358,174
86,566,84,357,173
87,592,88,357,173
88,611,91,360,175
89,581,87,312,151
90,609,91,296,143
91,628,94,282,137
92,644,96,270,131
93,570,85,297,144
94,603,90,284,138
95,627,94,275,133
96,647,97,267,129
97,554,83,287,139
98,576,86,300,145
99,563,84,322,156
100,550,82,334,162
101,536,80,283,137
102,553,82,300,145
103,546,81,317,154
104,538,80,327,158
105,512,76,360,167
106,541,81,370,172
107,575,86,370,172
108,599,89,370,172
109,617,92,372,173
110,595,89,326,151
111,625,93,313,145
112,645,96,302,140
113,661,99,292,135
114,585,87,312,145
115,620,93,303,140
116,645,96,295,137
117,665,99,288,134
118,570,85,303,140
119,595,89,319,148
120,580,87,340,158
121,567,85,351,163
122,552,82,300,139
123,574,86,316,147
124,566,84,334,155
125,555,83,344,160
126,515,75,360,169
127,544,79,370,173
128,579,84,371,174
129,602,87,372,174
130,620,90,375,176
131,599,87,328,153
132,631,92,317,148
133,653,95,307,144
134,671,98,297,139
135,592,86,314,147
136,628,91,308,144
137,655,95,302,141
138,677,98,295,138
139,578,84,304,142
140,603,88,322,151
141,587,85,344,161
142,572,83,353,165
143,560,81,302,141
144,581,84,320,150
145,571,83,337,158
146,559,81,344,161
147,520,50,357,167
148,548,53,369,173
149,582,56,372,174
150,604,58,376,176
151,623,60,382,179
152,603,58,329,154
153,636,61,316,148
154,658,63,307,144
155,676,65,298,139
156,596,57,315,147
157,633,61,307,144
158,661,64,302,141
159,683,66,296,138
160,583,56,305,143
161,607,58,324,152
162,589,57,344,161
163,574,55,352,165
164,567,54,300,140
165,587,56,320,150
166,575,55,336,157
167,563,54,342,160
168,518,75,357,168
169,546,79,369,173
170,581,84,372,175
171,604,88,377,177
172,622,90,383,180
173,603,88,329,154
174,635,92,317,149
175,657,95,307,144
176,674,98,298,140
177,596,87,315,148
178,633,92,307,144
179,660,96,300,141
180,682,99,294,138
181,583,85,304,143
182,607,88,323,152
183,590,86,343,161
184,575,84,352,165
185,567,82,300,141
186,587,85,319,150
187,576,84,336,158
188,565,82,345,162
189,517,76,355,167
190,546,80,368,173
191,580,85,371,175
192,605,89,376,177
193,623,91,384,181
194,602,88,327,154
195,635,93,315,148
196,656,96,305,144
197,673,99,295,139
198,594,87,313,147
199,630,93,306,144
200,656,96,298,140
201,677,99,290,136
202,580,85,303,143
203,601,88,320,151
204,586,86,341,161
205,572,84,351,165
206,563,83,299,141
207,582,85,317,149
208,571,84,334,157
209,560,82,343,161
210,515,76,352,164
211,541,79,365,170
212,577,85,367,171
213,603,89,372,174
214,621,91,381,178
215,599,88,324,151
216,630,93,309,144
217,651,96,297,139
218,668,98,287,134
219,590,87,310,145
220,626,92,302,141
221,652,96,294,137
222,673,99,285,133
223,576,85,299,139
224,598,88,315,147
225,582,85,337,157
226,567,83,348,162
227,560,82,294,137
228,579,85,313,146
229,567,83,330,154
230,555,81,339,158
231,515,77,353,165
232,543,81,365,170
233,580,87,366,171
234,605,91,371,173
235,623,93,380,177
236,599,90,322,150
237,630,94,307,143
238,651,98,295,138
239,667,100,284,132
240,589,88,309,144
241,624,94,300,140
242,650,98,292,136
243,670,101,283,132
244,574,86,298,139
245,596,89,314,146
246,580,87,334,156
247,566,85,344,161
248,556,83,293,137
249,576,86,311,145
250,566,85,328,153
251,554,83,337,157
252,511,77,348,162
253,539,81,360,168
254,576,87,361,168
255,602,91,365,170
256,619,93,372,174
257,596,90,320,149
258,626,94,304,142
259,646,97,291,136
260,661,100,278,130
261,586,88,306,143
262,619,93,294,137
263,644,97,285,133
264,664,100,275,128
265,571,86,294,137
266,592,89,308,144
267,577,87,328,153
268,563,85,339,158
269,554,83,287,134
270,572,86,303,141
271,562,85,321,150
272,550,83,331,154
273,513,78,347,161
274,541,82,359,167
275,578,88,361,167
276,603,91,367,170
277,621,94,376,174
278,596,90,318,147
279,626,95,301,140
280,646,98,288,134
281,662,100,276,128
282,586,89,304,141
283,619,94,293,136
284,644,98,283,131
285,663,101,273,127
286,571,86,293,136
287,591,90,306,142
288,576,87,327,152
289,562,85,336,156
290,553,84,287,133
291,571,86,303,140
292,560,85,321,149
293,549,83,329,153
294,511,77,345,160
295,539,82,357,166
296,577,87,360,167
297,603,91,367,170
298,619,94,376,174
299,592,90,315,146
300,624,95,299,139
301,644,98,286,133
302,660,100,274,127
303,582,88,303,140
304,617,93,289,134
305,641,97,279,129
306,661,100,270,125
307,566,86,292,135
308,590,89,301,140
309,576,87,322,149
310,562,85,334,155
311,548,83,286,133
312,570,86,297,138
313,561,85,315,146
314,549,83,325,151
315,511,78,341,166
316,539,82,353,172
317,576,88,356,174
318,600,91,363,177
319,617,94,372,181
320,593,90,312,152
321,622,95,295,144
322,641,98,281,137
323,656,100,269,131
324,582,89,298,145
325,615,94,285,139
326,640,98,275,134
327,660,101,267,130
328,566,86,287,140
329,588,90,298,145
330,574,87,319,155
331,561,85,332,162
332,548,83,280,136
333,568,86,293,143
334,560,85,311,152
335,549,84,323,157
336,512,78,340,157
337,540,83,352,163
338,577,88,355,164
339,602,92,363,168
340,619,95,373,173
341,594,91,310,143
342,624,96,293,135
343,642,98,279,129
344,657,101,267,123
345,584,89,296,137
346,617,94,283,131
347,641,98,273,126
348,660,101,264,122
349,569,87,285,132
350,590,90,298,138
351,575,88,319,147
352,561,86,331,153
353,552,84,279,129
354,571,87,294,136
355,561,86,312,144
356,549,84,322,149
357,515,78,339,165
358,542,82,351,171
359,579,88,355,173
360,603,92,363,176
361,620,94,374,182
362,596,91,309,150
363,625,95,293,142
364,644,98,279,136
365,659,100,267,130
366,585,89,295,143
367,619,94,283,137
368,643,98,273,133
369,663,101,264,128
370,570,87,284,138
371,592,90,297,144
372,577,88,319,155
373,563,86,330,160
374,552,84,277,135
375,572,87,292,142
376,562,86,311,151
377,551,84,322,156
378,513,76,336,156
379,543,81,348,161
380,579,86,352,163
381,604,90,361,167
382,621,93,372,173
383,596,89,308,143
384,626,93,292,135
385,645,96,279,129
386,660,99,268,124
387,585,87,294,136
388,620,93,280,130
389,644,96,269,125
390,664,99,259,120
391,570,85,283,131
392,591,88,292,135
393,577,86,313,145
394,563,84,326,151
395,552,82,276,128
396,572,85,287,133
397,563,84,307,142
398,552,82,319,148
399,518,78,337,164
400,546,82,349,170
401,582,88,353,172
402,606,91,361,176
403,622,94,372,181
404,600,90,310,151
405,629,95,293,143
406,648,98,279,136
407,662,100,267,130
408,589,89,297,145
409,623,94,282,137
410,647,98,271,132
411,667,101,262,128
412,573,86,286,139
413,595,90,294,143
414,579,87,314,153
415,564,85,326,159
416,555,84,278,135
417,574,86,288,140
418,565,85,306,149
419,553,83,317,154
420,517,77,340,158
421,545,81,352,163
422,584,87,356,165
423,610,91,363,168
424,626,93,375,174
425,600,89,313,145
426,630,94,298,138
427,650,96,285,132
428,665,99,273,127
429,591,88,299,139
430,624,93,288,134
431,648,96,278,129
432,668,99,269,125
433,576,85,287,133
434,598,89,300,139
435,581,86,320,148
436,566,84,330,153
437,559,83,280,130
438,578,86,295,137
439,568,84,313,145
440,556,82,323,150
441,517,75,343,159
442,544,79,356,165
443,582,85,360,167
444,607,89,368,171
445,625,91,380,176
446,600,88,316,147
447,630,92,302,140
448,650,95,290,134
449,666,97,279,129
450,592,86,302,140
451,627,92,293,136
452,651,95,285,132
453,671,98,276,128
454,577,84,290,134
455,599,87,306,142
456,581,85,326,151
457,566,83,335,155
458,560,82,284,132
459,578,84,302,140
460,567,83,320,148
461,555,81,329,153
462,518,76,345,161
463,545,80,357,166
464,583,86,362,168
465,608,90,370,172
466,624,92,381,177
467,602,89,318,148
468,632,93,302,140
469,652,96,290,135
470,669,99,279,130
471,592,87,303,141
472,627,93,295,137
473,651,96,287,133
474,671,99,279,130
475,578,85,291,135
476,598,88,310,144
477,581,86,329,153
478,567,84,338,157
479,560,83,286,133
480,577,85,306,142
481,567,84,322,150
482,556,82,331,154
483,519,50,347,162
484,547,52,360,168
485,584,56,365,170
486,610,59,373,174
487,627,60,385,180
488,603,58,322,150
489,634,61,308,144
490,654,63,297,139
491,670,64,288,134
492,595,57,307,143
493,630,61,299,139
494,655,63,293,137
495,674,65,286,133
496,582,56,296,138
497,601,58,314,146
498,585,56,332,155
499,570,55,342,160
500,565,54,290,135
501,582,56,308,144
502,571,55,325,152
503,559,54,334,156
504,524,50,351,163
505,552,53,363,168
506,587,56,368,171
507,611,59,377,175
508,628,60,388,180
509,606,58,325,151
510,637,61,313,145
511,659,63,304,141
512,676,65,295,137
513,598,57,310,144
514,635,61,304,141
515,661,64,299,139
516,682,66,293,136
517,585,56,299,139
518,606,58,321,149
519,588,56,339,157
520,573,55,347,161
521,570,55,294,136
522,588,56,315,146
523,575,55,331,154
524,563,54,337,156
525,523,50,348,163
526,550,53,361,169
527,587,56,366,171
528,612,59,374,175
529,629,60,387,181
530,607,58,324,152
531,639,61,312,146
532,660,63,302,141
533,677,65,294,138
534,600,58,309,145
535,635,61,304,142
536,662,64,298,139
537,683,66,292,137
538,587,56,298,139
539,609,58,318,149
540,591,57,337,158
541,576,55,347,162
542,572,55,292,137
543,590,57,314,147
544,578,55,331,155
545,565,54,339,159
546,527,51,350,162
547,553,53,363,168
548,588,56,370,172
549,613,59,379,176
550,630,61,391,181
551,609,58,325,151
552,640,62,315,146
553,662,64,306,142
554,680,65,298,138
555,602,58,311,144
556,639,61,307,142
557,666,64,302,140
558,687,66,296,137
559,590,57,301,140
560,611,59,322,149
561,593,57,340,158
562,578,55,348,161
563,575,55,296,137
564,593,57,316,147
565,580,56,332,154
566,568,55,339,157
567,525,50,351,165
568,552,53,364,171
569,588,56,369,174
570,614,59,377,178
571,632,61,390,184
572,611,59,327,154
573,643,62,316,149
574,665,64,307,144
575,683,66,299,141
576,604,58,312,147
577,640,62,306,144
578,667,64,301,142
579,688,66,295,139
580,591,57,301,142
581,611,59,322,152
582,593,57,340,160
583,578,55,349,164
584,574,55,295,139
585,592,57,317,149
586,579,56,333,157
587,567,54,340,160
588,526,50,347,162
589,553,53,361,169
590,589,57,366,171
591,615,59,375,176
592,631,61,389,182
593,610,59,322,151
594,642,62,308,144
595,663,64,298,139
596,681,65,290,136
597,602,58,309,145
598,639,61,301,141
599,665,64,295,138
600,685,66,288,135
601,588,56,298,139
602,609,58,316,148
603,591,57,335,157
604,576,55,345,161
605,572,55,291,136
606,590,57,310,145
607,578,55,327,153
608,566,54,335,157
609,520,50,348,163
610,548,53,361,169
611,584,56,366,172
612,609,58,374,176
613,626,60,387,182
614,606,58,324,152
615,637,61,311,146
616,658,63,300,141
617,675,65,291,137
618,598,57,310,145
619,634,61,302,142
620,660,63,295,138
621,681,65,289,136
622,585,56,299,140
623,606,58,316,148
624,588,56,335,157
625,572,55,345,162
626,569,55,292,137
627,587,56,311,146
628,574,55,327,153
629,562,54,335,157
630,521,50,347,163
631,548,53,361,170
632,585,56,366,172
633,611,59,374,176
634,628,60,387,182
635,607,58,323,152
636,639,61,310,146
637,660,63,299,141
638,678,65,290,136
639,598,57,308,145
640,634,61,301,142
641,660,63,293,138
642,682,66,286,135
643,585,56,296,139
644,605,58,315,148
645,587,56,334,157
646,571,55,344,162
647,569,55,290,136
648,587,56,309,145
649,575,55,327,154
650,562,54,336,158
651,521,50,350,164
652,547,52,364,170
653,585,56,369,173
654,610,59,377,176
655,627,60,389,182
656,605,58,327,153
657,637,61,315,147
658,657,63,305,143
659,674,65,297,139
660,597,57,312,146
661,634,61,303,142
662,660,63,297,139
663,681,65,289,135
664,584,56,300,140
665,604,58,316,148
666,586,56,335,157
667,571,55,344,161
668,568,55,293,137
669,585,56,310,145
670,573,55,327,153
671,561,54,335,157
672,521,50,351,165
673,548,53,365,171
674,585,56,370,174
675,610,59,378,177
676,627,60,389,183
677,606,58,328,154
678,638,61,315,148
679,660,63,304,143
680,677,65,296,139
681,597,57,313,147
682,633,61,306,144
683,659,63,299,140
684,680,65,293,137
685,584,56,302,142
686,604,58,319,150
687,586,56,337,158
688,570,55,346,162
689,568,55,296,139
690,585,56,313,147
691,573,55,329,154
692,561,54,336,158
693,523,50,351,165
694,550,53,365,171
695,585,56,370,174
696,610,59,377,177
697,628,60,388,182
698,607,58,329,154
699,640,62,317,149
700,661,64,307,144
701,678,65,298,140
702,598,57,315,148
703,634,61,306,144
704,661,64,298,140
705,682,66,291,137
706,584,56,303,142
707,604,58,318,149
708,587,56,336,158
709,572,55,345,162
710,567,54,296,139
711,585,56,312,146
712,574,55,328,154
713,561,54,337,158
714,523,50,351,164
715,550,53,364,170
716,587,56,369,173
717,611,59,377,176
718,628,60,389,182
719,606,58,327,153
720,639,61,316,148
721,660,63,307,144
722,677,65,299,140
723,598,57,313,146
724,634,61,305,143
725,660,63,299,140
726,682,66,293,137
727,585,56,301,141
728,604,58,319,149
729,586,56,337,158
730,571,55,345,161
731,569,55,294,138
732,587,56,313,146
733,575,55,329,154
734,562,54,337,158
735,527,51,351,162
736,552,53,364,168
737,588,56,370,171
738,613,59,378,175
739,630,61,390,180
740,607,58,330,153
741,639,61,318,147
742,660,63,309,143
743,677,65,301,139
744,599,58,315,146
745,636,61,306,141
746,662,64,301,139
747,683,66,295,136
748,586,56,303,140
749,606,58,317,147
750,588,56,335,155
751,572,55,344,159
752,571,55,295,136
753,589,57,311,144
754,576,55,328,152
755,563,54,336,155
756,527,51,350,163
757,554,53,363,169
758,591,57,368,172
759,616,59,378,176
760,632,61,392,183
761,610,59,329,153
762,642,62,319,149
763,663,64,310,145
764,680,65,302,141
765,602,58,314,146
766,637,61,307,143
767,663,64,301,140
768,684,66,295,138
769,589,57,302,141
770,607,58,321,150
771,589,57,337,157
772,575,55,344,161
773,574,55,295,138
774,590,57,314,146
775,577,55,329,153
776,565,54,335,156
777,527,51,348,162
778,553,53,362,169
779,589,57,369,172
780,614,59,377,176
781,631,61,390,182
782,609,58,329,153
783,642,62,317,148
784,663,64,308,144
785,681,65,300,140
786,602,58,314,146
787,638,61,307,143
788,665,64,301,140
789,686,66,295,138
790,589,57,302,141
791,606,58,319,149
792,588,56,335,156
793,573,55,344,161
794,573,55,294,137
795,588,56,312,146
796,575,55,327,153
797,563,54,335,156
798,527,51,349,162
799,554,53,362,168
800,589,57,368,171
801,614,59,377,175
802,630,61,390,182
803,609,58,328,153
804,641,62,317,147
805,662,64,308,143
806,680,65,300,140
807,602,58,314,146
808,638,61,306,142
809,664,64,301,140
810,685,66,295,137
811,589,57,302,140
812,607,58,318,148
813,588,56,335,156
814,573,55,344,160
815,572,55,294,137
816,589,57,311,145
817,576,55,327,152
818,563,54,334,155
819,527,51,349,163
820,552,53,363,169
821,588,56,369,172
822,613,59,376,175
823,631,61,387,181
824,609,58,328,153
825,642,62,316,147
826,662,64,306,143
827,679,65,298,139
828,602,58,314,146
829,637,61,306,143
830,664,64,300,140
831,685,66,294,137
832,589,57,302,141
833,606,58,320,149
834,587,56,337,157
835,571,55,346,161
836,574,55,294,137
837,589,57,313,146
838,576,55,328,153
839,563,54,336,157
840,526,50,349,163
841,553,53,363,169
842,590,57,368,172
843,615,59,377,176
844,631,61,390,182
845,609,58,328,153
846,641,62,316,147
847,662,64,306,143
848,679,65,298,139
849,601,58,313,146
850,637,61,305,142
851,663,64,300,140
852,685,66,294,137
853,588,56,301,140
854,606,58,319,149
855,589,57,336,157
856,574,55,345,161
857,572,55,294,137
858,589,57,313,146
859,576,55,328,153
860,564,54,336,157
861,526,50,349,163
862,551,53,363,169
863,587,56,368,172
864,613,59,376,175
865,630,61,388,181
866,609,58,328,153
867,641,62,318,148
868,662,64,310,145
869,679,65,302,141
870,602,58,313,146
871,637,61,306,143
872,664,64,301,140
873,685,66,295,138
874,589,57,301,140
875,609,58,320,149
876,590,57,337,157
877,574,55,346,161
878,575,55,293,137
879,592,57,314,146
880,578,55,330,154
881,565,54,337,157
882,526,50,348,162
883,553,53,362,168
884,589,57,367,171
885,614,59,376,175
886,631,61,389,181
887,608,58,328,153
888,640,62,318,148
889,661,64,309,144
890,678,65,301,140
891,601,58,314,146
892,637,61,307,143
893,663,64,301,140
894,685,66,295,137
895,588,56,302,140
896,608,58,318,148
897,590,57,335,156
898,574,55,343,160
899,574,55,294,137
900,591,57,312,145
901,578,55,327,152
902,565,54,335,156
903,528,51,348,162
904,554,53,362,168
905,590,57,368,171
906,614,59,376,175
907,631,61,389,181
908,610,59,327,152
909,642,62,317,147
910,664,64,308,143
911,681,65,300,140
912,602,58,312,145
913,638,61,306,142
914,665,64,300,140
915,686,66,294,137
916,590,57,300,140
917,609,58,318,148
918,591,57,336,156
919,575,55,345,161
920,574,55,293,136
921,593,57,310,144
922,580,56,327,152
923,567,54,336,156
924,528,51,348,162
925,553,53,361,168
926,590,57,367,171
927,616,59,375,175
928,633,61,388,181
929,611,59,326,152
930,643,62,316,147
931,664,64,306,143
932,682,66,299,139
933,603,58,311,145
934,639,61,304,142
935,665,64,300,140
936,686,66,295,138
937,591,57,300,140
938,609,58,318,148
939,591,57,335,156
940,575,55,343,160
941,575,55,293,137
942,591,57,312,146
943,579,56,327,153
944,567,54,335,156
945,529,51,348,162
946,556,53,361,168
947,592,57,367,171
948,615,59,376,175
949,631,61,389,182
950,612,59,326,152
951,644,62,315,147
952,665,64,306,143
953,683,66,299,139
954,605,58,312,146
955,641,62,305,142
956,667,64,300,140
957,687,66,296,138
958,592,57,301,140
959,612,59,319,149
960,594,57,336,157
961,578,55,344,161
962,576,55,293,137
963,594,57,312,146
964,580,56,327,153
965,567,54,335,156
966,528,51,345,161
967,554,53,360,169
968,590,57,365,171
969,615,59,374,175
970,631,61,386,181
971,612,59,326,153
972,644,62,316,148
973,665,64,308,144
974,683,66,301,141
975,604,58,312,146
976,640,62,304,142
977,667,64,299,140
978,688,66,294,138
979,592,57,300,140
980,610,59,317,148
981,592,57,335,157
982,577,55,343,161
983,577,55,293,137
984,593,57,312,146
985,580,56,326,153
986,567,54,332,155
987,530,51,347,162
988,557,53,361,168
989,593,57,367,171
990,617,59,376,175
991,634,61,388,181
992,613,59,327,153
993,645,62,314,146
994,666,64,305,142
995,683,66,298,139
996,605,58,313,146
997,641,62,305,142
998,667,64,299,139
999,687,66,295,138
1000,592,57,302,141
1001,611,59,318,148
1002,593,57,335,156
1003,577,55,343,160
1004,576,55,295,138
1005,592,57,311,145
1006,579,56,326,152
1007,567,54,334,156
1008,529,51,346,161
1009,555,53,360,168
1010,591,57,365,170
1011,616,59,374,174
1012,632,61,387,180
1013,612,59,327,152
1014,643,62,316,147
1015,665,64,306,142
1016,682,66,299,139
1017,604,58,313,146
1018,640,62,305,142
1019,666,64,300,140
1020,687,66,295,137
1021,591,57,301,140
1022,612,59,316,147
1023,594,57,334,155
1024,578,55,342,159
1025,576,55,293,136
1026,594,57,311,145
1027,580,56,325,151
1028,567,54,331,154
