,cx,cxROI,cy,cyROI
0,339,72,365,169
1,377,80,360,167
2,418,89,339,157
3,452,96,334,155
4,478,101,337,156
5,403,85,290,134
6,421,89,257,119
7,432,92,235,109
8,441,94,216,100
9,379,80,282,131
10,402,85,246,114
11,420,89,228,106
12,434,92,210,97
13,352,75,282,131
14,369,78,280,130
15,370,78,308,143
16,366,78,325,151
17,326,69,289,134
18,342,72,295,137
19,347,74,320,148
20,347,74,335,155
21,370,76,378,185
22,406,83,371,181
23,444,91,356,174
24,475,97,354,173
25,501,103,356,174
26,433,89,303,148
27,458,94,274,134
28,475,97,254,124
29,489,100,238,116
30,414,85,293,143
31,444,91,270,132
32,467,96,257,126
33,484,99,244,119
34,391,80,291,142
35,417,86,301,147
36,412,84,326,159
37,405,83,339,166
38,370,76,298,146
39,394,81,311,152
40,393,81,331,162
41,388,80,340,166
42,408,61,389,185
43,445,66,384,183
44,480,72,375,179
45,506,75,374,178
46,530,79,377,180
47,482,72,321,153
48,512,76,300,143
49,533,79,285,136
50,550,82,272,129
51,465,69,309,147
52,490,73,313,149
53,491,73,331,158
54,487,73,339,161
55,446,66,305,145
56,471,70,324,154
57,464,69,346,165
58,454,68,355,169
59,426,63,308,147
60,448,67,326,155
61,445,66,344,164
62,438,65,351,167
63,437,67,394,192
64,476,73,395,192
65,513,79,391,190
66,542,83,395,192
67,566,87,402,195
68,520,80,335,163
69,552,85,320,156
70,573,88,308,150
71,588,90,296,144
72,505,78,323,157
73,528,81,328,159
74,522,80,347,169
75,513,79,354,172
76,487,75,318,155
77,512,79,335,163
78,503,77,356,173
79,493,76,363,176
80,468,72,319,155
81,490,75,337,164
82,487,75,354,172
83,480,74,361,175
84,448,66,396,190
85,484,71,399,192
86,523,77,398,191
87,552,81,403,194
88,573,84,412,198
89,532,78,347,167
90,561,82,331,159
91,580,85,319,153
92,597,88,309,148
93,520,76,334,160
94,555,81,319,153
95,579,85,314,151
96,598,88,307,147
97,502,74,325,156
98,528,77,338,162
99,516,76,360,173
100,503,74,372,179
101,483,71,324,156
102,503,74,341,164
103,496,73,359,173
104,487,71,369,177
105,478,72,413,192
106,511,77,421,195
107,548,83,422,196
108,572,87,429,199
109,591,90,439,204
110,566,86,372,173
111,597,90,361,167
112,616,93,351,163
113,631,96,342,159
114,555,84,358,166
115,592,90,349,162
116,616,93,343,159
117,635,96,335,155
118,539,82,348,161
119,563,85,367,170
120,548,83,388,180
121,534,81,396,184
122,519,79,345,160
123,539,82,365,169
124,530,80,384,178
125,520,79,391,181
126,490,73,417,198
127,520,77,426,202
128,557,83,428,203
129,582,86,436,207
130,598,89,449,213
131,577,86,383,182
132,611,91,370,176
133,632,94,360,171
134,649,96,350,166
135,566,84,369,175
136,605,90,358,170
137,632,94,353,168
138,654,97,347,165
139,548,81,358,170
140,576,85,370,176
141,560,83,392,186
142,546,81,402,191
143,528,78,355,169
144,552,82,370,176
145,541,80,388,184
146,529,78,396,188
147,491,72,416,196
148,520,77,426,201
149,556,82,430,203
150,581,86,439,207
151,598,88,451,212
152,577,85,382,180
153,609,90,371,175
154,629,93,363,171
155,646,95,355,167
156,568,84,368,173
157,604,89,360,170
158,630,93,355,167
159,651,96,350,165
160,552,81,358,169
161,575,85,373,176
162,559,82,392,185
163,545,80,401,189
164,534,79,355,167
165,553,82,372,175
166,543,80,390,184
167,531,78,397,187
168,493,72,415,195
169,523,77,426,200
170,558,82,429,201
171,582,85,438,206
172,598,88,451,212
