,cx,cxROI,cy,cyROI
0,388,65,342,163
1,421,71,342,163
2,459,77,328,157
3,488,82,323,154
4,511,86,325,155
5,454,76,281,134
6,476,80,250,119
7,488,82,230,110
8,499,84,214,102
9,435,73,272,130
10,458,77,242,115
11,474,79,221,105
12,488,82,204,97
13,413,69,269,128
14,429,72,264,126
15,424,71,291,139
16,417,70,310,148
17,390,65,271,129
18,405,68,271,129
19,404,68,294,140
20,399,67,310,148
21,392,65,345,165
22,426,71,345,165
23,464,77,331,159
24,494,82,327,157
25,516,86,329,158
26,459,76,285,136
27,481,80,255,122
28,494,82,235,112
29,505,84,218,104
30,441,73,276,132
31,463,77,245,117
32,480,80,225,108
33,494,82,208,99
34,419,70,272,130
35,434,72,269,129
36,428,71,295,141
37,421,70,312,149
38,396,66,273,131
39,411,68,274,131
40,408,68,296,142
41,402,67,311,149
42,398,66,348,166
43,430,71,348,166
44,469,78,335,160
45,499,83,330,157
46,520,86,333,159
47,465,77,288,137
48,487,81,259,123
49,500,83,239,114
50,511,85,222,106
51,448,74,279,133
52,472,78,249,118
53,491,81,230,109
54,506,84,213,101
55,426,70,275,131
56,442,73,272,129
57,437,72,297,141
58,430,71,314,150
59,403,67,275,131
60,419,69,278,132
61,417,69,299,142
62,412,68,314,150
63,415,66,353,169
64,449,72,352,168
65,487,78,342,163
66,516,83,342,163
67,538,86,346,165
68,486,78,298,142
69,508,81,271,129
70,520,83,253,121
71,530,85,237,113
72,469,75,287,137
73,494,79,259,124
74,512,82,241,115
75,526,84,225,107
76,448,72,281,134
77,466,74,277,132
78,458,73,302,144
79,449,72,318,152
80,425,68,279,133
81,441,70,283,135
82,438,70,303,145
83,433,69,316,151
84,419,66,351,167
85,452,71,352,167
86,490,77,342,162
87,518,82,342,162
88,540,85,346,164
89,490,77,298,141
90,513,81,272,129
91,525,83,254,121
92,536,85,239,113
93,474,75,288,137
94,499,79,262,124
95,518,82,243,115
96,533,84,226,107
97,452,71,283,134
98,468,74,280,133
99,463,73,305,145
100,456,72,323,153
101,429,68,282,134
102,445,70,283,134
103,443,70,304,144
104,438,69,320,152
105,433,66,360,171
106,465,71,363,172
107,504,77,355,169
108,532,81,358,170
109,554,85,363,172
110,506,77,311,148
111,531,81,287,136
112,544,83,269,128
113,556,85,254,121
114,490,75,299,142
115,516,79,277,131
116,535,82,262,124
117,550,84,248,118
118,470,72,292,139
119,487,74,293,139
120,479,73,317,151
121,469,72,334,159
122,447,68,290,138
123,464,71,294,140
124,461,70,314,149
125,454,69,328,156
126,434,66,360,171
127,465,71,363,172
128,504,77,355,168
129,533,82,357,169
130,554,85,363,172
131,505,77,312,148
132,530,81,287,136
133,544,83,270,128
134,556,85,254,120
135,490,75,300,142
136,516,79,277,131
137,535,82,262,124
138,551,84,249,118
139,470,72,292,138
140,487,74,293,139
141,478,73,317,150
142,468,72,334,158
143,448,68,290,137
144,465,71,294,139
145,461,70,315,149
146,454,69,329,156
147,454,69,374,177
148,486,74,381,180
149,524,80,379,179
150,552,84,384,181
151,573,88,390,184
152,534,82,332,157
153,561,86,315,149
154,576,88,301,142
155,590,90,289,136
156,522,80,319,151
157,553,85,304,143
158,575,88,293,138
159,592,91,284,134
160,504,77,309,146
161,525,80,317,150
162,512,78,341,161
163,501,77,355,168
164,484,74,305,144
165,501,77,318,150
166,493,75,338,160
167,484,74,350,165
168,473,69,385,180
169,504,73,395,184
170,542,79,396,185
171,569,83,402,188
172,588,85,410,191
173,555,81,353,165
174,583,85,335,156
175,600,87,322,150
176,614,89,311,145
177,543,79,339,158
178,576,84,322,150
179,599,87,312,146
180,618,90,303,141
181,526,76,328,153
182,548,80,332,155
183,532,77,354,165
184,518,75,367,171
185,506,73,321,150
186,524,76,329,153
187,514,75,348,162
188,503,73,359,168
189,483,73,389,180
190,512,77,400,186
191,550,83,403,187
192,576,87,409,190
193,596,90,418,194
194,565,85,360,167
195,595,90,343,159
196,613,92,331,154
197,628,95,319,148
198,555,84,345,160
199,588,89,332,154
200,611,92,324,150
201,628,95,315,146
202,539,81,334,155
203,559,84,341,158
204,544,82,362,168
205,531,80,373,173
206,520,78,326,151
207,537,81,338,157
208,526,79,355,165
209,516,78,365,169
210,488,72,389,189
211,516,76,401,195
212,553,82,404,196
213,580,86,411,200
214,598,88,420,204
215,568,84,361,175
216,598,88,346,168
217,617,91,334,162
218,632,93,323,157
219,558,82,347,169
220,591,87,335,163
221,615,91,327,159
222,633,93,319,155
223,542,80,335,163
224,562,83,343,167
225,546,81,364,177
226,532,78,376,183
227,524,77,328,159
228,540,80,340,165
229,530,78,358,174
230,519,77,369,179
231,501,73,395,183
232,527,77,408,189
233,565,82,412,191
234,591,86,420,194
235,608,89,431,199
236,582,85,371,172
237,613,90,357,165
238,632,92,347,160
239,647,95,337,156
240,572,84,357,165
241,607,89,345,160
242,631,92,339,157
243,651,95,331,153
244,556,81,345,160
245,579,85,351,162
246,562,82,371,172
247,549,80,381,176
248,538,79,337,156
249,557,81,347,160
250,545,80,364,168
251,534,78,372,172
252,505,48,397,185
253,531,51,411,191
254,569,55,417,194
255,594,57,424,197
256,612,59,435,203
257,587,56,376,175
258,619,59,364,169
259,639,61,354,165
260,656,63,346,161
261,578,55,362,168
262,614,59,349,162
263,639,61,343,160
264,659,63,337,157
265,563,54,349,162
266,588,56,357,166
267,569,55,376,175
268,553,53,385,179
269,545,52,341,159
270,565,54,353,164
271,552,53,369,172
272,539,52,377,175
273,506,49,396,184
274,533,51,410,190
275,569,55,416,193
276,594,57,425,197
277,611,59,435,202
278,589,57,375,174
279,619,59,364,169
280,638,61,354,164
281,654,63,345,160
282,580,56,360,167
283,615,59,349,162
284,639,61,342,159
285,660,63,335,155
286,564,54,348,161
287,586,56,356,165
288,569,55,375,174
289,555,53,385,179
290,546,52,340,158
291,565,54,350,162
292,554,53,367,170
293,542,52,377,175
294,508,49,395,183
295,534,51,410,190
296,570,55,416,193
297,595,57,425,197
298,612,59,437,203
299,590,57,375,174
300,621,60,363,168
301,640,62,352,163
302,656,63,343,159
303,580,56,361,167
304,615,59,350,162
305,640,62,343,159
306,661,64,336,156
307,564,54,348,161
308,583,56,356,165
309,567,54,375,174
310,553,53,385,179
311,546,52,340,158
312,563,54,351,163
313,552,53,368,171
314,540,52,377,175
315,508,49,395,183
316,534,51,410,190
317,571,55,416,192
318,595,57,424,196
319,612,59,435,201
320,589,57,375,173
321,620,60,363,168
322,639,61,352,163
323,655,63,344,159
324,579,56,360,167
325,615,59,349,161
326,640,62,341,158
327,660,63,335,155
328,564,54,348,161
329,585,56,356,165
330,568,55,375,173
331,554,53,385,178
332,546,52,339,157
333,564,54,350,162
334,552,53,367,170
335,540,52,376,174
336,507,49,395,183
337,534,51,409,190
338,571,55,415,193
339,596,57,424,197
340,613,59,436,202
341,589,57,375,174
342,620,60,363,168
343,639,61,352,163
344,655,63,343,159
345,579,56,361,167
346,613,59,349,162
347,638,61,341,158
348,659,63,334,155
349,564,54,349,162
350,584,56,356,165
351,568,55,375,174
352,554,53,385,179
353,546,52,341,158
