,cx,cxROI,cy,cyROI
0,301,85,521,160
1,329,93,486,149
2,336,95,426,131
3,337,95,385,118
4,337,95,350,107
5,274,77,392,120
6,264,75,339,104
7,277,78,306,94
8,293,83,281,86
9,255,72,403,124
10,246,69,343,105
11,281,79,319,98
12,312,88,309,95
13,240,68,423,130
14,229,65,365,112
15,271,77,358,110
16,303,86,366,112
17,229,65,451,139
18,228,64,407,125
19,258,73,399,123
20,283,80,405,124
21,290,84,533,164
22,324,93,492,151
23,333,96,432,133
24,337,97,389,119
25,340,98,353,108
26,272,78,395,121
27,264,76,341,105
28,279,80,309,95
29,294,85,286,88
30,254,73,406,125
31,246,71,347,106
32,279,80,319,98
33,308,89,308,94
34,240,69,427,131
35,231,66,372,114
36,272,78,362,111
37,304,88,370,114
38,228,66,455,140
39,226,65,411,126
40,256,74,402,123
41,282,81,408,125
42,297,86,539,166
43,326,94,497,153
44,334,97,435,134
45,338,98,392,120
46,341,99,356,109
47,276,80,398,122
48,268,77,345,106
49,280,81,313,96
50,294,85,291,89
51,258,74,409,126
52,253,73,350,107
53,285,82,325,100
54,314,91,315,97
55,243,70,429,132
56,237,68,374,115
57,278,80,367,113
58,309,89,376,115
59,232,67,456,140
60,233,67,414,127
61,263,76,408,125
62,288,83,416,128
63,299,86,537,165
64,328,95,491,151
65,336,97,429,132
66,341,98,387,119
67,345,99,353,108
68,272,78,392,120
69,269,77,344,106
70,281,81,313,96
71,295,85,290,89
72,254,73,403,124
73,256,74,348,107
74,291,84,323,99
75,320,92,312,96
76,241,69,423,130
77,245,71,373,115
78,287,83,366,112
79,318,92,374,115
80,234,67,450,138
81,244,70,409,126
82,276,79,404,124
83,301,87,412,127
84,300,87,535,164
85,330,95,490,151
86,339,98,428,131
87,344,99,385,118
88,344,99,350,107
89,274,79,389,119
90,270,78,340,104
91,283,82,309,95
92,298,86,287,88
93,256,74,400,123
94,259,75,345,106
95,294,85,320,98
96,324,94,311,95
97,243,70,420,129
98,252,73,370,114
99,293,85,364,112
100,324,94,373,115
101,235,68,447,137
102,250,72,407,125
103,282,81,401,123
104,308,89,408,125
105,303,73,528,162
106,336,81,474,146
107,342,82,414,127
108,347,84,375,115
109,351,85,342,105
110,272,65,379,116
111,274,66,332,102
112,292,70,303,93
113,311,75,283,87
114,256,62,391,120
115,273,66,338,104
116,311,75,316,97
117,341,82,308,94
118,247,59,410,126
119,267,64,362,111
120,309,74,352,108
121,340,82,357,110
122,245,59,436,134
123,265,64,399,123
124,296,71,391,120
125,321,77,392,120
126,307,74,524,161
127,338,82,470,144
128,343,83,412,127
129,348,84,371,114
130,349,84,337,103
131,274,66,374,115
132,276,67,330,101
133,293,71,300,92
134,311,75,280,86
135,257,62,385,118
136,273,66,334,102
137,309,75,311,95
138,340,82,301,92
139,249,60,405,124
140,269,65,358,110
141,311,75,346,106
142,343,83,347,106
143,248,60,432,133
144,267,64,396,122
145,298,72,386,119
146,325,78,386,119
147,298,81,521,160
148,337,92,457,140
149,344,94,403,124
150,349,95,367,113
151,347,94,336,103
152,261,71,367,113
153,279,76,324,99
154,296,80,295,90
155,312,85,274,84
156,245,66,379,116
157,284,77,329,101
158,323,88,309,95
159,351,95,299,92
160,243,66,399,123
161,288,78,355,109
162,328,89,357,110
163,355,97,368,113
164,253,69,423,130
165,290,79,386,119
166,323,88,385,118
167,347,94,392,120
168,300,86,510,157
169,339,98,449,138
170,348,100,397,122
171,353,102,361,111
172,352,102,331,102
173,267,77,359,110
174,283,82,315,97
175,297,86,285,87
176,309,89,263,81
177,251,72,370,114
178,288,83,322,99
179,323,93,299,92
180,349,101,285,87
181,247,71,390,120
182,294,85,348,107
183,332,96,353,108
184,357,103,366,112
185,255,73,412,127
186,293,84,378,116
187,325,94,378,116
188,348,100,386,119
189,295,81,505,155
190,337,92,440,135
191,345,94,392,120
192,350,96,359,110
