,cx,cxROI,cy,cyROI
0,668,137,554,256
1,667,137,516,239
2,691,141,480,222
3,723,148,464,215
4,749,153,462,214
5,697,143,461,213
6,727,149,435,201
7,746,153,415,192
8,758,155,399,185
9,713,146,479,222
10,771,158,476,220
11,770,158,495,229
12,755,155,505,234
13,727,149,506,234
14,780,160,505,234
15,769,158,522,242
16,752,154,528,244
17,738,151,535,248
18,780,160,536,248
19,768,157,547,253
20,751,154,551,255
21,668,140,557,259
22,668,140,517,241
23,695,146,480,224
24,733,154,466,217
25,762,160,462,215
26,697,146,457,213
27,728,152,412,192
28,748,157,381,177
29,765,160,356,166
30,711,149,477,222
31,782,164,457,213
32,825,173,448,209
33,857,180,438,204
34,724,152,506,236
35,786,165,504,235
36,770,161,521,243
37,750,157,529,246
38,737,154,538,251
39,782,164,536,250
40,768,161,546,254
41,752,158,551,257
42,660,146,572,265
43,663,147,525,243
44,693,154,487,225
45,732,162,471,218
46,762,169,465,215
47,693,154,459,212
48,730,162,411,190
49,753,167,380,176
50,772,171,355,164
51,709,157,480,222
52,780,173,458,212
53,822,183,448,207
54,852,189,439,203
55,725,161,508,235
56,787,175,505,234
57,782,174,516,239
58,768,171,521,241
59,740,164,539,250
60,781,173,538,249
61,770,171,546,253
62,755,168,549,254
63,652,149,577,271
64,658,151,526,247
65,689,158,487,229
66,726,166,472,222
67,757,173,469,220
68,690,158,458,215
69,729,167,407,191
70,751,172,375,176
71,769,176,349,164
72,709,162,476,224
73,780,179,452,212
74,820,188,441,207
75,849,195,433,203
76,725,166,504,237
77,782,179,502,236
78,769,176,517,243
79,749,172,525,247
80,741,170,534,251
81,778,178,534,251
82,766,175,544,256
83,751,172,549,258
84,648,151,580,276
85,656,153,528,251
86,688,160,486,231
87,725,169,467,222
88,757,176,459,218
89,692,161,457,217
90,730,170,405,192
91,751,175,374,178
92,769,179,347,165
93,708,165,476,226
94,781,182,451,214
95,821,191,442,210
96,849,198,434,206
97,724,169,505,240
98,784,183,501,238
99,775,181,515,245
100,759,177,523,249
101,739,172,535,254
102,779,181,534,254
103,767,179,544,259
104,752,175,549,261
105,645,151,585,273
106,655,153,530,247
107,687,161,488,227
108,726,170,472,220
109,759,177,469,218
110,692,162,459,214
111,731,171,409,190
112,752,176,378,176
113,769,180,352,164
114,711,166,480,224
115,780,182,456,212
116,818,191,445,207
117,847,198,436,203
118,727,170,508,237
119,778,182,504,235
120,763,178,517,241
121,745,174,526,245
122,742,173,539,251
123,775,181,535,249
124,761,178,545,254
