,cx,cxROI,cy,cyROI
0,316,83,478,222
1,380,100,456,212
2,429,113,409,190
3,453,119,363,168
4,471,124,331,154
5,383,101,341,158
6,402,106,293,136
7,411,108,264,122
8,418,110,239,111
9,347,91,332,154
10,357,94,276,128
11,365,96,240,111
12,371,97,210,97
13,312,82,337,156
14,309,81,281,130
15,311,82,247,114
16,315,83,219,101
17,275,72,354,164
18,254,67,313,145
19,244,64,285,132
20,240,63,258,120
21,308,85,489,229
22,373,104,469,220
23,424,118,421,197
24,458,127,381,178
25,487,135,359,168
26,377,105,344,161
27,398,111,290,136
28,409,114,256,120
29,415,115,228,107
30,339,94,336,157
31,354,98,275,129
32,362,100,238,111
33,366,102,210,98
34,303,84,341,160
35,305,85,284,133
36,307,85,252,118
37,311,86,226,106
38,266,74,359,168
39,250,69,319,149
40,239,66,292,137
41,233,64,268,125
42,304,86,495,233
43,368,104,473,222
44,421,120,422,198
45,456,130,382,179
46,487,138,360,169
47,373,106,342,161
48,394,112,288,135
49,404,115,254,119
50,411,117,226,106
51,336,95,335,157
52,349,99,274,129
53,356,101,237,111
54,361,102,209,98
55,300,85,342,161
56,302,86,284,133
57,304,86,251,118
58,307,87,226,106
59,264,75,361,169
60,246,70,321,151
61,236,67,294,138
62,229,65,268,126
63,299,93,504,237
64,363,113,480,226
65,416,130,431,202
66,452,141,391,184
67,484,151,367,172
68,369,115,347,163
69,391,122,291,137
70,400,125,256,120
71,407,127,227,106
72,331,103,341,160
73,344,107,278,130
74,351,109,239,112
75,356,111,209,98
76,295,92,349,164
77,296,92,289,136
78,298,93,255,120
79,301,94,228,107
80,258,80,369,173
81,239,74,327,153
82,228,71,299,140
83,221,69,272,128
84,299,93,505,238
85,364,113,481,227
86,417,130,431,203
87,453,141,391,184
88,484,151,368,173
89,368,115,350,165
90,391,122,293,138
91,401,125,258,121
92,407,127,229,108
93,331,103,343,161
94,344,107,279,131
95,351,109,239,112
96,355,110,210,99
97,295,92,351,165
98,296,92,290,136
99,298,93,256,120
100,300,93,229,108
101,259,80,370,174
102,240,75,328,154
103,228,71,301,142
104,220,68,275,129
105,303,88,508,239
106,368,107,483,227
107,420,122,433,203
108,456,132,393,185
109,487,141,371,174
110,370,107,352,165
111,393,114,295,138
112,403,117,259,121
113,409,119,231,108
114,333,97,345,162
115,345,100,280,131
116,351,102,240,113
117,355,103,211,99
118,297,86,351,165
119,297,86,291,137
120,299,87,256,120
121,301,87,229,107
122,260,75,370,174
123,240,69,329,154
124,228,66,301,141
125,219,63,275,129
126,301,94,507,240
127,367,115,483,228
128,420,131,432,204
129,456,143,392,185
130,487,152,369,174
131,370,116,350,165
