,cx,cxROI,cy,cyROI
0,740,211,358,110
1,776,221,347,106
2,798,227,306,94
3,815,232,274,84
4,833,237,250,77
5,750,213,243,74
6,747,213,199,61
7,746,212,168,51
8,744,212,143,44
9,729,207,238,73
10,715,203,188,57
11,708,201,149,45
12,703,200,117,36
13,708,201,243,74
14,692,197,190,58
15,684,195,152,46
16,678,193,120,37
17,688,196,256,78
18,668,190,214,65
19,658,187,182,56
20,652,185,152,46
21,736,222,408,196
22,786,237,392,188
23,815,246,355,170
24,836,252,325,156
25,860,260,305,146
26,776,234,281,135
27,786,237,231,111
28,792,239,200,96
29,797,240,174,83
30,751,227,274,131
31,750,226,214,102
32,753,227,176,84
33,754,227,145,69
34,727,219,280,134
35,718,217,221,106
36,715,216,185,88
37,713,215,153,73
38,703,212,297,142
39,684,206,252,121
40,676,204,222,106
41,673,203,193,92
42,724,224,430,211
43,776,240,413,203
44,809,250,368,180
45,832,258,335,164
46,856,265,317,155
47,771,239,294,144
48,786,243,244,119
49,794,246,212,104
50,799,247,185,90
51,745,231,286,140
52,750,232,225,110
53,755,234,187,91
54,757,234,157,77
55,720,223,290,142
56,713,221,231,113
57,712,220,194,95
58,711,220,163,80
59,695,215,305,149
60,677,209,262,128
61,668,207,232,114
62,663,205,204,100
63,716,194,434,203
64,771,209,415,194
65,807,219,367,171
66,831,225,332,155
67,855,232,315,147
68,768,208,291,136
69,784,213,241,112
70,793,215,210,98
71,798,216,183,85
72,741,201,284,132
73,746,202,223,104
74,752,204,185,86
75,754,204,155,72
76,716,194,289,135
77,710,193,230,107
78,709,192,192,89
79,708,192,160,74
80,691,187,305,142
81,673,182,263,123
82,665,180,232,108
83,661,179,204,95
84,700,190,429,206
85,755,205,410,197
86,795,216,365,175
87,824,224,330,158
88,850,231,312,149
89,759,206,287,137
90,779,212,237,113
91,790,215,204,98
92,798,217,176,84
93,729,198,278,133
94,737,200,217,104
95,743,202,179,86
96,745,203,148,71
97,701,191,281,135
98,696,189,223,107
99,695,189,186,89
100,694,189,154,74
101,673,183,297,142
102,655,178,254,122
103,646,176,225,108
104,642,175,197,94
105,668,184,418,206
106,725,200,400,197
107,769,212,355,175
108,801,221,320,157
109,828,228,302,148
110,734,202,274,135
111,755,208,222,109
112,766,211,188,92
113,773,213,159,78
114,702,194,264,130
115,710,196,203,100
116,717,198,164,80
117,720,199,131,64
118,670,185,269,132
119,666,184,210,103
120,667,184,171,84
121,666,184,137,67
122,640,177,287,141
123,623,172,242,119
124,613,169,212,104
125,607,167,183,90
126,665,184,418,205
127,722,200,399,196
128,765,212,354,174
129,797,221,318,156
130,824,228,298,146
131,728,201,273,134
132,748,207,221,108
133,761,211,187,91
134,769,213,158,77
135,695,192,265,130
136,703,194,202,99
137,709,196,162,79
138,713,197,129,63
139,666,184,270,132
140,660,183,212,104
141,660,183,174,85
142,661,183,141,69
143,637,176,288,141
144,617,171,245,120
145,606,168,214,105
146,599,166,185,90
147,663,183,417,203
