,cx,cxROI,cy,cyROI
0,563,87,340,104
1,586,91,344,106
2,611,94,333,102
3,633,98,327,100
4,650,101,322,99
5,611,94,283,87
6,629,97,265,81
7,649,100,259,79
8,666,103,258,79
9,600,93,278,85
10,632,98,301,92
11,620,96,321,98
12,606,94,325,100
13,586,91,282,86
14,616,95,314,96
15,604,93,329,101
16,592,92,327,100
17,573,89,294,90
18,598,92,317,97
19,590,91,330,101
20,579,90,329,101
21,556,81,354,169
22,588,85,361,172
23,617,90,354,169
24,642,93,354,169
25,660,96,354,169
26,620,90,291,139
27,641,93,274,130
28,661,96,271,129
29,678,99,273,130
30,609,88,285,136
31,642,93,313,149
32,626,91,332,158
33,612,89,331,158
34,597,87,289,138
35,629,91,320,152
36,613,89,336,160
37,601,87,332,158
38,586,85,299,142
39,612,89,324,154
40,601,87,336,160
41,589,86,332,158
42,551,87,361,168
43,586,92,367,171
44,618,98,361,168
45,645,102,364,169
46,665,105,368,171
47,623,98,299,139
48,647,102,282,131
49,669,106,280,130
50,687,108,286,133
51,613,97,293,136
52,646,102,325,151
53,628,99,343,160
54,613,97,341,159
55,602,95,296,138
56,632,100,332,154
57,613,97,345,161
58,600,95,340,158
59,591,93,306,142
60,615,97,333,155
61,602,95,343,160
62,590,93,340,158
63,548,87,364,171
64,583,93,370,174
65,617,98,363,170
66,644,103,367,172
67,665,106,372,175
68,624,99,302,142
69,648,103,283,133
70,670,107,282,132
71,687,110,286,134
72,614,98,296,139
73,646,103,327,153
74,626,100,346,162
75,610,97,344,161
76,603,96,299,140
77,631,101,333,156
78,612,98,347,163
79,599,95,343,161
80,592,94,308,145
81,615,98,333,156
82,601,96,344,161
83,590,94,341,160
84,545,79,368,175
85,585,85,374,178
86,619,90,367,175
87,646,94,370,176
88,667,97,378,180
89,623,91,305,145
90,647,94,286,136
91,668,97,285,136
92,685,100,289,138
93,613,89,300,143
94,647,94,330,157
95,629,91,349,166
96,613,89,347,165
97,602,87,304,145
98,631,92,338,161
99,612,89,353,168
100,600,87,347,165
101,591,86,315,150
102,613,89,340,162
103,600,87,352,168
104,588,85,348,166
105,545,80,370,176
106,584,86,375,179
107,618,91,368,175
108,644,95,371,177
109,667,98,377,180
110,623,91,305,145
111,647,95,287,137
112,668,98,285,136
113,686,101,289,138
114,612,90,300,143
115,646,95,332,158
116,627,92,350,167
117,610,90,347,165
118,601,88,304,145
119,631,93,339,161
120,612,90,353,168
121,599,88,348,166
122,590,87,314,150
123,615,90,340,162
124,601,88,351,167
125,588,86,347,165
126,547,88,371,176
127,585,94,378,179
128,619,99,371,176
129,645,103,373,177
130,667,107,378,179
131,624,100,309,146
132,647,104,289,137
133,668,107,287,136
134,685,110,291,138
135,613,98,303,143
136,644,103,336,159
137,625,100,353,167
138,609,98,350,166
139,602,96,307,145
140,628,101,343,162
141,609,98,357,169
142,597,96,351,166
143,591,95,316,150
144,612,98,345,163
145,597,96,355,168
146,586,94,351,166
147,545,80,373,177
148,585,85,378,180
149,618,90,370,176
150,644,94,372,177
151,666,97,376,179
152,622,91,309,147
153,645,94,288,137
154,666,97,286,136
155,683,100,290,138
156,610,89,302,143
157,643,94,331,157
158,626,91,351,167
159,609,89,350,166
160,598,87,306,145
161,627,92,340,161
162,609,89,355,169
163,596,87,352,167
164,586,86,316,150
165,610,89,342,162
166,597,87,354,168
167,585,85,350,166
168,545,79,374,179
169,584,85,380,182
170,618,90,372,178
171,645,94,374,179
172,668,97,379,181
173,622,90,311,149
174,642,93,288,138
175,662,96,285,136
176,677,98,289,138
177,610,89,304,145
178,642,93,333,159
179,623,91,353,169
180,606,88,351,168
181,598,87,306,146
182,625,91,340,162
183,606,88,357,171
184,593,86,352,168
185,586,85,315,150
186,608,88,341,163
187,595,86,354,169
188,583,85,351,168
189,545,80,376,177
190,584,86,379,178
191,617,91,370,174
192,643,95,372,175
193,663,98,371,175
194,618,91,310,146
195,639,94,287,135
196,661,98,283,133
197,678,100,286,135
198,605,89,303,143
199,639,94,327,154
200,624,92,350,165
201,607,90,352,166
202,592,87,305,144
203,621,92,337,159
204,604,89,355,167
205,591,87,352,166
206,579,85,313,147
207,603,89,339,160
208,591,87,353,166
209,579,85,349,164
210,542,81,375,179
211,582,87,377,180
212,614,92,366,175
213,641,96,365,174
214,665,100,367,175
215,614,92,306,146
216,635,95,282,135
217,657,99,278,133
218,675,101,279,133
219,601,90,299,143
220,637,96,323,154
221,622,93,346,165
222,606,91,347,166
223,589,88,303,145
224,620,93,334,160
225,604,91,352,168
226,591,89,350,167
227,577,87,314,150
228,603,90,339,162
229,591,89,353,169
230,579,87,350,167
231,542,82,377,181
232,582,88,379,182
233,615,93,367,176
234,642,97,366,175
235,666,100,368,176
236,614,93,307,147
237,634,96,282,135
238,656,99,277,133
239,673,102,279,134
240,601,91,301,144
241,637,96,325,156
242,620,93,347,166
243,603,91,349,167
244,588,89,304,146
245,619,93,336,161
246,602,91,355,170
247,589,89,352,169
248,577,87,315,151
249,601,91,340,163
250,589,89,354,170
251,577,87,351,168
252,540,83,376,181
253,582,90,375,181
254,615,95,362,174
255,642,99,359,173
256,666,103,362,174
257,608,94,302,145
258,628,97,276,133
259,649,100,270,130
260,665,102,271,130
261,594,91,298,144
262,633,97,318,153
263,621,96,341,164
264,606,93,345,166
265,582,90,303,146
266,617,95,331,159
267,603,93,349,168
268,589,91,348,168
269,572,88,315,152
270,600,92,338,163
271,589,91,352,170
272,577,89,350,169
273,541,86,372,178
274,581,93,368,176
275,613,98,352,169
276,640,102,348,167
277,665,106,350,168
278,601,96,291,139
279,620,99,262,125
280,643,102,253,121
281,660,105,254,122
282,589,94,288,138
283,634,101,304,146
284,626,100,331,159
285,611,97,339,162
286,579,92,295,141
287,622,99,320,153
288,611,97,341,163
289,597,95,343,164
290,572,91,310,148
291,607,97,331,159
292,598,95,347,166
293,584,93,346,166
294,545,89,374,180
295,586,96,368,177
296,616,101,350,168
297,644,105,344,165
298,670,109,346,166
299,601,98,288,138
300,619,101,260,125
301,641,105,249,120
302,659,108,246,118
303,590,96,286,137
304,639,104,293,141
305,633,103,321,154
306,620,101,332,160
307,583,95,293,141
308,628,103,311,149
309,620,101,334,160
310,606,99,338,162
311,579,94,308,148
312,616,101,324,156
313,608,99,342,164
314,594,97,343,165
315,549,91,379,183
316,593,98,372,179
317,622,103,354,171
318,648,107,346,167
319,675,112,345,166
320,602,100,290,140
321,622,103,262,126
322,644,107,251,121
323,662,110,250,120
324,590,98,289,139
325,644,107,298,144
326,640,106,326,157
327,626,104,335,161
328,584,97,299,144
329,634,105,316,152
330,627,104,339,163
331,614,102,343,165
332,582,96,316,152
333,621,103,331,159
334,615,102,349,168
335,601,100,352,170
336,552,92,380,183
337,596,99,372,179
338,625,104,353,170
339,651,108,344,166
340,678,113,342,165
341,605,101,290,140
342,625,104,263,127
343,646,108,252,121
344,664,111,249,120
345,594,99,288,139
346,646,108,298,144
347,640,107,325,157
348,626,104,333,160
349,588,98,296,143
350,636,106,317,153
351,627,104,339,163
352,613,102,342,165
353,586,97,312,150
354,622,103,333,160
355,614,102,350,169
356,601,100,351,169
357,556,92,382,184
358,600,99,376,181
359,630,104,357,172
360,655,108,348,167
361,681,112,348,167
362,612,101,294,141
363,631,104,264,127
364,652,107,255,122
365,669,110,254,122
366,600,99,292,140
367,650,107,306,147
368,643,106,333,160
369,629,104,339,163
370,593,98,300,144
371,639,105,324,156
372,629,104,346,166
373,614,101,347,167
374,589,97,315,151
375,624,103,337,162
376,616,102,354,170
377,603,99,355,171
378,559,92,384,185
379,602,99,376,181
380,633,104,359,173
381,659,109,352,170
382,685,113,353,170
383,618,102,296,143
384,636,105,269,130
385,657,108,262,126
386,674,111,262,126
387,605,100,294,142
388,653,108,309,149
389,644,106,336,162
390,629,104,342,165
391,597,98,301,145
392,641,106,325,157
393,629,104,348,168
394,615,101,349,168
395,591,97,316,152
396,625,103,337,162
397,617,102,355,171
398,603,99,356,172
399,557,92,385,186
400,601,99,378,182
401,631,104,359,173
402,658,108,352,170
403,683,113,353,170
404,616,102,297,143
405,636,105,270,130
406,658,108,264,127
407,675,111,263,127
408,604,100,295,142
409,653,108,310,149
410,644,106,337,162
411,627,103,343,165
412,597,98,303,146
413,641,106,326,157
414,629,104,349,168
415,614,101,349,168
416,592,98,317,153
417,625,103,337,162
418,615,101,354,171
419,601,99,353,170
420,558,91,386,187
421,602,98,381,184
422,633,103,364,176
423,660,107,358,173
424,685,111,360,174
425,620,101,301,145
426,638,104,274,132
427,659,107,266,128
428,675,110,267,129
429,608,99,299,144
