,cx,cxROI,cy,cyROI
0,588,120,277,85
1,630,129,248,76
2,651,133,212,65
3,665,136,182,56
4,671,137,155,47
5,622,127,179,55
6,627,128,138,42
7,636,130,120,37
8,640,131,106,32
9,611,125,179,55
10,632,129,147,45
11,640,131,165,50
12,637,130,178,54
13,602,123,183,56
14,626,128,160,49
15,628,129,182,56
16,621,127,196,60
17,594,122,189,58
18,616,126,171,52
19,621,127,188,57
20,615,126,201,61
21,592,125,257,79
22,631,134,225,69
23,649,137,198,61
24,666,141,176,54
25,677,143,155,47
26,600,127,155,47
27,604,128,120,37
28,626,133,109,33
29,642,136,108,33
30,588,124,158,48
31,629,133,139,42
32,639,135,168,51
33,630,133,185,57
34,582,123,162,49
35,625,132,152,46
36,631,134,180,55
37,621,131,193,59
38,579,123,171,52
39,618,131,165,50
40,621,131,185,57
41,609,129,194,59
42,591,118,255,119
43,635,127,238,111
44,663,132,213,99
45,686,137,199,92
46,705,141,187,87
47,633,126,156,72
48,650,130,126,58
49,673,134,123,57
50,692,138,131,61
51,619,123,155,72
52,663,132,155,72
53,664,132,182,84
54,652,130,195,91
55,610,122,160,74
56,655,131,170,79
57,652,130,195,91
58,639,127,203,94
59,604,120,171,79
60,642,128,184,85
61,639,127,202,94
62,627,125,207,96
63,594,99,252,118
64,634,105,242,113
65,666,111,222,104
66,690,115,212,99
67,711,118,204,96
68,651,108,162,76
69,668,111,131,61
70,691,115,130,61
71,707,118,140,65
72,636,106,160,75
73,676,113,166,78
74,675,112,193,90
75,662,110,204,96
76,624,104,165,77
77,662,110,181,85
78,657,109,207,97
79,644,107,214,100
80,615,102,177,83
81,647,108,193,90
82,643,107,212,99
83,631,105,217,102
84,582,88,265,125
85,634,96,272,128
86,674,102,265,125
87,701,106,261,123
88,723,110,260,123
89,681,103,194,91
90,718,109,179,84
91,737,112,193,91
92,746,113,213,100
93,666,101,184,87
94,702,106,223,105
95,685,104,244,115
96,669,101,243,115
97,651,99,189,89
98,682,103,236,111
99,663,101,252,119
100,650,99,247,116
101,637,97,201,95
102,661,100,241,114
103,647,98,254,120
104,635,96,250,118
105,583,56,267,125
106,633,61,279,131
107,673,65,279,131
108,700,67,287,135
109,720,69,298,140
110,689,66,214,100
111,733,71,209,98
112,748,72,230,108
113,751,72,253,119
114,676,65,205,96
115,705,68,253,119
116,684,66,270,127
117,667,64,265,124
118,660,63,210,98
119,681,65,263,123
120,660,63,275,129
121,646,62,266,125
122,646,62,222,104
123,658,63,266,125
124,642,62,275,129
125,630,61,267,125
126,582,56,266,123
127,632,61,282,130
128,670,64,283,131
129,694,67,291,134
130,715,69,303,140
131,691,66,219,101
132,732,70,218,101
133,747,72,239,110
134,748,72,261,121
135,677,65,210,97
136,705,68,259,120
137,682,66,275,127
138,667,64,268,124
139,660,63,214,99
140,681,65,269,124
141,657,63,279,129
142,644,62,269,124
143,644,62,226,104
144,656,63,269,124
145,639,61,277,128
146,628,60,268,124
147,581,56,265,129
148,629,60,283,138
149,666,64,286,139
150,690,66,295,144
151,711,68,308,150
152,690,66,224,109
153,732,70,228,111
154,744,72,249,121
155,744,72,270,132
156,677,65,215,105
157,701,67,266,130
158,678,65,281,137
159,665,64,275,134
160,661,64,219,107
161,677,65,275,134
162,653,63,284,138
163,640,62,274,133
164,644,62,230,112
165,654,63,274,133
166,637,61,281,137
167,627,60,272,132
168,584,56,264,128
169,631,61,283,137
170,665,64,287,139
171,690,66,295,143
172,712,68,308,149
173,690,66,225,109
174,731,70,228,110
175,745,72,249,121
176,747,72,270,131
177,677,65,217,105
178,701,67,268,130
179,677,65,281,136
180,664,64,273,132
181,660,63,221,107
182,677,65,276,134
183,653,63,284,138
184,641,62,273,132
185,643,62,231,112
186,653,63,274,133
187,635,61,281,136
188,625,60,271,131
189,584,56,264,127
190,630,61,284,136
191,665,64,288,138
192,689,66,296,142
193,709,68,310,149
194,690,66,227,109
195,730,70,233,112
196,744,72,254,122
197,748,72,276,133
198,679,65,218,105
199,702,68,269,129
200,679,65,282,135
201,666,64,275,132
202,663,64,222,106
203,679,65,277,133
204,655,63,284,136
205,643,62,275,132
206,646,62,233,112
207,655,63,276,133
208,638,61,282,135
209,628,60,273,131
210,583,56,261,126
211,628,60,282,136
212,663,64,286,138
213,688,66,296,143
214,709,68,311,150
215,689,66,227,109
216,729,70,235,113
217,743,71,257,124
218,746,72,279,134
219,678,65,218,105
220,700,67,270,130
221,675,65,284,137
222,661,64,278,134
223,661,64,222,107
224,675,65,278,134
225,650,62,286,138
226,637,61,277,133
227,645,62,233,112
228,653,63,276,133
229,634,61,282,136
230,624,60,274,132
231,585,56,261,124
232,628,60,282,134
233,662,64,286,136
234,686,66,295,140
235,706,68,308,146
236,690,66,228,108
237,730,70,234,111
238,743,71,255,121
239,744,72,276,131
