,cx,cxROI,cy,cyROI
0,521,103,268,82
1,555,110,251,77
2,579,114,224,69
3,598,118,204,62
4,614,121,188,57
5,543,107,176,54
6,553,109,147,45
7,572,113,138,42
8,589,116,137,42
9,530,105,176,54
10,571,113,168,51
11,576,114,195,60
12,564,111,204,62
13,521,103,182,56
14,564,111,180,55
15,566,112,206,63
16,553,109,213,65
17,515,102,192,59
18,552,109,192,59
19,554,109,210,64
20,543,107,217,66
21,526,80,267,82
22,560,85,253,78
23,584,89,228,70
24,605,92,211,65
25,621,95,195,60
26,552,84,177,54
27,562,86,149,45
28,582,89,139,42
29,599,91,138,42
30,538,82,175,53
31,579,88,172,53
32,581,88,200,61
33,570,87,212,65
34,529,81,181,55
35,568,86,185,57
36,567,86,212,65
37,554,84,219,67
38,521,79,191,58
39,555,84,194,59
40,555,84,214,65
41,542,82,220,67
42,528,86,270,83
43,565,92,261,80
44,595,97,241,74
45,617,101,228,70
46,636,104,219,67
47,576,94,184,56
48,591,96,154,47
49,610,100,152,46
50,626,102,158,48
51,559,91,181,55
52,598,98,189,58
53,595,97,216,66
54,582,95,225,69
55,545,89,187,57
56,584,95,207,63
57,578,94,230,70
58,566,92,233,71
59,535,87,199,61
60,567,93,217,66
61,564,92,234,72
62,552,90,236,72
63,527,86,276,85
64,565,92,268,82
65,596,97,248,76
66,619,101,237,73
67,638,104,231,71
68,582,95,190,58
69,598,98,162,49
70,618,101,159,49
71,633,103,165,50
72,567,93,186,57
73,602,98,198,61
74,599,98,224,69
75,586,96,230,70
76,553,90,192,59
77,587,96,214,65
78,580,95,236,72
79,568,93,238,73
80,542,88,204,62
81,570,93,226,69
82,565,92,241,74
83,552,90,241,74
84,516,79,281,136
85,563,86,281,136
86,598,92,270,131
87,624,96,266,129
88,645,99,267,130
89,596,91,208,101
90,626,96,185,90
91,645,99,192,93
92,656,100,210,102
93,579,89,200,97
94,616,94,229,111
95,604,92,252,122
96,590,90,254,123
97,564,86,207,100
98,597,91,244,118
99,584,89,262,127
100,570,87,258,125
101,553,85,220,107
102,576,88,254,123
103,567,87,266,129
104,557,85,262,127
105,512,80,283,137
106,560,87,288,139
107,595,93,282,136
