,cx,cxROI,cy,cyROI
0,463,70,335,103
1,488,74,311,95
2,499,76,283,87
3,510,78,263,81
4,516,79,245,75
5,448,68,257,79
6,447,68,228,70
7,462,70,213,65
8,477,73,206,63
9,440,67,257,79
10,475,72,237,73
11,485,74,260,80
12,475,72,273,84
13,435,66,260,80
14,473,72,244,75
15,481,73,270,83
16,469,71,282,86
17,433,66,266,82
18,465,71,252,77
19,473,72,271,83
20,464,71,283,87
21,460,91,337,103
22,487,97,316,97
23,505,100,291,89
24,524,104,272,83
25,535,106,255,78
26,456,90,254,78
27,468,93,226,69
28,487,97,211,65
29,504,100,206,63
30,448,89,253,78
31,491,97,237,73
32,499,99,260,80
33,490,97,273,84
34,446,88,255,78
35,489,97,246,75
36,494,98,270,83
37,482,96,281,86
38,446,88,260,80
39,482,96,254,78
40,486,96,271,83
41,475,94,281,86
42,470,71,331,102
43,501,76,316,97
44,521,79,291,89
45,539,82,274,84
46,554,84,259,79
47,484,74,246,75
48,494,75,218,67
49,510,78,206,63
50,526,80,201,61
51,472,72,244,75
52,512,78,239,73
53,513,78,266,82
54,501,76,276,85
55,465,71,248,76
56,508,77,250,77
57,504,77,276,85
58,491,75,283,87
59,461,70,256,78
60,498,76,260,80
61,496,75,278,85
62,484,74,284,87
63,474,70,329,101
64,505,74,314,96
65,527,78,293,90
66,547,81,278,85
67,564,83,263,81
68,492,73,245,75
69,503,74,218,67
70,520,77,206,63
71,537,79,201,61
72,481,71,243,74
73,524,77,240,74
74,525,77,267,82
75,514,76,277,85
76,474,70,247,76
77,517,76,250,77
78,514,76,275,84
79,501,74,282,86
80,470,69,255,78
81,507,75,259,79
82,505,74,278,85
83,492,73,284,87
84,475,77,331,102
85,509,82,320,98
86,536,87,299,92
87,559,90,287,88
88,580,94,278,85
89,510,82,247,76
90,526,85,219,67
91,545,88,210,64
92,563,91,207,63
93,498,80,244,75
94,542,88,249,76
95,538,87,277,85
96,525,85,285,87
97,491,79,248,76
98,533,86,260,80
99,526,85,285,87
100,512,83,289,89
101,486,78,257,79
102,519,84,269,82
103,515,83,288,88
104,503,81,291,89
105,478,78,333,102
106,512,83,323,99
107,539,88,304,93
108,563,91,293,90
109,584,95,285,87
110,517,84,248,76
111,533,87,222,68
112,554,90,213,65
113,571,93,211,65
114,505,82,245,75
115,548,89,252,77
116,543,88,279,86
117,530,86,287,88
118,497,81,249,76
119,536,87,263,81
120,529,86,288,88
121,514,83,292,90
122,491,80,258,79
123,522,85,271,83
124,516,84,289,89
125,503,82,292,90
126,481,77,337,159
127,522,83,331,156
128,552,88,316,149
129,577,92,309,145
130,599,95,306,144
131,538,86,256,120
132,563,90,233,110
133,585,93,231,109
134,602,96,236,111
135,526,84,251,118
136,568,90,270,127
137,557,89,294,138
138,542,86,298,140
139,516,82,256,120
140,555,88,282,133
141,543,86,303,143
142,529,84,303,143
143,509,81,268,126
144,539,86,290,136
145,531,85,305,144
146,519,83,305,144
147,486,76,341,161
148,525,82,339,161
149,557,87,327,155
150,583,91,323,153
151,606,95,322,152
152,551,86,264,125
153,580,91,244,115
154,603,94,248,117
155,618,97,259,123
156,538,84,258,122
157,578,90,282,133
158,565,88,305,144
159,550,86,305,144
160,527,82,263,124
161,564,88,295,140
162,549,86,314,149
163,535,84,311,147
164,519,81,275,130
165,546,85,303,143
166,535,84,318,151
167,521,81,315,149
168,488,74,348,168
169,531,81,348,168
170,565,86,338,163
171,591,90,337,162
172,614,94,340,164
173,565,86,276,133
174,598,91,263,127
175,618,94,268,129
176,633,96,278,134
177,552,84,271,130
178,590,90,301,145
179,572,87,319,154
180,556,85,317,153
181,540,82,277,133
182,573,87,314,151
183,555,84,328,158
184,541,82,323,156
185,530,81,289,139
186,553,84,321,155
187,540,82,332,160
188,528,80,326,157
189,491,73,349,169
190,537,80,351,170
191,570,85,343,166
192,595,88,343,166
193,618,92,345,167
194,569,84,282,136
195,600,89,269,130
196,621,92,275,133
197,634,94,286,138
198,557,83,277,134
199,590,88,308,149
200,573,85,324,157
201,560,83,318,154
202,546,81,284,137
203,573,85,319,154
204,556,82,333,161
205,545,81,325,157
206,537,80,295,142
207,554,82,327,158
208,541,80,337,163
209,529,78,330,159
210,492,72,348,169
211,540,79,352,171
212,571,83,345,168
213,597,87,346,168
214,621,91,349,170
215,572,84,284,138
216,604,88,273,133
217,624,91,279,136
218,636,93,292,142
219,562,82,280,136
220,595,87,312,152
221,576,84,329,160
222,562,82,323,157
223,550,80,286,139
224,578,84,325,158
225,559,82,338,164
226,547,80,329,160
227,541,79,299,145
228,557,81,331,161
229,543,79,341,166
230,531,77,333,162
231,494,76,347,168
232,541,83,350,169
233,572,88,344,166
234,597,92,346,167
235,621,96,350,169
236,575,88,285,138
237,606,93,273,132
238,625,96,279,135
239,634,98,290,140
240,564,87,281,136
241,596,92,312,151
242,577,89,328,158
243,563,87,322,156
244,550,85,288,139
245,576,89,323,156
246,559,86,337,163
247,548,84,328,158
248,539,83,300,145
249,556,86,330,159
250,543,83,340,164
251,531,82,332,160
252,496,72,347,168
253,543,79,349,169
254,573,84,343,166
255,599,87,345,167
256,624,91,348,169
257,577,84,283,137
258,607,89,271,131
259,627,92,275,133
260,639,93,285,138
261,565,82,282,137
262,597,87,313,152
263,577,84,328,159
264,564,82,322,156
265,551,80,289,140
266,578,84,324,157
267,560,82,337,163
268,549,80,329,159
269,539,79,301,146
270,558,81,331,160
271,545,80,341,165
272,532,78,334,162
273,496,72,348,169
274,541,79,352,171
275,573,84,344,167
276,599,87,345,167
277,624,91,348,169
278,577,84,284,138
279,607,89,272,132
280,626,91,277,134
281,636,93,287,139
282,565,82,280,136
283,598,87,311,151
284,580,85,329,159
285,565,82,325,157
286,552,81,286,139
287,579,85,323,157
288,562,82,337,163
289,550,80,331,160
290,540,79,299,145
291,560,82,329,159
292,547,80,340,165
293,534,78,334,162
294,498,72,347,168
295,545,79,349,169
296,574,83,342,165
297,600,87,343,166
298,625,91,347,168
299,576,84,284,137
300,607,88,271,131
301,627,91,276,133
302,638,93,288,139
303,564,82,283,137
304,598,87,309,149
305,579,84,327,158
306,565,82,321,155
307,551,80,291,141
308,579,84,321,155
309,561,81,335,162
310,550,80,327,158
311,542,79,302,146
312,561,81,329,159
313,546,79,339,164
314,534,78,332,160
315,498,73,348,168
316,541,79,351,169
317,574,84,344,166
318,600,88,344,166
319,624,92,347,167
320,577,85,283,136
321,606,89,270,130
322,627,92,276,133
323,638,94,288,139
324,565,83,278,134
325,599,88,309,149
326,582,85,328,158
327,569,84,324,156
328,553,81,284,137
329,580,85,322,155
330,564,83,337,162
331,552,81,331,159
332,541,79,297,143
333,561,82,328,158
334,548,80,339,163
335,536,79,334,161
336,496,72,349,169
337,543,79,350,169
338,573,84,343,166
339,599,87,343,166
340,623,91,345,167
341,574,84,285,138
342,605,88,271,131
343,625,91,277,134
344,636,93,288,139
345,563,82,282,136
346,597,87,310,150
347,579,85,327,158
348,564,82,321,155
349,551,80,289,140
350,580,85,322,156
351,561,82,337,163
352,549,80,329,159
353,541,79,301,145
354,560,82,330,159
355,546,80,341,165
356,533,78,334,161
357,495,73,350,170
358,542,80,351,171
359,573,85,344,167
360,599,88,344,167
361,624,92,346,168
362,574,85,284,138
363,606,89,271,132
364,627,93,278,135
365,638,94,290,141
366,563,83,281,136
367,598,88,310,151
368,580,86,327,159
369,565,83,323,157
370,550,81,289,140
371,579,85,322,156
372,562,83,337,164
373,550,81,329,160
374,540,80,302,147
375,561,83,330,160
376,547,81,341,166
377,534,79,334,162
378,494,73,351,171
379,540,80,352,172
380,572,84,343,167
381,599,88,343,167
382,624,92,347,169
383,574,85,285,139
384,605,89,271,132
385,624,92,275,134
386,634,94,285,139
387,562,83,281,137
388,596,88,311,152
389,579,85,328,160
390,564,83,325,158
391,549,81,287,140
392,578,85,323,157
393,561,83,338,165
394,549,81,332,162
395,538,79,300,146
396,559,82,329,160
397,546,81,340,166
398,533,79,335,163
399,494,73,350,170
400,541,80,350,170
401,572,85,342,166
402,598,89,343,167
403,623,92,346,168
404,573,85,283,137
405,605,90,271,132
406,624,93,277,135
407,634,94,288,140
408,562,83,280,136
409,596,88,309,150
410,579,86,327,159
411,564,84,324,157
412,549,81,288,140
413,577,86,322,156
414,561,83,336,163
415,548,81,330,160
416,539,80,301,146
417,558,83,330,160
418,545,81,341,166
419,532,79,335,163
420,496,73,351,170
421,540,80,354,171
422,572,84,345,167
423,599,88,345,167
424,623,92,347,168
425,575,85,285,138
426,605,89,270,130
427,625,92,275,133
428,636,94,286,138
429,563,83,280,135
430,597,88,310,150
431,580,86,327,158
432,566,84,322,156
433,551,81,286,138
434,578,85,323,156
435,562,83,336,162
436,550,81,329,159
437,540,80,298,144
438,558,82,330,159
439,545,80,341,165
440,534,79,334,161
441,496,73,351,170
442,540,80,354,171
443,572,84,345,167
444,599,88,344,166
445,623,92,346,167
446,575,85,285,138
447,605,89,270,130
448,625,92,275,133
449,636,94,286,138
450,563,83,280,135
451,597,88,310,150
452,580,86,328,158
453,565,83,323,156
454,551,81,286,138
455,578,85,323,156
456,562,83,337,163
457,550,81,330,159
458,540,80,298,144
459,558,82,330,159
460,546,81,341,165
461,534,79,335,162
462,496,74,352,171
463,542,81,353,171
464,574,86,345,167
465,600,90,345,167
466,624,93,347,168
467,575,86,284,138
468,606,90,272,132
469,624,93,276,134
470,635,95,286,139
471,564,84,280,136
472,597,89,312,151
473,580,87,328,159
474,566,84,323,157
475,552,82,287,139
476,579,86,325,157
477,561,84,338,164
478,550,82,330,160
479,541,81,300,145
480,559,83,332,161
481,546,81,343,166
482,534,80,336,163
483,495,73,350,171
484,543,81,351,171
485,574,85,343,167
486,600,89,344,168
487,625,93,349,170
488,574,85,283,138
489,607,90,273,133
490,628,93,279,136
491,642,95,291,142
492,563,84,282,137
493,599,89,311,152
494,579,86,327,159
495,566,84,321,156
496,552,82,290,141
497,581,86,323,157
498,562,83,336,164
499,551,82,327,159
500,543,81,303,148
501,562,83,331,161
502,547,81,341,166
503,534,79,333,162
504,496,73,351,171
505,544,80,352,171
506,574,84,345,168
507,600,88,345,168
508,625,92,348,169
509,576,85,286,139
510,606,89,274,133
511,624,92,275,134
512,634,93,282,137
513,564,83,284,138
514,598,88,312,152
515,579,85,329,160
516,565,83,323,157
517,551,81,291,141
518,580,85,323,157
519,562,82,337,164
520,551,81,329,160
521,540,79,303,147
522,560,82,331,161
523,546,80,341,166
524,534,78,335,163
525,497,73,349,169
526,545,80,350,169
527,574,84,344,166
528,600,88,345,167
529,624,92,348,168
530,576,85,284,137
531,607,89,271,131
532,627,92,275,133
533,640,94,285,138
534,565,83,283,137
535,599,88,311,150
536,581,85,327,158
537,567,83,323,156
538,551,81,292,141
539,580,85,322,156
540,564,83,336,162
541,553,81,328,158
542,541,79,305,147
543,561,82,331,160
544,548,80,342,165
545,535,78,335,162
546,496,73,350,170
547,542,80,353,172
548,574,84,345,168
549,600,88,346,168
550,625,92,348,169
551,577,85,285,138
552,608,89,273,133
553,629,92,278,135
554,640,94,288,140
555,565,83,282,137
556,599,88,312,152
557,582,85,329,160
558,568,83,325,158
559,552,81,288,140
560,580,85,323,157
561,564,83,337,164
562,552,81,330,160
563,542,80,301,146
564,561,82,331,161
565,548,80,341,166
566,535,78,335,163
567,497,73,352,171
568,542,80,356,173
569,574,85,347,168
570,601,89,346,168
571,625,92,348,169
572,579,85,286,139
573,608,90,274,133
574,628,93,278,135
575,639,94,286,139
576,567,84,280,136
577,599,88,314,152
578,581,86,331,160
579,566,84,327,158
580,554,82,286,139
581,581,86,326,158
582,564,83,340,165
583,552,81,333,161
584,542,80,299,145
585,561,83,333,161
586,548,81,344,167
587,536,79,338,164
588,499,77,350,169
589,546,84,350,169
590,575,89,344,166
591,600,93,345,167
592,626,97,348,168
593,576,89,288,139
594,608,94,275,133
595,628,97,278,134
596,639,99,287,139
597,565,87,288,139
598,598,92,312,151
599,579,90,328,158
600,566,87,322,156
601,551,85,296,143
602,580,90,322,156
603,562,87,336,162
604,550,85,327,158
605,542,84,307,148
606,561,87,331,160
607,547,85,342,165
608,534,83,335,162
609,498,73,350,170
610,544,80,352,171
611,576,85,345,167
612,602,89,346,168
613,626,92,349,169
614,577,85,284,138
615,608,90,272,132
616,627,93,276,134
617,640,95,285,138
618,566,84,280,136
619,600,89,312,151
620,581,86,328,159
621,568,84,323,157
622,554,82,288,140
623,582,86,325,157
624,563,83,337,163
625,553,82,329,159
626,544,80,301,146
627,563,83,332,161
628,549,81,342,166
629,537,79,335,162
630,498,74,351,170
631,544,81,354,172
632,576,85,346,168
633,602,89,346,168
634,626,93,348,169
635,578,86,284,138
636,608,90,273,132
637,628,93,276,134
638,641,95,283,137
639,567,84,280,136
640,600,89,312,151
641,583,86,329,159
642,569,84,325,157
643,554,82,286,139
644,582,86,324,157
645,565,84,338,164
646,553,82,331,160
647,544,81,300,145
648,563,84,331,160
649,550,82,342,166
650,538,80,336,163
651,499,73,351,170
652,546,80,352,171
653,576,84,346,168
654,602,88,346,168
655,627,92,347,168
656,578,84,287,139
657,611,89,274,133
658,630,92,280,136
659,641,94,291,141
660,568,83,284,138
661,601,88,314,152
662,582,85,329,159
663,567,83,323,157
664,555,81,292,141
665,583,85,326,158
666,564,82,339,164
667,552,81,330,160
668,546,80,304,147
669,563,82,334,162
670,549,80,344,167
671,537,78,337,163
672,498,73,351,170
673,544,79,353,171
674,576,84,347,168
675,602,88,347,168
676,626,91,350,170
677,579,85,287,139
678,610,89,275,133
679,630,92,281,136
680,642,94,293,142
681,568,83,283,137
682,599,87,316,153
683,582,85,332,161
684,568,83,327,158
685,555,81,290,140
686,582,85,327,158
687,565,82,341,165
688,554,81,333,161
689,543,79,303,147
690,563,82,334,162
691,549,80,345,167
692,537,78,339,164
693,496,72,351,171
694,543,79,353,172
695,573,84,346,169
696,600,88,347,169
697,626,91,350,171
698,576,84,287,140
699,609,89,275,134
700,630,92,280,136
701,642,94,291,142
702,565,82,285,139
703,598,87,314,153
704,580,85,331,161
705,567,83,325,158
706,551,80,292,142
707,581,85,326,159
708,563,82,340,166
709,552,81,332,162
710,541,79,305,149
711,562,82,333,162
712,548,80,344,168
713,535,78,338,165
714,496,72,353,172
715,543,79,356,173
716,575,84,348,169
717,601,88,349,170
718,625,91,350,170
719,576,84,289,140
720,608,89,276,134
721,627,92,281,136
722,638,93,290,141
723,566,83,284,138
724,598,87,315,153
725,580,85,331,161
726,566,83,326,158
727,554,81,291,141
728,581,85,327,159
729,562,82,341,166
730,551,80,332,161
731,544,79,303,147
732,561,82,335,163
733,547,80,345,168
734,535,78,338,164
735,496,72,352,171
736,544,79,353,172
737,574,84,346,168
738,600,88,348,169
739,625,91,351,171
740,575,84,288,140
741,607,89,277,135
742,627,92,281,136
743,638,93,291,141
744,563,82,288,140
745,597,87,316,154
746,578,84,331,161
747,565,82,325,158
748,550,80,297,144
749,579,85,328,159
750,561,82,340,165
751,551,80,332,161
752,540,79,310,151
753,560,82,336,163
754,546,80,345,168
755,533,78,339,165
756,497,73,352,171
757,542,80,354,172
758,574,84,347,168
759,601,88,348,169
760,625,92,351,170
761,577,85,287,139
762,607,89,274,133
763,627,92,278,135
764,637,94,288,140
765,565,83,283,137
766,598,88,313,152
767,581,85,331,160
768,567,83,326,158
769,552,81,290,140
770,579,85,326,158
771,562,82,340,165
772,551,81,333,161
773,541,79,303,147
774,560,82,333,161
775,547,80,343,166
776,535,78,337,163
777,496,73,352,171
778,543,80,353,172
779,575,85,346,168
780,601,89,347,169
781,625,92,349,170
782,577,85,286,139
783,607,90,275,134
784,627,93,279,136
785,638,94,286,139
786,566,84,282,137
787,600,89,313,152
788,582,86,330,160
789,567,84,326,158
790,554,82,289,140
791,581,86,327,159
792,563,83,340,165
793,551,81,333,162
794,543,80,302,147
795,561,83,334,162
796,547,81,344,167
797,535,79,337,164
798,495,73,354,172
799,541,80,355,172
800,573,85,347,168
801,599,89,347,168
802,623,92,350,170
803,576,85,287,139
804,605,90,276,134
805,625,93,278,135
806,636,94,283,137
807,565,84,283,137
808,599,89,314,152
809,582,86,331,160
810,568,84,327,158
811,552,82,290,140
812,581,86,326,158
813,564,84,339,164
814,552,82,333,161
815,541,80,304,147
816,561,83,333,161
817,548,81,344,167
818,536,79,337,163
819,499,77,350,170
820,546,84,351,170
821,576,89,345,167
822,601,92,348,169
823,627,96,351,170
824,577,89,288,140
825,609,94,276,134
826,629,97,279,135
827,641,99,287,139
828,566,87,288,140
829,600,92,314,152
830,579,89,331,160
831,565,87,325,157
832,552,85,296,143
833,580,89,326,158
834,562,86,339,164
835,550,85,330,160
836,542,83,308,149
837,560,86,334,162
838,547,84,345,167
839,534,82,338,164
840,498,76,349,169
841,545,83,351,170
842,575,88,345,167
843,601,92,347,168
844,626,96,349,169
845,577,88,288,140
846,608,93,276,134
847,628,96,280,136
848,640,98,290,140
849,565,86,288,140
850,599,92,313,152
851,580,89,329,159
852,566,87,325,157
853,551,84,296,143
854,580,89,326,158
855,561,86,340,165
856,550,84,333,161
857,541,83,307,149
858,562,86,334,162
859,547,84,344,167
860,534,82,338,164
861,499,76,349,169
862,547,84,351,170
863,575,88,345,167
864,601,92,347,168
865,626,96,350,169
866,578,88,288,139
867,609,93,276,133
868,629,96,281,136
869,641,98,292,141
870,565,86,289,140
871,599,92,314,152
872,580,89,329,159
873,566,87,324,157
874,551,84,296,143
875,580,89,325,157
876,562,86,338,163
877,551,84,330,159
878,541,83,308,149
879,561,86,334,161
880,547,84,344,166
881,534,82,337,163
882,497,77,350,170
883,544,84,352,171
884,575,89,346,168
885,601,93,347,168
886,625,97,350,170
887,578,89,288,140
888,607,94,275,133
889,626,97,277,134
890,637,99,285,138
891,566,87,285,138
892,600,93,313,152
893,582,90,330,160
894,568,88,327,158
895,552,85,292,141
896,581,90,326,158
897,563,87,340,165
898,552,85,333,161
899,541,84,305,148
900,562,87,333,161
901,548,85,344,167
902,536,83,338,164
903,498,73,351,171
904,544,79,352,171
905,575,84,346,168
906,602,88,347,169
907,627,92,350,170
908,578,84,287,139
909,610,89,276,134
910,629,92,279,136
911,642,94,288,140
912,567,83,284,138
913,599,87,315,153
914,580,85,332,161
915,566,83,327,159
916,553,81,291,141
917,580,85,327,159
918,562,82,341,166
919,551,80,335,163
920,542,79,304,148
921,561,82,334,162
922,547,80,344,167
923,535,78,339,165
924,497,73,353,171
925,542,80,356,172
926,574,84,348,168
927,600,88,348,168
928,624,92,352,170
929,577,85,288,139
930,609,89,276,133
931,629,92,281,136
932,640,94,291,141
933,567,83,284,137
934,600,88,317,153
935,582,85,333,161
936,567,83,328,158
937,555,81,291,141
938,582,85,330,159
939,564,83,342,165
940,552,81,335,162
941,544,80,304,147
942,562,82,336,162
943,549,81,346,167
944,537,79,340,164
945,498,73,353,171
946,543,80,358,174
947,575,84,350,170
948,602,88,350,170
949,626,92,351,170
950,580,85,288,140
951,611,90,277,134
952,630,93,282,137
953,641,94,292,141
954,568,83,282,137
955,600,88,317,154
956,583,86,333,161
957,568,83,328,159
958,555,81,289,140
959,581,85,330,160
960,564,83,342,166
961,552,81,335,162
962,543,80,302,146
963,561,82,336,163
964,549,81,346,168
965,538,79,340,165
966,498,72,351,171
967,546,79,353,172
968,576,84,347,169
969,602,87,348,169
970,627,91,351,171
971,578,84,288,140
972,609,88,279,136
