,cx,cxROI,cy,cyROI
0,317,83,340,167
1,365,96,332,163
2,414,108,309,151
3,449,118,290,142
4,474,124,276,135
5,401,105,241,118
6,430,113,199,97
7,446,117,174,85
8,459,120,152,74
9,375,98,228,112
10,398,104,182,89
11,412,108,151,74
12,423,111,127,62
13,346,91,225,110
14,364,95,178,87
15,374,98,150,73
16,383,100,129,63
17,315,82,230,113
18,312,82,194,95
19,309,81,169,83
20,308,81,148,72
21,302,68,312,154
22,354,80,303,150
23,401,90,282,139
24,437,99,265,131
25,464,105,252,124
26,387,87,209,103
27,419,94,170,84
28,435,98,146,72
29,447,101,125,61
30,362,82,196,97
31,388,87,153,75
32,403,91,124,61
33,414,93,100,49
34,333,75,193,95
35,352,79,149,73
36,365,82,123,60
37,377,85,102,50
38,301,68,199,98
39,300,67,164,81
40,299,67,139,68
41,300,67,116,57
42,339,90,330,161
43,387,102,318,155
44,433,115,293,143
45,469,124,276,134
46,496,131,263,128
47,418,111,223,109
48,446,118,182,88
49,460,122,158,77
50,472,125,137,66
51,392,104,211,103
52,415,110,165,80
53,429,113,136,66
54,440,116,114,55
55,365,96,209,102
56,381,101,163,79
57,393,104,136,66
58,403,107,116,56
59,334,88,216,105
60,333,88,180,88
61,333,88,156,76
62,334,88,136,66
63,388,100,363,178
64,438,113,347,170
65,485,125,321,157
66,520,134,303,148
67,547,141,291,143
68,474,122,256,125
69,501,129,219,107
70,515,133,197,96
71,526,136,179,88
72,452,117,244,119
73,475,123,200,98
74,487,126,175,86
75,496,128,155,76
76,425,110,241,118
77,442,114,197,96
78,452,117,174,85
79,462,119,157,77
80,393,101,247,121
81,393,101,212,104
82,394,102,192,94
83,396,102,173,85
84,414,97,366,177
85,460,108,354,172
86,507,119,331,160
87,542,127,316,153
88,568,133,304,147
89,495,116,265,128
90,521,122,229,111
91,534,125,208,101
92,544,127,189,91
93,472,110,253,122
94,492,115,210,102
95,503,118,185,89
96,512,120,165,80
97,445,104,250,121
98,459,107,207,100
99,468,110,184,89
100,477,112,166,80
101,415,97,255,123
102,413,97,221,107
103,411,96,200,97
104,411,96,181,87
105,442,97,371,176
106,486,107,362,172
107,528,116,343,163
108,563,124,329,156
109,589,130,318,151
110,525,116,284,135
111,550,121,251,119
112,562,124,230,109
113,571,126,212,100
114,504,111,272,129
115,527,116,233,110
116,539,119,210,100
117,548,121,190,90
118,481,106,267,127
119,498,110,229,109
120,508,112,209,99
121,517,114,192,91
122,453,100,270,128
123,454,100,239,113
124,454,100,220,104
125,455,100,202,96
126,450,95,360,169
127,493,104,354,166
128,534,113,338,158
129,566,119,325,152
130,590,124,315,147
131,529,111,281,131
132,553,117,250,117
133,565,119,230,107
134,575,121,213,99
135,509,107,269,126
136,532,112,234,109
137,544,115,211,99
138,552,116,193,90
139,486,102,265,124
140,503,106,229,107
141,513,108,208,97
142,521,110,192,90
143,461,97,266,124
144,462,97,238,111
145,463,98,219,102
146,465,98,202,94
147,456,93,354,164
148,496,101,350,162
149,537,109,335,155
150,568,116,324,150
151,592,121,316,146
152,533,109,280,129
153,557,114,251,116
154,570,116,233,108
155,580,118,216,100
156,514,105,268,124
157,536,109,233,108
158,549,112,211,97
159,558,114,194,89
160,493,100,262,121
161,510,104,228,105
162,520,106,209,96
163,528,108,194,89
164,468,95,264,122
165,469,95,236,109
166,470,96,217,100
167,472,96,200,92
168,458,92,352,174
169,498,100,349,173
170,538,108,335,166
171,569,114,324,160
172,593,119,317,157
173,533,107,281,139
174,557,112,252,124
175,570,114,234,116
176,581,117,218,108
177,515,103,269,133
178,537,108,236,117
