,cx,cxROI,cy,cyROI
0,467,160,477,243
1,521,178,461,234
2,574,196,438,223
3,612,209,422,215
4,641,219,407,207
5,562,192,320,163
6,563,193,251,127
7,559,191,203,103
8,554,190,162,82
9,515,176,312,159
10,510,174,320,163
11,514,176,385,196
12,524,179,403,205
13,472,161,319,162
14,467,160,339,172
15,479,164,395,201
16,491,168,409,208
17,431,147,333,169
18,429,147,354,180
19,443,151,398,202
20,457,156,412,210
21,467,158,467,247
22,523,177,455,241
23,576,195,432,229
24,627,213,423,224
25,667,226,425,225
26,560,190,318,168
27,554,188,245,129
28,549,186,196,103
29,541,183,156,82
30,518,176,311,165
31,504,171,317,168
32,510,173,380,201
33,524,178,395,209
34,478,162,316,167
35,463,157,339,179
36,477,162,392,207
37,494,167,402,213
38,440,149,328,174
39,430,146,352,186
40,445,151,395,209
41,460,156,407,215
42,466,156,472,219
43,523,175,458,213
44,579,194,435,202
45,630,211,429,199
46,665,222,431,200
47,555,186,327,152
48,555,186,252,117
49,551,184,205,95
50,544,182,167,77
51,514,172,325,151
52,507,169,320,148
53,507,169,383,178
54,515,172,402,187
55,475,159,332,154
56,468,156,333,154
57,477,159,389,180
58,488,163,408,189
59,438,146,344,160
60,433,145,347,161
61,446,149,391,181
62,459,153,410,190
63,462,153,480,228
64,519,172,468,222
65,583,194,441,210
66,634,211,431,205
67,668,222,427,203
68,551,183,338,161
69,550,183,264,125
70,547,182,218,103
71,541,180,178,84
72,507,168,334,159
73,498,165,337,160
74,500,166,398,189
75,508,169,417,198
76,466,155,340,161
77,458,152,354,168
78,470,156,408,194
79,482,160,423,201
80,430,143,352,167
81,425,141,368,175
82,438,145,412,196
83,451,150,428,203
84,461,152,479,226
85,518,171,468,221
86,580,192,440,208
87,633,209,431,204
88,669,221,429,203
89,549,181,340,161
90,550,182,267,126
91,547,181,220,104
92,541,179,179,84
93,508,168,331,156
94,498,164,344,162
95,500,165,403,190
96,506,167,420,198
97,468,155,336,159
98,459,152,361,170
99,470,155,410,194
100,482,159,422,199
101,430,142,346,163
102,426,141,370,175
103,438,145,412,195
104,450,149,425,201
105,455,150,481,227
106,511,168,471,222
107,573,188,446,210
108,625,206,442,208
109,662,218,443,209
110,546,180,344,162
111,547,180,271,127
112,543,179,223,105
113,537,177,183,86
114,504,166,337,159
115,493,162,344,162
116,493,162,403,190
117,501,165,421,198
118,464,152,342,161
119,452,149,359,169
120,462,152,411,194
121,475,156,426,201
122,426,140,352,166
123,418,137,368,173
124,430,141,413,195
125,443,146,431,203
126,446,144,479,224
127,501,162,469,220
128,562,182,447,209
129,609,197,453,212
130,641,207,460,215
131,535,173,344,161
132,535,173,273,128
133,531,172,226,106
134,524,169,188,88
135,494,160,339,159
136,485,157,342,160
137,485,157,400,187
138,492,159,422,198
139,454,147,345,161
140,444,143,360,169
141,453,146,411,192
142,464,150,427,200
143,416,134,357,167
144,409,132,373,175
145,420,136,416,195
146,432,140,432,202
147,434,142,480,250
148,484,159,466,243
149,536,176,444,231
150,588,193,447,233
151,628,206,451,235
152,524,172,339,177
153,522,171,269,140
154,517,170,222,115
155,510,167,183,95
156,486,159,333,173
157,473,155,336,175
158,475,156,397,207
159,488,160,410,214
160,446,146,337,175
161,434,142,354,184
162,444,146,406,212
163,460,151,414,216
164,408,134,347,181
165,398,130,368,192
166,412,135,410,214
167,427,140,422,220
168,441,144,468,250
169,495,161,456,243
170,551,179,435,232
171,604,197,433,231
172,646,210,434,232
173,525,171,327,174
174,523,170,257,137
175,516,168,211,112
176,509,166,174,93
177,484,158,322,172
178,472,154,331,176
179,475,155,389,208
180,485,158,408,218
181,445,145,330,176
182,432,141,349,186
183,445,145,399,213
184,460,150,414,221
185,408,133,343,183
186,399,130,359,191
187,414,135,401,214
188,429,140,418,223
189,447,148,478,254
190,499,165,462,245
191,555,184,440,234
192,608,201,439,233
193,647,214,440,234
194,530,175,330,175
195,528,175,263,139
196,523,173,216,114
197,517,171,177,94
198,489,162,324,172
199,476,158,342,181
200,480,159,399,212
201,491,163,411,218
202,448,148,333,177
203,437,145,361,192
204,451,149,409,217
205,466,154,414,220
206,412,136,346,184
207,404,134,373,198
208,420,139,412,219
209,435,144,421,223
210,443,146,478,248
211,494,162,467,242
212,547,180,447,232
213,595,196,454,235
214,626,206,466,242
215,530,174,338,175
216,528,174,267,138
217,523,172,218,113
218,518,170,180,93
219,488,160,331,171
220,472,155,344,178
221,474,156,403,209
222,488,160,418,217
223,448,147,337,175
224,432,142,361,187
225,445,146,410,212
226,462,152,420,218
227,410,135,348,180
228,399,131,371,192
229,414,136,413,214
230,431,142,425,220
231,439,144,481,242
232,489,161,469,236
233,538,177,454,228
234,580,191,462,232
235,609,200,480,242
236,531,175,341,171
237,530,174,272,137
238,526,173,223,112
239,522,172,183,92
240,489,161,332,167
241,471,155,350,176
242,472,155,409,206
243,487,160,419,211
244,449,148,336,169
245,431,142,367,185
246,443,146,415,209
247,461,151,420,211
248,412,135,345,173
249,398,131,376,189
250,414,136,417,210
251,432,142,428,215
252,435,140,475,228
253,481,154,469,226
254,525,168,458,220
255,560,180,474,228
256,580,186,495,238
257,526,169,344,165
258,529,170,275,132
259,526,169,224,107
260,522,168,187,90
261,484,155,331,159
262,458,147,347,167
263,458,147,404,194
264,475,152,425,204
265,443,142,333,160
266,417,134,366,176
267,427,137,413,199
268,448,144,427,205
269,405,130,340,163
270,385,123,371,178
271,398,128,414,199
272,419,134,429,206
273,427,136,475,230
274,473,151,472,229
275,518,165,463,225
276,555,177,475,230
277,581,186,491,238
278,524,167,348,169
279,526,168,279,135
280,523,167,229,111
281,519,166,189,91
282,486,155,334,162
283,452,144,348,169
284,451,144,405,196
285,470,150,421,204
286,445,142,334,162
287,413,132,362,175
288,423,135,410,199
289,445,142,421,204
290,408,130,338,164
291,385,123,367,178
292,395,126,411,199
293,417,133,426,207
294,425,135,474,227
295,470,149,470,225
296,512,162,458,219
297,548,174,470,225
298,570,181,481,230
299,512,162,342,163
300,514,163,278,133
301,512,162,231,110
302,508,161,191,91
303,473,150,329,157
304,438,139,352,168
305,442,140,409,195
306,464,147,418,200
307,433,137,330,158
308,398,126,370,177
309,411,130,417,199
310,435,138,419,200
311,397,126,336,161
312,371,117,373,178
313,386,122,416,199
314,410,130,425,203
315,418,133,469,222
316,463,147,465,220
317,504,161,456,216
318,538,171,470,223
319,561,179,488,231
320,507,162,340,161
321,505,161,274,130
322,500,159,225,106
323,495,158,184,87
324,469,149,324,153
325,431,137,353,167
326,435,138,409,194
327,458,146,419,199
328,429,137,326,154
329,392,125,372,176
330,408,130,416,197
331,433,138,419,199
332,393,125,332,157
333,367,117,377,179
334,385,123,418,198
335,412,131,428,203
336,421,134,464,217
337,465,148,459,214
338,504,161,452,211
339,536,171,468,219
340,556,177,488,228
341,509,162,335,156
342,505,161,270,126
343,499,159,221,103
344,493,157,179,83
345,470,150,322,150
346,430,137,346,161
347,435,138,403,188
348,457,146,416,194
349,430,137,324,151
350,391,124,365,170
351,407,130,411,192
352,433,138,417,195
353,394,125,332,155
354,366,116,371,173
355,384,122,414,193
356,411,131,425,198
357,419,133,459,214
358,462,147,454,211
359,500,159,447,208
360,533,169,462,215
361,551,175,487,227
362,505,160,327,152
363,501,159,263,122
364,496,158,215,100
365,490,156,175,81
366,465,148,316,147
367,428,136,340,158
368,433,138,398,185
369,455,145,407,189
370,425,135,320,149
371,389,123,360,168
372,405,129,406,189
373,430,137,409,190
374,390,124,329,153
375,363,115,368,171
376,382,121,409,190
377,407,129,419,195
378,416,132,455,221
379,462,146,453,220
380,506,160,445,216
381,544,172,457,222
382,574,182,473,229
383,505,160,326,158
384,499,158,261,126
385,492,156,214,104
386,486,154,172,83
387,466,148,314,152
388,429,136,341,165
389,436,138,397,192
390,459,145,404,196
391,425,135,317,154
392,390,124,362,175
393,407,129,406,197
394,432,137,407,197
395,390,124,326,158
396,363,115,368,178
397,383,121,409,198
398,408,129,417,202
399,422,135,459,222
400,467,149,455,220
401,509,163,444,215
402,549,176,456,221
403,581,186,473,229
404,505,162,327,158
405,500,160,263,127
406,494,158,214,103
407,488,156,172,83
408,465,149,316,153
409,428,137,337,163
410,434,139,395,191
411,457,146,405,196
412,424,136,320,155
413,390,125,358,173
414,406,130,403,195
415,430,138,405,196
416,389,124,330,159
417,364,116,366,177
418,382,122,406,196
419,406,130,414,200
420,425,135,460,224
421,464,147,458,223
422,502,159,452,220
423,534,169,467,227
424,554,176,485,236
425,503,159,330,160
426,500,158,265,129
427,495,157,217,105
428,490,155,177,86
429,461,146,319,155
430,428,136,342,166
431,434,137,401,195
432,456,144,411,200
433,420,133,324,157
434,388,123,362,176
435,404,128,409,199
436,428,136,411,200
437,385,122,334,162
438,362,115,371,180
439,380,120,412,200
440,405,128,421,205
441,420,134,462,226
442,461,147,457,224
443,499,159,450,220
444,530,169,468,229
445,551,176,490,240
446,501,160,330,161
447,498,159,266,130
448,492,157,216,105
449,484,155,176,86
450,460,147,317,155
451,424,135,346,169
452,432,138,402,197
453,455,145,411,201
454,419,134,321,157
455,386,123,367,179
456,404,129,412,201
457,429,137,414,202
458,383,122,331,162
459,360,115,376,184
460,381,122,417,204
461,408,130,425,208
462,416,132,462,215
463,458,146,457,213
464,496,158,451,210
465,530,169,463,216
466,553,176,479,223
467,503,160,328,153
468,499,159,265,123
469,492,157,217,101
470,484,154,177,82
471,463,147,314,146
472,423,135,346,161
473,431,137,404,188
474,454,145,411,191
475,422,134,318,148
476,386,123,367,171
477,404,129,412,192
478,428,136,411,191
479,386,123,328,153
480,360,115,375,175
481,382,122,416,194
482,409,130,422,196
483,420,133,465,218
484,463,147,458,215
485,502,159,449,210
486,536,170,463,217
487,560,178,482,226
488,505,160,331,155
489,500,158,268,125
490,493,156,221,103
491,486,154,182,85
492,464,147,321,150
493,427,135,343,161
494,434,137,401,188
495,458,145,410,192
496,424,134,326,153
497,389,123,361,169
498,406,129,408,191
499,431,137,410,192
500,389,123,336,157
501,363,115,371,174
502,384,122,412,193
503,411,130,421,197
504,418,133,465,222
505,463,147,459,219
506,504,161,449,215
507,541,172,462,221
508,568,181,482,230
509,503,160,332,159
510,498,159,268,128
511,492,157,220,105
512,485,154,180,86
513,463,147,320,153
514,426,136,345,165
515,432,138,402,192
516,455,145,413,197
517,423,135,323,154
518,388,123,367,175
519,404,129,412,197
520,429,137,417,199
521,387,123,332,159
522,361,115,374,179
523,379,121,415,198
524,404,129,425,203
525,418,133,466,221
526,462,147,461,219
527,501,160,452,215
528,539,172,463,220
529,569,181,482,229
530,503,160,333,158
531,498,159,268,127
532,492,157,221,105
533,486,155,181,86
534,465,148,322,153
535,427,136,342,162
536,432,138,400,190
537,453,144,409,194
538,425,135,326,155
539,390,124,361,171
540,404,129,407,193
541,428,136,410,195
542,390,124,335,159
543,363,115,369,175
544,380,121,410,195
545,405,129,420,200
546,417,135,468,224
547,462,149,461,220
548,502,162,450,215
549,540,175,463,221
550,568,184,482,230
551,505,163,330,158
552,499,161,266,127
553,493,159,219,104
554,487,157,177,84
555,465,150,319,152
556,428,138,346,165
557,435,141,407,195
558,458,148,412,197
559,424,137,324,155
560,389,126,367,175
561,407,131,416,199
562,432,140,414,198
563,389,126,333,159
564,363,117,376,180
565,384,124,419,200
566,409,132,425,203
567,417,134,467,223
568,462,148,461,220
569,505,162,453,217
570,540,173,469,224
571,561,180,488,233
572,505,162,333,159
573,500,160,267,127
574,494,159,218,104
575,488,157,179,85
576,466,149,322,154
577,429,138,347,166
578,434,139,406,194
579,457,147,415,198
580,426,137,326,156
581,389,125,366,175
582,406,130,414,198
583,431,138,418,200
584,390,125,333,159
585,362,116,373,178
586,381,122,416,199
587,406,130,427,204
588,420,135,469,222
589,465,149,463,219
590,506,162,454,215
591,539,173,469,222
592,561,180,487,230
593,503,161,334,158
594,497,159,270,127
595,492,158,223,105
596,487,156,181,85
597,463,149,322,152
598,428,137,355,168
599,437,140,413,195
600,460,148,418,197
601,422,135,326,154
602,389,125,375,177
603,408,131,421,199
604,433,139,418,197
605,386,124,336,159
606,362,116,382,180
607,384,123,423,200
608,409,131,429,203
609,417,135,474,225
610,460,149,469,223
611,500,162,461,219
612,538,174,474,225
613,565,183,488,232
614,501,162,339,161
615,498,161,275,131
616,493,159,226,107
617,487,157,183,87
618,462,149,326,155
619,427,138,355,169
620,435,141,414,197
621,459,148,419,199
622,422,136,330,157
623,388,125,375,178
624,406,131,421,200
625,430,139,419,199
626,386,125,338,161
627,360,116,384,182
628,381,123,426,202
629,407,131,431,205
630,421,135,471,223
631,466,149,466,221
632,506,162,457,217
633,541,173,470,223
634,569,182,487,231
635,504,161,340,161
636,499,160,273,129
637,492,157,224,106
638,486,156,184,87
639,463,148,327,155
640,427,137,353,167
641,432,138,412,195
642,454,145,424,201
643,422,135,331,157
644,388,124,371,176
645,404,129,419,199
646,428,137,425,201
647,387,124,340,161
648,360,115,381,180
649,379,121,424,201
650,405,130,434,206
651,417,134,470,222
652,461,148,466,220
653,501,161,459,217
654,536,172,472,223
655,560,180,488,231
656,504,162,337,159
657,499,160,273,129
658,493,158,224,106
659,485,156,182,86
660,463,149,324,153
661,428,137,356,168
662,435,140,412,195
663,457,147,419,198
664,422,135,328,155
665,389,125,377,178
666,406,130,420,198
667,430,138,420,198
668,385,123,338,160
669,364,117,385,182
670,384,123,425,201
671,409,131,430,203
672,416,133,472,224
673,460,148,467,222
674,500,160,458,218
675,537,172,470,223
676,566,182,484,230
677,503,161,338,161
678,499,160,274,130
679,494,159,226,107
680,487,156,184,87
681,463,149,325,154
682,427,137,357,170
683,434,139,415,197
684,458,147,421,200
685,422,135,329,156
686,388,124,381,181
687,405,130,425,202
688,430,138,422,201
689,386,124,338,161
690,362,116,386,183
691,383,123,426,202
692,409,131,431,205
693,421,121,474,227
694,465,134,469,224
695,507,146,461,220
696,544,156,474,227
697,572,164,489,234
698,502,144,340,162
699,498,143,278,133
700,493,142,229,109
701,488,140,187,89
702,462,133,327,156
703,425,122,357,171
704,432,124,416,199
705,455,131,424,203
706,421,121,331,158
707,387,111,377,180
708,403,116,423,202
709,427,123,422,202
710,386,111,340,162
711,360,103,385,184
712,381,109,426,204
713,407,117,433,207
714,420,121,476,222
715,462,133,469,218
716,501,145,463,216
717,534,154,479,223
718,558,161,497,231
719,500,144,339,158
720,496,143,278,129
721,491,142,229,106
722,484,140,187,87
723,458,132,328,153
724,426,123,361,168
725,436,126,418,195
726,460,133,421,196
727,417,120,332,154
728,387,112,383,178
729,406,117,427,199
730,430,124,421,196
731,381,110,343,160
732,360,104,391,182
733,381,110,429,200
734,405,117,432,201
735,415,119,475,228
736,460,132,471,226
737,503,145,463,222
738,539,155,477,229
739,567,163,494,237
740,501,144,342,164
741,498,143,280,134
742,490,141,230,110
743,482,138,189,90
744,462,133,326,156
745,423,121,362,173
746,430,123,419,201
747,453,130,428,205
748,422,121,328,157
749,386,111,380,182
750,401,115,424,203
751,424,122,426,204
752,386,111,337,161
753,358,103,387,185
754,376,108,428,205
755,400,115,435,209
756,418,133,474,222
757,461,146,470,220
758,499,159,462,216
759,534,170,478,224
760,559,178,498,233
761,500,159,341,160
762,495,157,278,130
763,489,155,231,108
764,483,153,190,89
765,459,146,329,154
766,421,134,358,168
767,429,136,418,196
768,454,144,424,199
769,418,133,333,156
770,382,121,380,178
771,400,127,427,200
772,425,135,425,199
773,384,122,343,161
774,357,113,389,182
775,378,120,430,201
776,405,129,436,204
777,416,133,473,227
778,462,148,469,226
779,504,161,461,222
780,541,173,473,227
781,571,183,487,234
782,501,160,339,163
783,498,159,276,133
784,491,157,228,109
785,484,155,186,89
786,461,148,326,157
787,422,135,359,173
788,430,138,417,200
789,454,145,424,204
790,419,134,331,159
791,384,123,381,183
792,402,129,426,205
793,427,137,425,204
794,384,123,341,164
795,358,114,390,187
796,380,122,430,207
797,406,130,436,210
798,416,133,472,224
799,461,148,467,221
800,501,160,463,219
801,536,172,478,227
802,560,179,494,234
803,501,160,339,161
804,497,159,276,131
805,492,157,227,107
806,485,155,185,87
807,460,147,326,154
808,423,135,357,169
809,432,138,416,197
810,456,146,422,200
811,419,134,330,156
812,384,123,381,180
813,403,129,426,202
814,429,137,423,200
815,383,122,341,161
816,359,115,389,184
817,382,122,430,204
818,408,131,436,207
819,415,133,473,225
820,460,148,470,223
821,502,161,464,221
822,536,172,479,228
823,563,181,495,235
824,501,161,341,162
825,498,160,277,131
826,492,158,227,108
827,485,156,184,87
828,460,148,326,155
829,423,136,360,171
830,430,138,418,199
831,454,146,424,201
832,419,135,328,156
833,384,123,379,180
834,401,129,424,201
835,426,137,421,200
836,383,123,338,161
837,356,114,387,184
838,378,121,428,203
839,403,130,433,206
840,416,134,473,230
841,464,150,470,229
842,507,163,462,225
843,545,176,474,231
844,575,185,491,239
845,507,163,340,165
846,506,163,274,133
847,500,161,224,109
848,494,159,183,89
849,466,150,325,158
850,428,138,356,173
851,434,140,415,202
852,458,148,426,207
853,423,136,329,160
854,389,125,379,184
855,406,131,425,207
856,431,139,427,208
857,386,124,341,166
858,362,117,388,189
859,384,124,430,209
860,411,132,439,214
861,422,119,473,230
862,469,132,469,228
863,515,145,460,224
864,551,155,474,231
865,579,163,496,241
866,524,148,342,166
867,529,149,282,137
868,528,149,235,114
869,524,148,196,95
870,479,135,322,156
871,455,128,356,173
872,454,128,412,200
873,469,132,425,207
874,434,122,322,156
875,411,116,377,183
876,421,119,421,205
877,439,124,426,207
878,393,111,331,161
879,377,106,383,186
880,391,110,424,206
881,412,116,431,210
882,423,110,470,236
883,475,123,464,233
884,527,137,455,228
885,563,146,460,231
886,583,151,475,238
887,537,139,342,171
888,539,140,297,149
889,533,138,261,131
890,527,137,228,114
891,486,126,321,161
892,472,122,345,173
893,469,122,411,206
894,481,125,426,214
895,437,113,321,161
896,424,110,365,183
897,432,112,421,211
898,446,116,433,217
899,391,101,332,166
900,381,99,377,189
901,395,102,423,212
902,413,107,434,218
903,437,116,467,226
904,488,129,465,225
905,537,142,456,221
906,564,149,460,222
907,563,149,477,231
908,540,143,328,158
909,534,141,289,140
910,531,141,266,128
911,524,139,251,121
912,477,126,303,146
913,470,124,380,184
914,475,126,437,211
915,484,128,431,208
916,420,111,314,152
917,423,112,416,201
918,440,116,446,216
919,451,119,422,204
920,372,98,340,164
921,381,101,423,205
922,403,107,456,221
923,419,111,449,217
924,423,108,472,232
925,476,121,470,231
926,532,135,462,227
927,555,141,466,229
928,535,136,480,236
929,532,135,334,164
930,523,133,283,139
931,516,131,269,132
932,506,129,263,129
933,466,119,311,152
934,455,116,376,184
935,465,118,440,216
936,475,121,434,213
937,407,103,320,157
938,406,103,419,206
939,428,109,454,223
940,442,112,431,211
941,358,91,340,167
942,363,92,426,209
943,385,98,459,225
944,402,102,445,218
945,420,108,475,232
946,471,121,476,232
947,528,136,469,229
948,550,141,476,232
949,525,135,488,238
950,523,134,333,162
951,506,130,269,131
952,502,129,284,138
953,498,128,311,152
954,456,117,314,153
955,445,114,386,188
956,456,117,451,220
957,467,120,437,213
958,397,102,326,159
959,396,102,432,211
960,421,108,464,226
961,436,112,434,212
962,348,89,347,169
963,351,90,435,212
964,378,97,468,228
965,397,102,452,220
