,cx,cxROI,cy,cyROI
0,400,101,413,201
1,443,112,413,201
2,492,124,399,194
3,529,134,407,198
4,557,141,423,206
5,487,123,307,149
6,505,128,250,121
7,513,130,212,103
8,517,131,179,87
9,452,114,300,146
10,446,113,287,139
11,438,111,335,163
12,437,110,358,174
13,417,105,302,147
14,411,104,297,144
15,410,104,342,166
16,413,104,361,175
17,384,97,308,150
18,381,96,303,147
19,383,97,340,165
20,388,98,357,174
21,398,102,417,203
22,443,114,411,200
23,491,126,396,193
24,527,136,408,198
25,554,143,424,206
26,486,125,307,149
27,504,130,249,121
28,513,132,210,102
29,518,133,177,86
30,447,115,300,146
31,445,115,282,137
32,437,113,329,160
33,433,111,360,175
34,411,106,303,147
35,406,104,293,142
36,407,105,340,165
37,408,105,365,177
38,378,97,312,152
39,375,96,304,148
40,379,98,340,165
41,383,99,360,175
42,393,104,432,208
43,438,116,424,204
44,481,127,406,196
45,519,137,407,196
46,551,145,420,203
47,476,126,313,151
48,495,131,257,124
49,503,133,217,104
50,508,134,184,88
51,437,115,307,148
52,437,115,265,128
53,429,113,305,147
54,424,112,341,164
55,400,105,314,151
56,395,104,283,136
57,391,103,326,157
58,391,103,359,173
59,367,97,328,158
60,359,95,304,146
61,362,95,334,161
62,366,96,359,173
63,393,106,440,209
64,436,117,427,203
65,476,128,404,192
66,514,138,400,190
67,551,148,404,192
68,467,126,311,148
69,486,131,257,122
70,494,133,218,103
71,500,135,189,90
72,430,116,304,144
73,435,117,247,117
74,435,117,235,111
75,432,116,242,115
76,392,105,312,148
77,386,104,260,123
78,390,105,257,122
79,395,106,272,129
80,356,96,332,158
81,340,91,294,140
82,343,92,295,140
83,351,94,310,147
84,393,105,432,205
85,437,117,420,200
86,477,127,400,190
87,514,137,391,186
88,549,147,392,186
89,461,123,304,144
90,480,128,250,119
91,488,130,213,101
92,495,132,186,88
93,425,113,296,141
94,431,115,234,111
95,431,115,226,107
96,428,114,244,116
97,390,104,304,144
98,383,102,250,119
99,387,103,252,120
100,391,104,275,131
101,356,95,323,153
102,337,90,285,135
103,340,91,287,136
