,cx,cxROI,cy,cyROI
0,376,81,376,115
1,401,86,349,107
2,418,90,303,93
3,411,88,271,83
4,384,82,266,82
5,369,79,249,76
6,355,76,224,69
7,345,74,210,64
8,333,71,200,61
9,336,72,258,79
10,341,73,257,79
11,366,78,293,90
12,372,80,304,93
13,312,67,279,86
14,326,70,292,90
15,352,75,320,98
16,357,76,326,100
17,293,63,306,94
18,312,67,322,99
19,335,72,340,104
20,340,73,342,105
21,377,81,375,115
22,403,86,346,106
23,422,90,300,92
24,415,89,269,82
25,390,84,263,81
26,373,80,251,77
27,359,77,223,68
28,348,75,206,63
29,335,72,193,59
30,341,73,262,80
31,340,73,255,78
32,365,78,291,89
33,375,80,307,94
34,316,68,282,86
35,324,69,291,89
36,351,75,319,98
37,359,77,328,101
38,297,64,308,94
39,311,67,320,98
40,334,72,338,104
41,341,73,342,105
42,378,82,373,115
43,406,88,346,106
44,423,92,298,91
45,417,90,267,82
46,393,85,260,80
47,378,82,253,78
48,363,79,218,67
49,351,76,196,60
50,338,73,177,54
51,348,75,262,80
52,345,75,253,78
53,368,80,288,88
54,377,82,305,94
55,324,70,281,86
56,328,71,283,87
57,352,76,312,96
58,360,78,322,99
59,302,65,304,93
60,314,68,311,95
61,336,73,331,102
62,342,74,336,103
63,383,86,369,113
64,411,92,342,105
65,429,96,295,90
66,421,95,266,82
67,398,89,260,80
68,378,85,248,76
69,356,80,204,62
70,341,76,176,54
71,324,73,152,46
72,349,78,262,80
73,347,78,252,77
74,372,83,290,89
75,378,85,303,93
76,328,74,283,87
77,332,74,284,87
78,359,81,313,96
79,364,82,321,98
80,308,69,309,95
81,319,72,311,95
82,342,77,331,102
83,347,78,337,103
84,385,87,369,113
85,409,93,341,105
86,425,96,301,92
87,422,96,272,83
88,400,91,261,80
89,380,86,248,76
90,358,81,201,61
91,343,78,171,52
92,326,74,149,45
93,351,80,263,81
94,346,78,250,77
95,373,85,290,89
96,382,87,304,93
97,328,74,284,87
98,332,75,285,87
99,361,82,316,97
100,369,84,326,100
101,307,70,309,95
102,318,72,313,96
103,343,78,333,102
104,350,79,340,104
105,381,88,371,114
106,410,95,342,105
107,428,99,298,91
108,425,98,270,83
109,407,94,258,79
110,380,88,246,75
111,356,82,197,60
112,339,78,168,51
113,320,74,145,44
114,352,81,261,80
115,347,80,251,77
116,372,86,290,89
117,381,88,302,93
118,328,76,282,86
119,332,77,286,88
120,360,83,316,97
