,cx,cxROI,cy,cyROI
0,422,122,378,190
1,464,134,368,185
2,498,144,336,169
3,530,154,316,159
4,563,163,314,158
5,468,136,254,128
6,476,138,198,99
7,479,139,161,81
8,478,138,130,65
9,434,126,250,126
10,433,125,196,98
11,427,124,164,82
12,418,121,142,71
13,402,116,259,130
14,396,115,208,104
15,388,112,179,90
16,378,109,158,79
17,372,108,279,140
18,353,102,243,122
19,338,98,223,112
20,324,94,205,103
21,432,120,365,177
22,474,132,356,173
23,504,140,329,159
24,531,148,316,153
25,560,156,321,156
26,493,137,235,114
27,503,140,174,84
28,503,140,132,64
29,502,140,97,47
30,459,128,234,113
31,454,126,185,89
32,447,124,201,97
33,444,123,224,108
34,427,119,246,119
35,416,116,208,101
36,411,114,220,106
37,410,114,236,114
38,400,111,268,130
39,382,106,236,114
40,373,104,231,112
41,369,102,230,111
42,422,118,363,170
43,474,132,354,166
44,506,141,327,153
45,538,150,317,148
46,564,157,332,155
47,496,138,231,108
48,507,141,170,79
49,510,142,129,60
50,510,142,97,45
51,459,128,218,102
52,458,128,194,91
53,459,128,218,102
54,458,128,241,113
55,422,118,223,104
56,425,118,211,99
57,425,118,231,108
58,424,118,251,117
59,389,108,235,110
60,391,109,228,107
61,395,110,246,115
62,398,111,262,122
63,425,119,369,171
64,478,134,357,166
65,508,142,331,154
66,538,151,318,147
67,563,158,324,150
68,495,139,235,109
69,501,140,173,80
70,501,140,133,61
71,499,140,103,47
72,457,128,223,103
73,462,129,208,96
74,466,131,232,107
75,467,131,255,118
76,422,118,232,107
77,430,120,228,106
78,434,122,249,115
79,435,122,269,125
80,392,110,246,114
81,401,112,249,115
82,407,114,267,124
83,411,115,282,131
84,427,119,368,182
85,477,133,356,177
86,508,142,330,164
87,537,150,317,157
88,563,157,323,160
89,494,138,234,116
90,501,140,173,86
91,501,140,134,66
92,500,139,103,51
93,458,128,224,111
94,462,129,210,104
95,465,130,235,116
96,467,130,258,128
97,424,118,232,115
98,430,120,228,113
99,434,121,250,124
100,435,121,270,134
101,395,110,246,122
102,401,112,248,123
103,408,114,267,132
104,412,115,283,140
105,424,118,377,187
106,470,131,366,181
107,503,141,333,165
108,533,149,317,157
109,560,157,327,162
110,490,137,244,121
111,495,138,182,90
112,494,138,142,70
113,489,137,108,53
114,456,127,245,121
115,447,125,212,105
116,453,127,255,126
117,459,128,286,142
118,423,118,256,127
119,415,116,236,117
120,426,119,276,137
121,433,121,302,150
122,394,110,273,135
123,388,108,260,129
124,400,112,290,144
125,410,114,310,154
126,425,128,375,185
127,468,141,365,180
128,502,151,337,167
129,534,161,326,161
130,560,169,339,168
131,491,148,246,121
132,497,150,183,90
133,497,150,144,71
134,493,149,112,55
135,457,138,244,120
136,453,136,224,111
137,460,139,265,131
138,466,140,289,143
139,424,128,254,125
140,421,127,243,120
141,431,130,282,139
142,439,132,302,149
143,395,119,269,133
144,395,119,265,131
145,406,122,295,146
146,417,126,310,153
147,413,112,371,173
148,459,124,362,169
149,494,134,338,158
150,528,143,333,155
151,552,150,351,164
152,485,131,244,114
153,495,134,185,86
154,495,134,147,68
155,492,133,116,54
156,449,122,236,110
157,450,122,228,106
158,455,123,256,119
159,457,124,276,129
160,417,113,244,114
161,419,113,245,114
162,425,115,270,126
163,428,116,288,134
164,389,105,259,121
165,394,107,264,123
166,401,109,286,133
167,407,110,302,141
168,410,110,367,182
169,453,121,360,179
170,489,131,339,168
171,520,139,336,167
172,546,146,353,175
173,483,129,244,121
174,491,131,185,91
175,491,131,147,73
176,488,131,115,57
177,448,120,236,117
178,439,117,229,113
179,445,119,262,130
180,451,121,283,140
181,416,111,245,121
182,408,109,249,123
183,417,112,278,138
184,424,113,295,146
185,388,104,259,128
186,385,103,268,133
187,394,105,294,146
188,403,108,309,153
189,408,109,368,181
190,447,119,360,178
191,483,129,337,166
192,515,138,332,164
193,542,145,345,170
194,479,128,249,123
195,486,130,188,92
196,486,130,149,73
197,482,129,116,57
198,447,119,247,122
199,433,116,223,110
200,434,116,268,132
201,443,118,290,143
202,416,111,253,125
203,401,107,240,118
204,407,109,281,138
205,418,112,300,148
206,388,103,265,131
207,376,100,258,127
208,384,102,290,143
209,396,106,307,151
210,407,108,366,180
211,447,119,360,178
212,482,128,336,166
213,514,136,331,163
214,541,144,347,171
215,478,127,249,123
216,485,129,188,92
217,485,129,149,73
218,482,128,116,57
219,445,118,248,122
220,433,115,225,111
221,435,115,268,132
222,441,117,292,144
223,414,110,255,126
224,402,107,241,119
225,408,108,281,138
226,418,111,301,148
227,386,102,267,132
228,377,100,257,127
229,385,102,290,143
230,396,105,307,151
231,407,108,370,183
232,449,119,361,178
233,484,128,336,166
234,516,137,330,163
235,542,144,345,171
236,474,126,252,124
237,478,127,192,95
238,477,127,153,75
239,473,126,121,59
240,441,117,253,125
241,430,114,227,112
242,431,114,270,133
243,435,115,296,146
244,409,108,261,129
245,399,106,244,120
246,406,108,284,140
247,413,110,306,151
248,381,101,274,135
249,375,99,260,128
250,383,102,290,143
251,392,104,308,152
252,394,104,371,183
253,435,115,362,179
254,473,126,336,166
255,505,134,333,165
256,529,140,344,170
257,458,122,253,125
258,460,122,193,95
259,458,122,154,76
260,453,120,123,60
261,423,112,255,126
262,413,110,230,114
263,417,111,273,135
264,422,112,300,148
265,391,104,265,131
266,381,101,249,123
267,391,104,288,142
268,399,106,311,154
269,362,96,280,138
270,356,94,268,132
271,366,97,299,148
272,376,100,317,157
273,380,101,372,184
274,421,112,361,178
275,458,122,337,167
276,490,131,333,165
277,515,138,342,169
278,446,119,254,125
279,448,120,192,95
280,446,119,153,75
281,441,118,123,60
282,411,110,256,126
283,400,107,231,114
284,403,107,272,134
285,410,109,297,147
286,379,101,265,131
287,369,98,250,123
288,378,101,288,142
289,387,103,308,152
290,350,93,279,138
291,344,92,267,132
292,353,94,297,147
293,363,97,313,155
294,345,91,369,179
295,382,101,359,175
296,417,110,335,163
297,449,119,330,160
298,474,125,338,164
299,411,109,251,122
300,414,109,191,93
301,411,109,153,74
302,406,107,122,59
303,380,100,252,122
304,374,99,233,113
305,377,100,275,134
306,381,101,297,144
307,350,92,259,126
308,342,90,243,118
309,349,92,281,136
310,356,94,301,146
311,321,85,271,132
312,315,83,259,126
313,324,86,288,140
314,333,88,305,148
315,344,91,370,180
316,382,102,357,174
317,417,111,332,161
318,447,119,327,159
319,473,126,335,163
320,410,109,251,122
