,cx,cxROI,cy,cyROI
0,311,94,432,218
1,353,106,411,207
2,387,117,373,188
3,420,126,347,175
4,453,136,337,170
5,343,103,298,150
6,328,99,236,119
7,316,95,199,100
8,303,91,169,85
9,309,93,308,155
10,302,91,281,142
11,319,96,325,164
12,330,99,352,177
13,278,84,327,165
14,279,84,317,160
15,298,90,357,180
16,308,93,376,190
17,249,75,349,176
18,253,76,340,171
19,271,81,370,187
20,281,84,383,193
21,314,88,435,221
22,355,99,410,208
23,389,109,369,188
24,424,119,345,175
25,459,129,337,171
26,347,97,300,152
27,330,92,238,121
28,317,89,199,101
29,303,85,168,85
30,313,88,311,158
31,306,86,280,142
32,323,90,325,165
33,334,93,353,179
34,283,79,331,168
35,283,79,317,161
36,302,84,359,182
37,312,87,380,193
38,254,71,354,180
39,256,72,340,173
40,275,77,369,188
41,283,79,384,195
42,313,95,435,202
43,356,108,409,190
44,390,119,369,171
45,426,130,345,160
46,461,140,338,157
47,347,105,300,139
48,330,100,237,110
49,316,96,199,92
50,303,92,168,78
51,314,95,312,145
52,305,93,281,130
53,322,98,326,151
54,333,101,355,165
55,284,86,332,154
56,282,86,317,147
57,303,92,359,167
58,313,95,381,177
59,256,78,355,165
60,257,78,340,158
61,276,84,369,171
62,286,87,385,179
63,315,88,435,221
64,355,99,411,209
65,389,109,371,189
66,425,119,347,176
67,460,129,336,171
68,347,97,299,152
69,332,93,237,120
70,320,90,199,101
71,307,86,168,85
72,315,88,310,158
73,307,86,278,141
74,324,91,322,164
75,336,94,351,178
76,285,80,331,168
77,284,79,315,160
78,304,85,357,181
79,315,88,378,192
80,257,72,355,180
81,259,72,340,173
82,277,77,370,188
83,286,80,385,196
84,313,87,434,221
85,355,99,409,208
86,388,108,369,188
87,423,118,346,176
88,458,128,335,170
89,347,97,298,151
90,332,92,237,120
91,320,89,200,101
92,307,85,169,86
93,315,88,309,157
94,308,86,280,142
95,325,90,322,164
96,335,93,348,177
97,285,79,329,167
98,285,79,315,160
99,305,85,356,181
100,314,87,375,191
101,256,71,352,179
102,258,72,339,172
103,277,77,368,187
104,285,79,382,194
105,311,86,433,220
106,353,98,410,208
107,388,107,369,187
108,422,117,345,175
109,455,126,334,169
110,344,95,299,151
111,331,92,238,120
112,318,88,201,102
113,306,85,170,86
114,311,86,310,157
115,304,84,282,143
116,321,89,325,165
117,333,92,352,178
118,281,78,330,167
119,281,78,317,161
120,300,83,358,181
121,311,86,379,192
122,254,70,353,179
123,256,71,341,173
124,275,76,370,188
125,284,78,385,195
126,312,86,434,220
127,354,98,410,207
128,388,107,369,187
129,423,117,344,174
130,455,126,334,169
131,344,95,300,152
132,331,92,240,121
133,319,88,202,102
134,306,85,171,86
135,312,86,311,157
136,303,84,280,141
137,320,89,324,164
138,333,92,351,177
139,282,78,331,167
140,282,78,317,160
141,301,83,358,181
142,311,86,380,192
143,255,70,354,179
144,257,71,342,173
145,275,76,371,188
146,285,79,386,195
147,312,93,432,218
148,353,105,410,207
149,387,116,370,187
150,421,126,344,173
151,454,136,333,168
152,346,103,299,151
153,330,99,239,120
154,318,95,202,102
155,305,91,172,86
156,313,93,310,156
157,305,91,279,141
158,321,96,325,164
159,332,99,354,178
160,282,84,329,166
161,281,84,316,159
162,300,90,358,180
163,309,92,378,191
164,253,75,352,177
165,256,76,340,171
166,275,82,370,187
167,284,85,384,194
168,312,87,434,219
169,353,98,410,207
170,387,107,370,187
171,421,117,345,174
172,454,126,334,168
173,346,96,299,151
174,331,92,238,120
175,319,88,201,101
176,306,85,170,85
177,314,87,309,156
178,304,84,278,140
179,321,89,325,164
180,332,92,353,178
181,284,79,329,166
182,281,78,316,159
183,301,83,359,181
184,310,86,378,191
185,255,71,352,177
186,255,71,340,171
187,274,76,371,187
188,282,78,384,194
189,313,93,430,217
190,354,106,407,205
191,388,116,369,186
192,422,126,346,174
193,455,136,335,169
194,346,103,297,150
195,331,99,236,119
196,319,95,200,101
197,307,92,170,85
198,313,93,309,156
199,307,92,281,142
200,322,96,325,164
201,332,99,353,178
202,283,84,329,166
203,282,84,316,159
204,301,90,358,180
205,310,93,379,191
206,254,76,352,177
207,255,76,341,172
208,274,82,371,187
209,283,84,386,195
210,315,94,432,217
211,355,107,409,205
212,389,117,370,186
213,422,127,346,173
214,455,137,335,168
215,347,104,297,149
216,333,100,237,119
217,321,96,200,100
218,308,92,170,85
219,314,94,308,154
220,308,92,280,140
221,324,97,324,162
222,333,100,348,174
223,284,85,329,165
224,282,85,315,158
225,302,91,356,178
226,310,93,372,187
227,256,77,353,177
228,257,77,341,171
229,277,83,369,185
230,284,85,381,191
231,314,94,431,217
232,355,106,408,206
233,389,117,370,187
234,423,127,345,174
235,456,137,334,168
236,347,104,296,149
237,332,99,236,119
238,320,96,199,100
239,307,92,170,85
240,315,94,308,155
241,308,92,279,141
242,325,97,324,163
243,334,100,348,175
244,285,85,329,166
245,283,85,316,159
246,302,90,357,180
247,310,93,373,188
248,256,77,353,178
249,257,77,341,172
250,277,83,370,187
251,284,85,381,192
252,314,87,434,219
253,356,99,410,207
254,390,108,369,186
255,424,118,345,174
256,456,127,334,168
257,349,97,298,150
258,334,93,238,120
259,322,89,201,101
260,309,86,171,86
261,316,88,309,156
262,308,85,280,141
263,324,90,327,165
264,335,93,355,179
265,286,79,329,166
266,284,79,318,160
267,303,84,361,182
268,313,87,380,192
269,257,71,352,177
270,258,71,342,172
271,278,77,373,188
272,288,80,387,195
273,314,95,435,217
274,354,107,411,205
275,385,116,373,186
276,418,126,348,174
277,452,137,336,168
278,348,105,300,150
279,332,100,239,119
280,319,96,201,100
281,307,93,171,85
282,316,95,312,156
283,305,92,281,140
284,321,97,326,163
285,332,100,355,177
286,286,86,332,166
287,282,85,319,159
288,302,91,361,180
289,313,94,380,190
290,258,78,355,177
291,257,77,344,172
292,277,83,374,187
293,288,87,387,193
294,314,87,433,214
295,355,98,409,202
296,385,106,370,182
297,417,115,347,171
298,448,124,336,166
299,345,95,299,147
300,330,91,238,117
301,317,87,202,99
302,305,84,172,85
303,313,86,310,153
304,304,84,281,138
305,320,88,324,160
306,330,91,352,174
307,283,78,331,163
308,280,77,318,157
309,300,83,359,177
310,311,86,380,187
311,254,70,354,175
312,254,70,343,169
313,273,75,373,184
314,283,78,388,191
315,311,93,433,216
316,353,106,409,204
317,385,116,372,186
318,417,125,347,173
319,449,135,336,168
320,343,103,297,148
321,329,99,237,118
322,316,95,201,100
323,303,91,171,85
324,311,93,309,154
325,302,91,281,140
326,318,95,325,162
327,329,99,349,174
328,282,85,330,165
329,279,84,318,159
330,299,90,359,179
331,308,92,374,187
332,255,76,353,176
333,255,76,342,171
334,274,82,371,185
