,cx,cxROI,cy,cyROI
0,344,87,406,192
1,383,97,407,193
2,426,108,396,188
3,464,118,404,191
4,494,125,412,195
5,413,105,305,144
6,421,107,248,117
7,421,107,204,96
8,418,106,171,81
9,374,95,300,142
10,362,92,279,132
11,357,90,327,155
12,359,91,362,171
13,336,85,304,144
14,322,82,295,140
15,325,82,342,162
16,332,84,371,176
17,305,77,313,148
18,290,73,305,144
19,296,75,342,162
20,305,77,363,172
21,353,103,398,186
22,392,115,391,183
23,434,127,374,175
24,468,137,383,179
25,495,145,401,187
26,426,125,284,132
27,435,127,220,102
28,435,127,180,84
29,433,127,146,68
30,390,114,279,130
31,372,109,271,126
32,369,108,320,149
33,375,110,347,162
34,354,103,281,131
35,336,98,281,131
36,342,100,327,153
37,350,102,350,163
38,321,94,288,134
39,308,90,288,134
40,315,92,326,152
41,325,95,344,161
42,352,92,402,200
43,390,102,397,197
44,429,112,383,190
45,462,121,386,192
46,489,128,398,198
47,433,114,289,144
48,446,117,229,114
49,448,117,189,94
50,445,117,157,78
51,398,104,284,141
52,381,100,269,134
53,379,99,319,159
54,386,101,346,172
55,363,95,285,142
56,346,91,279,139
57,350,92,326,162
58,359,94,349,174
59,329,86,291,145
60,317,83,288,143
61,323,85,324,161
62,334,87,343,171
63,352,91,400,198
64,391,102,396,196
65,431,112,383,190
66,463,120,387,192
67,488,127,400,198
68,435,113,289,143
69,446,116,229,113
70,447,116,190,94
71,445,116,157,78
72,400,104,283,140
73,384,100,270,134
74,380,99,319,158
75,386,100,346,172
76,365,95,282,140
77,348,90,279,138
78,351,91,326,162
79,360,93,349,173
80,332,86,287,142
81,319,83,286,142
82,325,84,323,160
83,336,87,342,170
84,358,93,403,198
85,396,103,400,196
86,435,113,385,189
87,467,121,390,191
88,490,127,404,198
89,439,114,291,143
90,451,117,232,114
91,455,118,193,94
92,454,118,161,79
93,404,105,286,140
94,391,102,271,133
95,386,100,321,157
96,391,102,345,169
97,370,96,287,141
98,354,92,281,138
99,357,93,328,161
100,365,95,349,171
101,337,87,293,144
102,325,84,288,141
103,331,86,325,159
104,341,88,343,168
105,357,94,404,199
106,395,104,398,196
107,434,114,384,189
108,468,123,391,193
109,491,129,407,201
110,439,115,291,143
111,451,119,231,114
112,454,119,190,93
113,453,119,157,77
114,403,106,287,141
115,392,103,270,133
116,388,102,319,157
117,393,103,345,170
118,369,97,288,142
119,356,94,280,138
120,359,94,326,161
121,366,96,349,172
122,337,88,292,144
123,327,86,286,141
124,332,87,322,159
125,341,90,341,168
126,357,96,406,197
127,395,106,397,192
128,433,116,382,185
129,465,125,396,192
130,485,130,418,203
131,432,116,289,140
132,442,119,227,110
133,443,119,185,89
134,441,118,152,73
135,394,106,286,139
136,381,102,271,131
137,379,102,319,155
138,386,104,345,167
139,359,96,289,140
140,346,93,285,138
141,352,94,329,159
142,361,97,350,170
143,328,88,296,143
144,319,85,292,141
145,326,87,327,158
146,336,90,345,167
147,355,104,405,199
148,393,116,398,195
