,cx,cxROI,cy,cyROI
0,335,75,438,135
1,372,84,410,126
2,405,91,372,114
3,422,95,339,104
4,402,91,325,100
5,360,81,313,96
6,344,77,272,83
7,347,78,254,78
8,351,79,259,79
9,327,74,324,99
10,329,74,295,90
11,346,78,337,103
12,351,79,359,110
13,299,67,342,105
14,301,68,324,99
15,321,72,359,110
16,325,73,375,115
17,271,61,364,112
18,274,62,347,106
19,295,66,372,114
20,300,67,384,118
21,334,75,434,133
22,374,84,410,126
23,406,91,369,113
24,423,95,336,103
25,402,91,323,99
26,358,81,311,95
27,338,76,268,82
28,344,77,251,77
29,353,79,260,80
30,326,73,323,99
31,329,74,293,90
32,347,78,336,103
33,353,79,361,111
34,299,67,341,105
35,304,68,323,99
36,324,73,359,110
37,328,74,377,116
38,271,61,364,112
39,277,62,347,106
40,297,67,373,115
41,302,68,386,119
42,335,76,432,133
43,373,85,409,126
44,407,92,369,113
45,424,96,335,103
46,405,92,322,99
47,358,81,309,95
48,341,77,264,81
49,345,78,248,76
50,353,80,260,80
51,327,74,322,99
52,330,75,293,90
53,347,79,335,103
54,353,80,356,109
55,300,68,340,104
56,304,69,322,99
57,324,73,358,110
58,329,75,375,115
59,273,62,361,111
60,279,63,346,106
61,299,68,372,114
62,305,69,385,118
63,333,74,438,135
64,367,81,414,127
65,397,88,376,115
66,419,93,345,106
67,420,93,322,99
68,359,79,317,97
69,349,77,277,85
70,345,76,254,78
71,339,75,241,74
72,330,73,326,100
73,327,72,288,88
74,342,76,327,100
75,349,77,353,108
76,303,67,343,105
77,302,67,318,98
78,320,71,355,109
79,326,72,375,115
80,275,61,364,112
81,277,61,343,105
82,297,66,370,114
83,304,67,385,118
84,334,73,436,134
85,370,80,413,127
86,400,87,375,115
87,421,92,344,106
88,416,91,321,98
89,361,78,318,98
90,351,76,280,86
91,345,75,256,78
92,339,74,241,74
93,331,72,326,100
94,328,71,292,90
95,342,74,329,101
96,349,76,355,109
97,304,66,342,105
98,302,66,319,98
99,320,70,355,109
100,326,71,374,115
101,276,60,363,111
102,277,60,343,105
103,296,64,368,113
104,303,66,382,117
105,337,95,425,131
106,371,104,409,126
107,397,111,369,113
108,415,117,339,104
109,427,120,312,96
110,354,99,307,94
111,343,96,255,78
112,334,94,219,67
113,323,91,188,57
114,324,91,318,98
115,319,89,287,88
116,337,95,327,100
117,345,97,352,108
118,297,83,338,104
119,294,82,316,97
120,315,88,351,108
121,322,90,370,114
122,272,76,364,112
123,272,76,344,106
124,291,82,369,113
125,298,84,383,118
126,333,78,427,131
127,368,86,405,124
128,393,92,368,113
129,416,98,338,104
130,439,103,316,97
131,356,83,302,93
132,342,80,249,76
133,330,77,214,65
134,316,74,187,57
135,327,77,313,96
136,317,74,285,87
137,333,78,326,100
138,343,80,352,108
139,300,70,334,102
140,293,69,313,96
141,313,73,350,107
142,323,76,370,114
143,274,64,358,110
144,271,63,340,104
145,290,68,366,112
146,299,70,381,117
147,334,88,432,133
148,368,98,409,126
149,392,104,369,113
150,415,110,339,104
151,439,116,319,98
152,354,94,302,93
153,341,90,249,76
154,328,87,215,66
155,314,83,188,57
156,325,86,314,96
157,313,83,286,88
158,331,88,327,100
159,342,91,351,108
160,298,79,335,103
161,291,77,316,97
162,311,82,353,108
163,321,85,370,114
164,272,72,359,110
165,268,71,342,105
166,287,76,368,113
167,296,78,381,117
168,333,89,437,134
169,365,98,411,126
170,386,103,372,114
171,410,110,345,106
172,436,117,328,101
173,353,94,303,93
174,339,91,251,77
175,326,87,217,66
176,312,83,190,58
177,323,86,316,97
178,309,83,285,87
179,328,88,325,100
180,340,91,351,108
181,297,79,337,103
182,286,76,317,97
183,307,82,353,108
184,318,85,372,114
185,271,72,362,111
186,264,70,345,106
187,284,76,370,114
188,293,78,383,118
189,330,89,440,135
190,363,98,415,127
191,385,104,377,116
192,411,111,349,107
