,cx,cxROI,cy,cyROI
0,302,104,531,261
1,373,128,510,251
2,435,149,453,223
3,476,163,406,200
4,510,175,376,185
5,378,130,358,176
6,401,138,292,143
7,413,142,250,123
8,420,144,214,105
9,332,114,349,172
10,343,118,274,135
11,350,120,226,111
12,354,121,189,93
13,289,99,355,175
14,289,99,284,140
15,290,99,241,118
16,292,100,208,102
17,246,84,376,185
18,225,77,325,160
19,211,72,291,143
20,201,69,259,127
21,327,109,513,255
22,401,134,490,244
23,464,155,432,215
24,506,169,386,192
25,540,181,360,179
26,411,138,334,166
27,438,147,272,135
28,450,151,236,117
29,457,153,207,103
30,369,123,325,162
31,384,129,256,127
32,393,132,215,107
33,397,133,184,91
34,328,110,332,165
35,330,110,265,132
36,333,111,227,113
37,337,113,197,98
38,285,95,352,175
39,267,89,305,152
40,256,86,274,136
41,249,83,245,122
42,366,125,470,232
43,439,150,444,219
44,500,171,387,191
45,544,186,345,170
46,578,198,324,160
47,453,155,298,147
48,480,164,242,119
49,492,168,209,103
50,500,171,181,89
51,417,143,289,142
52,434,148,225,111
53,443,151,186,91
54,447,153,155,76
55,380,130,293,144
56,384,131,232,114
57,389,133,198,97
58,393,134,170,84
59,341,116,309,152
60,325,111,266,131
61,315,108,237,117
62,309,105,209,103
63,386,114,467,225
64,453,134,445,215
65,512,152,391,188
66,554,164,350,169
67,587,174,329,159
68,469,139,303,146
69,495,146,245,118
70,507,150,211,101
71,514,152,182,87
72,432,128,293,141
73,448,133,229,110
74,456,135,189,91
75,460,136,158,76
76,394,116,298,144
77,399,118,234,113
78,403,119,199,96
79,406,120,170,82
80,356,105,315,152
81,338,100,272,131
82,327,97,242,116
83,322,95,215,103
84,396,131,479,228
85,461,153,456,217
86,518,171,404,193
87,557,184,362,172
88,590,195,340,162
89,474,157,318,151
90,500,166,262,125
91,512,170,228,108
92,521,172,200,95
93,437,145,310,148
94,451,149,246,117
95,458,152,207,98
96,462,153,178,85
97,402,133,315,150
98,403,133,254,121
99,405,134,219,104
100,407,135,190,90
101,367,121,333,159
102,348,115,290,138
103,335,111,261,124
104,327,108,234,111
105,399,124,479,227
106,463,145,458,217
107,519,162,405,192
108,559,175,364,172
109,591,185,342,162
110,475,148,320,152
111,499,156,265,125
112,510,159,231,109
113,518,162,202,95
114,437,136,312,148
115,450,140,248,117
116,458,143,209,99
117,462,144,179,85
118,402,125,317,150
119,403,126,257,122
120,405,126,223,105
121,407,127,195,92
122,366,114,336,159
123,348,109,294,139
124,336,105,266,126
125,328,102,239,113
126,400,115,483,228
127,464,133,461,218
128,519,149,410,194
129,559,161,370,175
130,591,170,348,164
131,477,137,327,154
132,502,144,272,128
133,514,148,238,112
134,522,150,210,99
135,441,127,318,150
136,455,131,254,120
137,462,133,215,101
138,466,134,185,87
139,406,117,323,152
140,408,117,262,124
141,410,118,228,107
142,412,118,200,94
143,370,106,340,161
144,353,101,298,141
145,341,98,270,127
146,334,96,243,115
147,400,114,487,229
148,463,132,467,220
149,518,147,418,197
150,558,159,380,179
151,591,168,359,169
152,479,136,335,158
153,506,144,280,132
154,519,147,246,116
155,527,150,218,102
156,444,126,325,153
157,460,131,261,123
158,468,133,221,104
159,472,134,191,90
160,409,116,329,155
161,412,117,268,126
162,415,118,233,110
163,418,119,205,96
164,374,106,346,163
165,357,101,303,143
166,346,98,275,129
167,339,96,248,117
168,398,113,488,230
169,461,131,468,221
170,516,146,421,198
171,557,158,383,180
172,590,167,361,170
173,480,136,336,158
174,506,143,282,133
175,519,147,248,117
176,528,150,220,103
177,444,126,326,153
178,459,130,263,124
179,468,133,223,105
180,473,134,193,91
181,409,116,330,155
182,413,117,270,127
183,417,118,236,111
184,420,119,208,98
185,374,106,346,163
186,357,101,304,143
187,347,98,276,130
188,340,96,249,117
189,391,118,490,230
190,453,137,471,221
191,508,154,424,199
192,546,165,384,180
193,578,175,360,169
194,475,144,343,161
195,502,152,289,136
196,515,156,254,119
197,525,159,225,105
198,440,133,331,155
199,457,138,269,126
200,466,141,230,108
201,472,143,199,93
202,406,123,334,157
203,411,124,274,129
204,415,126,238,112
205,419,127,209,98
206,370,112,349,164
207,353,107,307,144
208,343,104,279,131
209,337,102,252,118
210,371,101,493,233
211,435,119,473,224
212,490,134,420,198
213,522,143,373,176
214,547,149,343,162
215,458,125,350,165
216,476,130,297,140
217,483,132,266,125
218,488,133,239,113
219,425,116,339,160
220,437,119,283,134
221,444,121,250,118
222,449,123,222,105
223,391,107,340,161
224,399,109,284,134
225,405,111,250,118
226,412,112,221,104
227,355,97,351,166
228,338,92,308,145
229,329,90,279,132
230,324,88,251,118
231,366,99,493,230
232,430,117,469,218
233,480,130,415,193
234,509,138,370,172
235,535,145,339,158
236,451,122,354,165
237,461,125,310,144
238,465,126,287,133
239,472,128,268,125
240,419,114,344,160
241,427,116,299,139
242,436,118,281,131
243,448,122,268,125
244,387,105,343,160
245,387,105,298,139
246,396,107,275,128
247,410,111,258,120
248,351,95,352,164
249,338,92,308,143
250,331,90,278,129
251,329,89,249,116
252,358,99,481,227
253,417,116,457,215
254,458,127,407,192
255,476,132,356,168
256,474,132,315,148
257,442,123,355,167
258,454,126,313,147
259,450,125,332,156
260,443,123,356,168
261,411,114,348,164
262,421,117,300,141
263,417,116,330,155
264,409,114,365,172
265,380,105,344,162
266,384,107,291,137
267,388,108,311,146
268,388,108,340,160
269,349,97,345,162
270,345,96,301,142
271,346,96,272,128
272,348,97,248,117
273,342,93,472,221
274,400,109,450,211
275,441,120,401,188
276,458,125,349,163
277,449,122,309,145
278,424,115,351,164
279,435,118,309,145
280,427,116,338,158
281,417,114,367,172
282,393,107,343,161
283,404,110,299,140
284,397,108,333,156
285,387,105,368,172
286,362,98,339,159
287,368,100,289,135
288,372,101,311,145
289,371,101,339,159
290,331,90,340,159
291,331,90,297,139
292,333,91,269,126
293,336,91,246,115
294,337,91,468,220
295,394,107,447,210
296,438,119,399,187
297,454,123,348,163
298,437,118,311,146
299,416,113,351,165
300,428,116,309,145
301,420,114,336,158
302,410,111,366,172
303,386,104,343,161
304,395,107,296,139
305,389,105,331,155
306,379,103,368,173
307,355,96,339,159
308,359,97,286,134
309,363,98,310,145
310,363,98,340,160
311,325,88,340,160
312,324,88,297,139
313,327,88,268,126
314,331,89,244,114
315,325,88,469,217
316,380,103,449,208
317,423,114,404,187
318,437,118,352,163
319,425,115,313,145
320,403,109,353,163
321,417,113,313,145
322,408,110,341,158
323,398,107,370,171
324,373,101,345,160
325,385,104,300,139
326,376,101,335,155
327,364,98,371,172
328,341,92,341,158
329,348,94,288,133
330,351,95,310,143
331,350,94,338,156
332,309,83,341,158
333,309,83,297,137
334,312,84,270,125
335,316,85,246,114
336,324,89,477,224
337,380,104,459,216
338,425,116,410,193
339,441,121,359,169
340,425,116,320,150
341,403,110,358,168
342,413,113,317,149
343,403,110,345,162
344,392,107,376,177
345,372,102,350,164
346,382,105,305,143
347,372,102,341,160
348,360,99,377,177
349,340,93,345,162
350,345,94,293,137
351,348,95,316,148
352,348,95,345,162
353,309,84,346,162
354,309,84,302,142
355,314,86,273,128
356,319,87,249,117
357,323,89,479,226
358,378,104,461,218
359,426,118,413,195
360,442,122,361,170
361,426,118,322,152
362,404,112,359,170
363,414,114,317,150
364,402,111,345,163
365,392,108,375,177
366,372,103,350,165
367,381,105,305,144
368,371,102,341,161
369,361,100,378,179
370,340,94,345,163
371,344,95,292,138
372,347,96,315,149
373,349,96,345,163
374,308,85,346,163
375,311,86,301,142
376,315,87,272,128
377,321,89,248,117
378,322,88,476,226
379,380,104,456,217
380,426,117,412,196
381,443,121,362,172
382,427,117,324,154
383,405,111,359,171
384,416,114,318,151
385,405,111,348,165
386,393,108,378,180
387,373,102,349,166
388,383,105,305,145
389,374,102,342,162
390,362,99,379,180
391,341,93,344,163
392,346,95,292,139
393,349,95,317,151
394,350,96,347,165
395,309,84,344,163
396,312,85,300,142
397,318,87,272,129
398,325,89,248,118
399,320,77,477,229
400,377,91,462,222
401,426,103,417,200
402,444,107,365,175
403,429,104,326,156
404,406,98,362,173
405,419,101,319,153
406,405,98,347,166
407,392,95,378,181
408,374,90,351,168
409,386,93,305,146
410,373,90,343,164
411,361,87,381,183
412,342,83,344,165
413,349,84,290,139
414,351,85,314,150
415,351,85,345,165
416,310,75,344,165
417,315,76,299,143
418,321,77,270,129
419,329,79,246,118
420,320,77,477,229
421,377,91,461,222
422,427,103,418,201
423,445,107,367,176
424,431,104,328,158
425,407,98,361,173
426,421,101,320,154
427,408,98,350,168
428,396,95,380,183
429,375,90,350,168
430,388,93,305,146
431,377,91,344,165
432,365,88,381,183
433,343,83,344,165
434,351,85,291,140
