,cx,cxROI,cy,cyROI
0,334,100,578,281
1,398,119,564,274
2,463,138,516,251
3,502,150,468,228
4,501,150,422,205
5,448,134,444,216
6,474,142,412,200
7,456,136,448,218
8,436,130,479,233
9,412,123,431,210
10,435,130,411,200
11,415,124,468,228
12,395,118,508,247
13,374,112,421,205
14,396,118,402,195
15,390,117,458,223
16,380,114,500,243
17,335,100,416,202
18,341,102,355,173
19,345,103,318,155
20,352,105,281,136
21,335,99,577,280
22,399,119,564,274
23,463,138,515,250
24,502,149,467,227
25,505,150,421,204
26,449,133,444,215
27,474,141,411,199
28,457,136,446,216
29,439,131,477,231
30,413,123,431,209
31,435,129,411,199
32,416,124,466,226
33,397,118,505,245
34,375,111,422,205
35,397,118,402,195
36,391,116,459,223
37,381,113,500,243
38,336,100,416,202
39,341,101,356,173
40,344,102,319,155
41,351,104,282,137
42,337,100,579,278
43,398,119,565,271
44,461,137,517,248
45,499,149,469,225
46,501,149,424,203
47,449,134,444,213
48,474,141,412,197
49,458,137,443,212
50,440,131,473,227
51,413,123,430,206
52,434,129,413,198
53,414,123,469,225
54,395,118,509,244
55,375,112,421,202
56,395,118,403,193
57,390,116,459,220
58,380,113,500,240
59,336,100,417,200
60,340,101,357,171
61,344,102,320,153
62,351,105,283,135
63,336,100,578,276
64,398,118,563,269
65,459,136,516,247
66,498,148,469,224
67,500,148,424,203
68,445,132,445,213
69,473,140,414,198
70,455,135,448,214
71,436,129,478,229
72,410,122,431,206
73,435,129,413,197
74,415,123,468,224
75,396,117,506,242
76,372,110,422,202
77,396,117,403,193
78,390,116,459,219
79,379,112,500,239
80,334,99,417,199
81,339,100,357,171
82,343,102,321,153
83,349,103,283,135
84,337,110,579,278
85,399,131,563,270
86,461,151,516,247
87,498,163,469,225
88,499,164,423,203
89,449,147,444,213
90,474,155,413,198
91,455,149,447,214
92,435,143,478,229
93,412,135,431,207
94,435,143,411,197
95,414,136,467,224
96,394,129,506,243
97,374,123,422,202
98,396,130,402,193
99,388,127,459,220
100,377,123,500,240
101,334,109,417,200
102,338,111,356,171
103,341,112,319,153
104,348,114,282,135
105,333,99,578,277
