,cx,cxROI,cy,cyROI
0,288,94,710,466
1,364,119,676,444
2,426,140,613,402
3,466,153,564,370
4,499,164,530,348
5,368,121,514,337
6,393,129,441,289
7,407,133,399,262
8,419,137,361,237
9,320,105,506,332
10,332,109,424,278
11,341,112,373,245
12,347,114,332,218
13,273,89,516,338
14,273,89,433,284
15,273,89,386,253
16,277,91,346,227
17,227,74,543,356
18,203,66,484,317
19,186,61,446,292
20,175,57,409,268
21,276,100,606,312
22,356,130,552,284
23,425,155,491,253
24,470,171,448,230
25,508,185,421,216
26,380,138,404,208
27,402,146,339,174
28,415,151,298,153
29,427,156,262,135
30,338,123,397,204
31,353,129,327,168
32,364,133,287,147
33,377,137,255,131
34,296,108,398,205
35,306,111,336,173
36,314,114,293,150
37,324,118,254,130
38,253,92,415,213
39,244,89,362,186
40,236,86,329,169
41,230,84,295,152
42,280,96,521,264
43,360,124,473,240
44,424,146,421,214
45,470,162,381,193
46,504,174,355,180
47,382,131,331,168
48,408,140,274,139
49,418,144,236,119
50,427,147,203,103
51,344,118,321,163
52,363,125,257,130
53,373,128,215,109
54,382,131,179,90
55,306,105,324,164
56,313,108,264,134
57,318,109,226,114
58,325,112,194,98
59,266,91,340,172
60,253,87,294,149
61,244,84,261,132
62,238,82,232,117
63,302,90,491,239
64,370,111,465,226
65,431,129,416,202
66,477,143,378,184
67,510,153,357,174
68,392,117,324,157
69,418,125,265,129
70,427,128,230,112
71,434,130,199,97
72,355,106,315,153
73,372,111,248,120
74,381,114,207,100
75,387,116,177,86
76,316,95,319,155
77,325,97,255,124
78,330,99,219,106
79,334,100,192,93
80,276,83,334,162
81,263,79,289,140
82,255,76,259,126
83,250,75,231,112
84,314,90,491,235
85,379,109,469,224
86,437,126,422,202
87,481,139,386,184
88,513,148,365,174
89,398,115,335,160
90,424,122,278,133
91,435,125,245,117
92,442,127,218,104
93,363,104,326,156
94,381,110,262,125
95,391,113,222,106
96,396,114,192,92
97,328,94,329,157
98,335,96,268,128
99,341,98,233,111
100,346,100,204,97
101,290,83,345,165
102,275,79,302,144
103,266,76,273,130
104,259,74,247,118
105,319,91,489,232
106,383,110,469,222
107,439,126,424,201
108,481,138,389,184
109,513,147,368,174
110,401,115,337,160
111,424,121,280,133
112,434,124,245,116
113,441,126,217,103
114,365,104,327,155
115,381,109,263,124
116,389,111,224,106
117,396,113,195,92
118,329,94,331,157
119,334,96,271,128
120,338,97,236,112
121,343,98,209,99
122,292,83,346,164
123,276,79,304,144
124,266,76,276,131
125,259,74,250,118
126,314,100,491,231
127,376,120,471,222
128,432,138,430,203
129,473,151,395,186
130,504,161,374,176
131,394,126,343,161
132,416,133,288,136
133,426,136,255,120
134,432,138,228,107
135,360,115,334,157
136,376,120,273,128
137,385,123,234,110
138,392,125,204,96
139,325,104,338,159
140,331,106,280,132
141,334,107,245,115
142,339,108,218,102
143,290,93,353,166
144,273,87,313,147
145,262,84,285,134
146,256,82,260,122
147,316,100,491,228
148,375,118,472,219
149,429,136,431,200
150,468,148,397,184
151,499,158,377,175
152,393,124,348,161
153,414,131,293,136
154,422,133,259,120
155,428,135,231,107
156,360,114,339,157
157,376,119,277,128
158,385,122,239,111
159,390,123,209,97
160,326,103,342,159
161,332,105,284,132
162,337,106,250,116
163,341,108,223,103
164,290,91,357,166
165,274,86,316,147
166,263,83,289,134
167,256,81,264,122
168,314,93,491,228
169,373,111,473,220
170,427,127,431,200
171,467,139,398,185
172,497,148,378,175
173,393,117,350,162
174,414,123,295,137
175,421,125,261,121
176,426,127,232,107
177,361,108,340,158
178,377,112,280,130
179,385,115,242,112
180,390,116,213,99
181,327,97,343,159
182,334,99,285,132
183,339,101,251,116
184,344,102,225,104
185,292,87,357,166
186,275,82,317,147
187,264,78,290,134
188,256,76,265,123
189,314,80,492,228
190,374,95,472,219
191,427,109,427,198
192,463,118,392,182
193,490,125,373,173
194,400,102,358,166
195,408,104,314,146
196,406,104,288,134
197,406,104,263,122
198,369,94,349,162
199,376,96,306,142
200,381,97,288,134
201,388,99,272,126
202,338,86,348,161
203,338,86,305,141
204,341,87,282,131
205,347,88,262,121
206,305,78,357,166
207,290,74,319,148
208,282,72,293,136
209,276,70,268,124
210,312,69,481,244
211,369,82,463,235
212,419,93,421,214
213,456,101,383,194
214,479,106,360,183
215,398,88,366,186
216,408,90,320,162
217,390,86,327,166
218,372,82,346,175
219,368,81,356,180
220,376,83,304,154
221,364,81,319,162
222,353,78,345,175
223,339,75,351,178
224,344,76,295,149
225,341,75,304,154
226,338,75,324,164
227,310,69,354,179
228,304,67,311,158
229,299,66,282,143
230,299,66,258,131
231,312,71,467,223
232,368,84,446,213
233,412,94,407,194
234,434,100,364,173
235,444,102,325,155
236,400,92,361,172
237,409,94,320,152
238,396,91,338,161
239,381,87,365,174
240,370,85,350,167
241,378,87,309,147
242,371,85,333,159
243,360,82,363,173
244,341,78,343,163
245,345,79,296,141
246,346,79,312,149
247,346,79,337,161
248,313,72,342,163
249,313,72,302,144
250,313,72,275,131
251,314,72,252,120
252,315,75,458,141
253,367,87,439,135
254,408,97,401,123
255,420,100,352,108
256,407,96,319,98
257,394,93,356,109
258,404,96,317,97
259,395,94,342,105
260,386,91,368,113
261,367,87,348,107
262,377,89,306,94
263,368,87,339,104
264,356,84,372,114
265,341,81,343,105
266,347,82,296,91
267,350,83,319,98
268,348,82,347,106
269,314,74,342,105
270,315,75,303,93
271,320,76,277,85
272,324,77,255,78
273,313,74,456,140
274,365,86,440,135
275,409,96,401,123
276,418,98,351,108
277,400,94,321,98
278,395,93,356,109
279,404,95,320,98
280,394,93,345,106
281,385,91,371,114
282,368,87,347,106
283,377,89,307,94
284,367,86,341,105
285,356,84,373,115
286,342,80,341,105
287,346,81,295,90
288,348,82,320,98
289,347,82,349,107
290,314,74,341,105
291,315,74,302,93
292,319,75,277,85
293,324,76,255,78
294,307,72,463,142
295,360,85,447,137
296,404,95,411,126
297,415,98,363,111
298,393,93,334,102
299,391,92,367,113
300,398,94,331,102
301,387,91,356,109
302,378,89,383,118
303,364,86,358,110
304,373,88,317,97
305,361,85,351,108
306,349,82,384,118
307,337,80,351,108
308,342,81,303,93
309,342,81,324,99
310,339,80,351,108
311,309,73,350,107
312,310,73,309,95
313,315,74,283,87
314,320,76,262,80
315,308,73,470,144
316,359,86,455,140
317,404,96,415,127
318,415,99,365,112
319,393,94,336,103
320,391,93,370,114
321,400,95,334,102
322,389,93,359,110
323,381,91,384,118
324,363,87,360,111
325,374,89,320,98
326,362,86,355,109
327,351,84,386,119
328,336,80,353,108
329,342,82,306,94
330,344,82,331,102
331,342,82,359,110
332,308,73,352,108
333,310,74,312,96
334,315,75,287,88
335,321,76,265,81
336,305,68,472,145
337,357,80,457,140
338,403,90,420,129
339,415,93,372,114
340,395,88,342,105
341,388,86,373,115
342,399,89,338,104
343,388,86,363,111
344,378,84,389,119
345,361,80,362,111
346,372,83,323,99
347,361,80,356,109
348,349,78,388,119
349,334,74,355,109
350,340,76,309,95
351,342,76,334,102
352,340,76,363,111
353,306,68,354,109
354,309,69,314,96
355,315,70,290,89
356,320,71,269,82
357,299,67,474,221
358,351,78,462,215
359,399,89,425,198
360,413,92,377,175
361,394,88,348,162
362,382,85,375,175
363,394,88,337,157
364,386,86,360,168
365,378,85,385,179
366,355,79,364,169
367,365,82,324,151
368,356,80,359,167
369,345,77,391,182
370,328,73,358,167
371,334,75,310,144
372,336,75,333,155
373,335,75,361,168
374,300,67,356,166
375,303,68,316,147
376,309,69,290,135
377,315,70,268,125
378,299,67,475,220
379,352,79,460,213
380,399,90,425,197
381,411,92,377,174
382,392,88,346,160
383,383,86,375,173
384,393,88,339,157
385,382,86,364,168
386,373,84,391,181
387,355,80,364,168
388,365,82,324,150
389,355,80,359,166
390,345,77,391,181
391,327,73,357,165
392,334,75,310,143
393,336,75,335,155
394,335,75,364,168
395,299,67,356,165
396,302,68,315,146
397,307,69,290,134
398,313,70,268,124
399,293,66,473,224
400,347,78,461,218
401,396,89,426,201
402,412,93,379,179
403,393,88,348,164
404,382,86,375,177
405,393,88,339,160
406,382,86,361,170
407,371,83,389,184
408,353,79,363,171
409,365,82,324,153
410,354,79,358,169
411,342,77,391,185
412,325,73,355,168
413,334,75,308,145
414,335,75,331,156
415,334,75,359,170
416,296,66,353,167
417,302,68,313,148
418,309,69,286,135
419,316,71,265,125
420,294,66,470,221
421,350,78,458,215
422,397,89,424,199
423,411,92,376,177
424,391,87,345,162
425,383,86,373,175
426,393,88,337,158
427,382,85,364,171
428,372,83,392,184
429,354,79,361,169
430,366,82,322,151
431,354,79,357,168
432,342,76,390,183
433,326,73,353,166
434,334,75,306,144
435,336,75,329,154
436,333,74,358,168
437,298,67,351,165
438,303,68,311,146
439,309,69,285,134
440,316,71,264,124
441,294,65,467,218
442,347,77,456,213
443,395,88,423,197
444,409,91,378,176
445,393,88,348,162
446,380,85,373,174
447,393,88,335,156
448,383,85,358,167
449,372,83,386,180
450,352,78,361,168
451,365,81,322,150
452,354,79,354,165
453,342,76,386,180
454,325,72,353,165
455,335,75,304,142
456,335,75,328,153
457,333,74,357,167
458,297,66,349,163
459,302,67,310,145
460,309,69,284,132
461,317,71,262,122
462,293,65,468,221
463,347,78,458,216
464,396,89,423,199
465,411,92,375,177
466,391,87,345,162
467,382,85,371,175
468,393,88,334,157
469,381,85,360,170
470,371,83,387,182
471,353,79,359,169
472,365,82,320,151
473,353,79,355,167
474,340,76,387,182
475,326,73,352,166
476,334,75,304,143
477,336,75,328,154
478,334,75,356,168
479,298,67,349,164
480,303,68,309,145
481,310,69,284,134
482,318,71,263,124
483,296,67,473,222
484,346,78,462,216
485,397,89,426,199
486,412,93,379,177
487,396,89,346,162
488,387,87,375,176
489,397,89,339,159
490,382,86,364,170
491,369,83,391,183
492,358,81,362,169
493,370,83,324,152
494,355,80,358,168
495,342,77,389,182
496,329,74,354,166
497,339,76,307,144
498,339,76,333,156
499,337,76,361,169
500,301,68,351,164
501,307,69,311,145
502,313,70,286,134
503,320,72,265,124
504,298,67,470,221
505,352,79,459,216
506,402,90,425,200
507,416,93,378,178
508,399,89,347,163
509,389,87,374,176
510,400,90,338,159
511,386,86,363,171
512,374,84,391,184
513,359,80,362,170
514,372,83,323,152
515,359,80,357,168
516,346,77,389,183
517,331,74,354,167
518,342,76,306,144
519,342,76,329,155
520,340,76,356,168
521,303,68,351,165
522,309,69,311,146
523,315,70,285,134
524,322,72,263,124
525,299,67,469,222
526,353,79,459,218
527,403,90,425,201
528,419,94,378,179
529,399,89,348,165
530,391,87,373,177
531,402,90,337,160
532,388,87,364,172
533,377,84,392,186
534,362,81,360,171
535,373,83,322,152
536,361,81,357,169
537,350,78,389,184
538,334,75,352,167
539,343,77,305,144
540,343,77,331,157
541,342,76,361,171
