,cx,cxROI,cy,cyROI
0,503,146,606,309
1,561,163,603,308
2,614,179,576,294
3,649,189,547,279
4,677,197,523,267
5,580,169,476,243
6,611,178,421,215
7,629,183,385,196
8,640,187,356,181
9,540,157,460,235
10,560,163,394,201
11,572,167,351,179
12,580,169,316,161
13,498,145,461,235
14,504,147,397,202
15,509,148,355,181
16,513,149,320,163
17,457,133,479,244
18,439,128,434,221
19,426,124,405,206
20,418,122,377,192
21,487,164,611,290
22,552,186,596,283
23,607,204,562,266
24,644,217,526,249
25,672,226,500,237
26,573,193,462,219
27,604,203,408,193
28,621,209,374,177
29,632,213,346,164
30,536,180,447,212
31,557,187,379,180
32,568,191,337,160
33,575,194,303,143
34,496,167,448,212
35,503,169,382,181
36,506,170,339,161
37,509,171,301,142
38,454,153,463,219
39,435,146,420,199
40,422,142,391,185
41,414,139,362,171
42,486,146,602,286
43,551,165,585,278
44,607,182,550,262
45,641,192,514,244
46,655,197,484,230
47,572,172,457,217
48,599,180,404,192
49,614,184,370,176
50,625,187,341,162
51,535,160,444,211
52,551,165,380,181
53,560,168,341,162
54,568,170,309,147
55,498,149,445,211
56,503,151,384,182
57,506,152,342,162
58,511,153,307,146
59,459,138,459,218
60,436,131,417,198
61,421,126,386,183
62,410,123,357,170
63,485,143,591,279
64,549,162,575,271
65,603,178,539,254
66,633,186,502,237
67,636,187,469,221
68,574,169,454,214
69,596,176,406,191
70,607,179,376,177
71,616,181,350,165
72,538,158,442,208
73,551,162,391,184
74,559,165,361,170
75,568,167,337,159
76,501,147,442,208
77,506,149,394,186
78,513,151,368,173
79,523,154,347,163
80,460,135,451,212
81,442,130,409,193
82,430,126,378,178
83,422,124,348,164
84,484,134,583,272
85,545,152,563,262
86,598,166,515,240
87,618,172,468,218
88,598,166,438,204
89,571,159,461,215
90,587,163,422,196
91,590,164,445,207
92,591,164,472,220
93,538,150,454,211
94,553,154,426,198
95,546,152,472,220
96,538,150,510,238
97,504,140,451,210
98,517,144,425,198
99,517,144,474,221
100,514,143,512,238
101,470,131,452,210
102,469,130,405,189
103,468,130,378,176
104,470,131,350,163
105,483,110,572,277
106,538,123,554,268
107,587,134,512,248
108,610,140,465,225
109,586,134,435,210
110,564,129,453,219
111,579,132,418,202
112,569,130,451,218
113,559,128,481,233
114,535,122,448,217
115,548,125,419,203
116,540,124,463,224
117,531,121,497,240
118,504,115,446,216
119,518,118,423,205
120,515,118,469,227
121,510,117,504,244
122,472,108,447,216
123,472,108,402,194
124,475,109,375,181
125,480,110,349,169
126,491,111,567,273
127,544,123,552,266
128,593,134,511,246
129,616,139,466,224
130,594,134,439,211
131,573,129,453,218
132,587,132,420,202
133,578,130,450,216
134,571,129,479,230
135,544,123,447,215
136,556,125,418,201
137,547,123,461,222
138,538,121,496,239
139,512,116,445,214
140,523,118,422,203
141,520,117,467,225
142,517,117,501,241
143,482,109,446,214
144,479,108,401,193
145,478,108,372,179
146,480,108,345,166
147,492,112,564,272
148,545,124,552,266
149,596,135,516,249
150,618,140,472,228
151,597,136,445,215
152,578,131,460,222
153,592,135,424,204
154,583,132,453,218
155,574,130,481,232
156,548,125,452,218
157,560,127,423,204
158,551,125,465,224
159,542,123,499,241
160,516,117,447,216
161,526,119,426,205
162,524,119,469,226
163,520,118,502,242
164,486,110,445,215
165,484,110,396,191
166,484,110,366,176
167,485,110,337,162
168,494,113,565,273
169,545,125,555,269
170,596,136,518,251
171,621,142,475,230
172,599,137,449,217
173,577,132,460,222
174,593,136,429,207
175,584,134,458,222
176,576,132,485,235
177,549,126,451,218
178,563,129,424,205
179,552,126,468,226
180,541,124,501,242
181,518,118,445,215
182,530,121,425,206
183,526,120,469,227
184,521,119,503,243
185,488,112,443,214
186,487,111,395,191
187,488,112,365,176
188,489,112,335,162
189,495,112,565,273
190,546,124,555,269
191,598,136,518,251
192,622,141,475,230
193,600,136,449,217
194,577,131,456,221
195,593,135,426,206
196,584,133,458,222
197,575,131,487,236
198,548,125,449,217
199,563,128,423,205
200,552,125,468,226
201,542,123,502,243
202,518,118,445,215
203,529,120,427,206
204,527,120,472,228
205,522,119,506,245
206,487,111,444,215
207,486,110,397,192
208,485,110,366,177
209,486,110,337,163
210,494,113,568,275
211,546,124,559,270
212,598,136,522,253
213,621,142,479,232
214,599,137,454,220
215,576,131,464,224
216,593,135,431,208
217,587,134,457,221
218,581,132,485,235
219,548,125,456,221
220,564,129,429,207
221,553,126,473,229
222,543,124,508,246
223,518,118,450,218
224,531,121,430,208
225,529,121,474,229
226,524,119,507,245
227,487,111,447,216
228,487,111,399,193
229,487,111,369,178
230,490,112,339,164
231,496,113,569,274
232,547,125,561,270
233,598,136,523,252
234,621,142,481,231
235,600,137,455,219
236,577,132,463,223
237,594,135,432,208
238,587,134,461,222
239,579,132,490,236
240,549,125,455,219
241,565,129,430,207
242,555,127,474,228
243,545,124,508,244
244,518,118,450,216
245,532,121,432,208
246,530,121,477,229
247,525,120,510,245
248,487,111,448,215
249,487,111,400,192
250,488,111,371,178
251,492,112,342,164
252,496,113,572,275
253,548,125,562,270
254,599,137,524,252
255,621,142,481,231
256,599,137,456,219
257,579,132,465,224
258,595,136,433,208
259,586,134,463,223
260,578,132,492,237
261,550,125,457,220
262,565,129,431,207
263,555,127,474,228
264,545,124,509,245
265,519,118,453,218
266,531,121,434,209
267,529,121,479,230
268,525,120,512,246
269,487,111,450,216
270,487,111,403,194
271,489,111,373,179
272,492,112,343,165
273,495,113,573,276
274,545,124,564,271
275,597,136,527,253
276,620,141,484,233
277,596,136,459,221
278,575,131,468,225
279,592,135,436,210
280,585,133,466,224
281,577,132,494,238
282,547,125,460,221
283,564,129,434,209
284,553,126,478,230
285,542,124,512,246
286,517,118,454,218
287,530,121,435,209
288,528,120,480,231
289,523,119,513,247
290,487,111,451,217
291,488,111,404,194
292,490,112,375,180
293,493,112,346,166
294,494,112,574,275
295,546,124,564,271
296,596,135,527,253
297,618,140,485,233
298,598,136,458,220
299,575,131,465,223
300,591,134,435,209
301,583,132,466,223
302,575,131,495,237
303,547,124,458,220
304,563,128,433,208
305,553,126,478,229
306,543,123,513,246
307,516,117,455,218
308,530,120,436,209
