,cx,cxROI,cy,cyROI
0,450,143,445,214
1,407,129,393,189
2,390,124,328,158
3,389,123,274,132
4,391,124,226,108
5,448,142,303,146
6,481,153,215,103
7,501,159,161,77
8,515,164,119,57
9,495,157,325,156
10,546,174,232,111
11,575,183,173,83
12,598,190,126,60
13,535,170,354,170
14,589,187,273,131
15,621,197,221,106
16,644,205,178,85
17,564,179,387,186
18,609,194,336,161
19,635,202,304,146
20,656,209,274,132
21,444,162,481,303
22,410,150,418,264
23,401,146,345,218
24,405,148,285,180
25,410,150,234,147
26,456,167,326,206
27,496,181,236,149
28,516,189,181,114
29,531,194,136,85
30,498,182,352,222
31,558,204,262,165
32,593,217,205,129
33,617,226,162,102
34,535,196,387,244
35,602,220,308,194
36,639,234,259,163
37,665,243,220,139
38,563,206,423,267
39,618,226,371,234
40,651,238,340,214
41,677,248,313,197
42,437,160,482,305
43,407,149,413,262
44,399,146,339,215
45,403,148,279,177
46,407,149,230,145
47,447,164,321,203
48,493,181,231,146
49,520,191,176,111
50,539,198,135,85
51,488,179,351,222
52,557,204,258,163
53,597,219,201,127
54,624,229,159,100
55,527,193,390,247
56,601,221,311,197
57,643,236,259,164
58,672,247,216,137
59,556,204,431,273
60,614,225,379,240
61,648,238,346,219
62,677,249,316,200
63,433,161,486,311
64,403,150,414,265
65,395,147,339,217
66,403,150,279,179
67,407,151,228,146
68,444,165,321,205
69,493,183,229,146
70,521,194,175,112
71,542,201,133,85
72,485,180,352,225
73,557,207,260,166
74,598,222,203,130
75,628,234,161,103
76,523,194,390,250
77,599,223,310,198
78,641,238,260,166
79,673,250,220,141
80,554,206,431,276
81,614,228,380,243
82,647,241,349,223
83,674,251,322,206
84,425,159,495,327
85,397,148,422,279
86,389,145,345,228
87,398,148,284,188
88,402,150,231,153
89,441,165,326,215
90,492,184,233,154
91,524,196,180,119
92,547,204,140,92
93,482,180,358,237
94,560,209,267,176
95,606,226,213,141
96,640,239,174,115
97,520,194,397,263
98,599,224,319,211
99,645,241,271,179
100,680,254,232,153
101,551,206,439,290
102,612,229,387,256
103,646,241,355,235
104,674,252,327,216
105,427,160,498,329
106,399,149,424,280
107,393,147,345,228
108,401,150,284,187
109,404,151,231,152
110,444,166,327,216
111,496,186,232,153
112,529,198,180,119
113,553,207,142,93
114,483,181,358,236
115,564,211,268,177
116,611,229,214,141
117,645,241,175,115
118,519,194,399,263
119,600,225,319,210
120,647,242,271,179
121,681,255,233,154
122,548,205,443,292
123,612,229,387,255
124,647,242,356,235
125,675,253,329,217
126,397,89,438,294
127,419,94,350,235
128,467,105,292,196
129,530,120,272,182
130,584,132,276,185
131,453,102,240,161
132,563,127,226,151
133,619,140,236,158
134,659,149,249,167
135,453,102,281,188
136,573,129,269,180
137,630,142,278,186
138,664,150,289,194
139,461,104,328,220
140,573,129,319,214
141,584,132,340,228
142,575,130,356,239
143,475,107,375,252
144,563,127,366,246
145,572,129,377,253
146,564,127,386,259
147,392,97,403,254
148,452,112,327,206
149,512,127,280,176
150,574,143,267,168
151,624,155,271,170
152,478,119,208,131
153,580,144,217,136
154,634,158,239,150
155,671,167,262,165
156,466,116,244,153
157,575,143,251,158
158,631,157,272,171
159,666,165,293,184
160,460,114,290,182
161,566,141,304,191
162,579,144,327,206
163,570,142,342,215
164,462,115,338,213
165,549,136,347,218
166,558,139,358,225
167,549,136,363,228
168,366,83,350,251
169,459,104,299,214
170,542,123,277,198
171,607,138,297,213
172,642,146,332,238
173,537,122,182,130
174,634,144,246,176
175,661,150,298,213
176,664,151,336,241
177,509,116,203,145
178,609,138,261,187
179,628,143,306,219
180,627,143,338,242
181,479,109,242,173
182,561,127,301,216
183,555,126,324,232
184,534,121,330,236
185,454,103,288,206
186,521,118,333,239
187,518,118,341,244
188,502,114,335,240
189,377,73,312,167
190,470,91,298,159
191,541,104,304,162
192,592,114,327,175
193,618,119,349,187
194,560,108,188,100
195,612,118,269,144
196,615,119,301,161
197,605,117,308,165
198,511,99,191,102
199,562,108,281,150
200,564,109,303,162
201,555,107,300,160
202,456,88,209,112
203,505,97,282,151
204,517,100,308,165
205,518,100,313,167
206,403,78,235,125
207,442,85,295,158
208,466,90,325,174
209,482,93,340,182
210,427,70,235,110
211,492,81,243,114
212,543,89,274,128
213,568,94,323,151
214,577,95,355,166
215,565,93,186,87
216,587,97,302,141
217,573,94,311,145
218,567,93,291,136
219,519,85,186,87
220,540,89,313,146
221,527,87,300,140
222,521,86,264,123
223,470,77,198,92
224,487,80,307,144
225,481,79,299,140
226,479,79,270,126
227,423,70,214,100
228,438,72,299,140
229,445,73,296,138
230,446,73,275,129
231,399,86,201,96
232,465,100,210,101
233,524,113,239,115
234,554,120,282,135
235,565,122,317,152
236,558,121,182,87
237,580,125,282,135
238,585,127,327,157
239,591,128,355,171
240,513,111,181,87
241,538,116,295,142
242,533,115,322,155
243,536,116,330,159
244,464,100,190,91
245,486,105,295,142
246,484,105,307,147
247,484,105,304,146
248,420,91,207,99
249,439,95,291,140
250,444,96,299,144
251,443,96,291,140
252,410,68,174,84
253,475,79,175,84
254,537,89,208,100
255,568,94,263,127
256,576,95,302,146
257,561,93,183,88
258,577,96,282,136
259,555,92,289,140
260,544,90,272,131
261,515,85,188,91
262,535,89,296,143
263,512,85,291,141
264,504,83,269,130
265,471,78,202,97
266,492,81,302,146
267,474,78,291,141
268,467,77,268,129
269,429,71,221,107
270,449,74,299,144
271,443,73,289,140
272,438,72,270,130
273,412,96,152,73
274,480,112,153,73
275,537,125,199,95
276,556,129,262,126
277,556,129,303,146
278,559,130,183,88
279,577,134,288,138
280,571,133,327,157
281,568,132,348,167
282,514,120,189,91
283,540,126,297,143
284,531,124,316,152
285,524,122,319,153
286,467,109,202,97
287,495,115,307,147
288,485,113,300,144
289,478,111,281,135
290,422,98,221,106
291,450,105,301,145
292,449,104,296,142
293,447,104,279,134
294,408,98,156,75
295,481,116,160,77
296,535,129,210,101
297,554,134,276,133
298,555,134,320,155
299,562,136,189,91
300,574,139,294,142
301,569,137,342,165
302,565,136,373,180
303,513,124,192,93
304,538,130,303,146
305,540,130,351,170
306,537,130,379,183
307,464,112,205,99
308,489,118,311,150
309,491,118,321,155
310,489,118,314,152
311,418,101,226,109
312,448,108,304,147
313,459,111,314,152
314,465,112,311,150
315,409,109,159,77
316,484,129,164,79
317,537,143,217,105
318,549,146,287,139
319,546,145,330,160
320,562,150,195,94
321,575,153,301,146
322,569,152,348,169
323,565,150,377,183
324,510,136,197,95
325,536,143,308,149
326,540,144,359,174
327,537,143,391,190
328,459,122,209,101
329,489,130,319,155
330,489,130,323,157
331,483,129,310,150
332,412,110,230,111
333,446,119,310,150
334,455,121,312,151
335,455,121,300,145
336,405,100,152,73
337,479,119,160,77
338,533,132,213,103
339,550,136,281,136
340,552,137,323,157
341,560,139,195,94
342,572,142,300,145
343,568,141,346,168
344,567,140,373,181
345,509,126,199,96
346,534,132,310,150
347,537,133,358,174
348,536,133,387,188
349,459,114,212,103
350,486,120,318,154
351,482,119,314,152
352,476,118,295,143
353,413,102,232,112
354,445,110,313,152
355,453,112,315,153
356,456,113,303,147
357,404,118,159,77
358,480,140,166,80
359,533,156,217,105
360,544,159,283,137
361,542,158,326,158
362,557,163,199,97
363,572,167,299,145
364,564,165,347,169
365,558,163,379,184
366,507,148,203,98
367,530,155,310,151
368,537,157,368,179
369,538,157,410,199
370,458,134,216,105
371,483,141,322,156
372,482,141,309,150
373,477,139,281,136
374,414,121,238,116
375,447,130,320,156
376,452,132,311,151
377,449,131,290,141
378,408,100,162,78
379,483,118,167,80
380,534,130,218,105
381,543,133,286,138
382,537,131,331,159
383,558,136,200,96
384,572,140,303,146
385,565,138,352,170
386,558,136,386,186
387,508,124,203,98
388,530,130,309,149
389,537,131,369,178
390,538,131,412,199
391,459,112,217,104
392,483,118,323,156
