,cx,cxROI,cy,cyROI
0,265,53,448,138
1,303,60,439,135
2,338,67,424,130
3,356,71,409,126
4,360,72,394,121
5,348,69,316,97
6,358,71,338,104
7,351,70,365,112
8,340,68,393,121
9,313,62,306,94
10,318,63,350,107
11,311,62,390,120
12,304,60,418,128
13,277,55,312,96
14,286,57,349,107
15,286,57,380,117
16,284,56,404,124
17,246,49,328,101
18,253,50,337,103
19,255,51,340,104
20,254,50,340,104
21,271,52,410,126
22,319,62,399,123
23,354,69,383,118
24,370,72,376,115
25,381,74,376,115
26,351,68,284,87
27,350,68,348,107
28,342,66,387,119
29,330,64,419,129
30,308,60,278,85
31,309,60,347,106
32,309,60,397,122
33,306,59,436,134
34,269,52,287,88
35,276,53,349,107
36,284,55,390,120
37,288,56,418,128
38,236,46,307,94
39,245,47,348,107
40,254,49,373,115
41,260,50,385,118
42,294,61,301,92
43,335,70,308,94
44,361,75,336,103
45,368,77,370,114
46,353,73,398,122
47,350,73,270,83
48,344,72,344,106
49,338,70,392,120
50,330,69,428,131
51,303,63,269,82
52,302,63,353,108
53,304,63,407,125
54,303,63,445,137
55,262,54,280,86
56,273,57,362,111
57,282,59,401,123
58,288,60,424,130
59,234,48,298,91
60,246,51,353,108
61,256,53,373,115
62,262,54,379,116
63,301,74,246,75
64,341,83,266,82
65,361,88,306,94
66,359,88,345,106
67,340,83,375,115
68,334,82,272,83
69,334,82,353,108
70,330,81,400,123
71,322,79,437,134
72,287,70,275,84
73,287,70,358,110
74,290,71,412,127
75,288,70,452,139
76,249,61,285,87
77,259,63,363,111
78,272,66,397,122
79,280,68,416,128
80,225,55,299,92
81,235,57,353,108
82,249,61,372,114
83,257,63,378,116
84,292,63,252,77
85,339,73,278,85
86,354,76,324,99
87,340,73,360,111
88,318,69,378,116
89,321,69,271,83
90,319,69,359,110
91,315,68,406,125
92,309,67,441,135
93,277,60,274,84
94,276,59,366,112
95,277,60,418,128
96,275,59,454,139
97,240,52,284,87
98,253,54,372,114
99,271,58,386,119
100,283,61,382,117
101,214,46,302,93
102,231,50,366,112
103,252,54,374,115
104,265,57,367,113
105,289,63,249,76
106,333,73,280,86
107,347,76,329,101
108,330,72,363,111
109,301,66,371,114
110,323,71,276,85
111,319,70,362,111
112,317,69,407,125
113,313,68,440,135
114,279,61,273,84
115,277,61,368,113
116,276,60,418,128
117,272,59,452,139
118,241,53,280,86
119,251,55,378,116
120,266,58,377,116
121,275,60,358,110
122,210,46,295,90
123,226,49,368,113
124,245,53,371,114
125,255,56,357,110
126,291,64,252,77
127,332,73,282,86
128,343,75,328,101
129,326,71,364,112
130,303,66,382,117
131,304,66,276,85
132,304,66,363,111
133,307,67,410,126
134,307,67,444,136
135,270,59,277,85
136,272,59,368,113
137,277,61,418,128
138,281,61,453,139
139,243,53,287,88
140,260,57,377,116
141,275,60,410,126
142,284,62,427,131
143,225,49,307,94
144,240,52,372,114
145,256,56,390,120
146,263,57,394,121
147,291,66,249,76
148,335,76,280,86
149,346,79,328,101
150,324,74,362,111
151,296,67,377,116
152,321,73,286,88
153,317,72,369,113
154,315,72,419,129
155,312,71,455,140
156,276,63,284,87
157,276,63,375,115
158,276,63,425,131
159,272,62,458,141
160,239,54,289,89
161,248,56,373,115
162,262,60,384,118
163,273,62,378,116
164,212,48,300,92
165,221,50,364,112
166,239,54,377,116
167,254,58,373,115
168,285,65,245,75
169,335,76,273,84
170,351,80,323,99
171,331,75,364,112
172,304,69,383,118
173,305,69,279,86
174,302,68,366,112
175,305,69,413,127
176,303,69,447,137
177,266,60,280,86
178,270,61,370,114
179,274,62,421,129
180,275,62,456,140
181,234,53,289,89
182,254,57,377,116
183,272,62,407,125
184,283,64,420,129
185,212,48,304,93
186,230,52,367,113
187,248,56,375,115
188,258,58,370,114
189,292,66,251,77
190,338,76,283,87
191,347,78,331,102
192,326,74,368,113
193,300,68,386,119
194,312,70,281,86
195,311,70,370,114
196,310,70,418,128
197,305,69,451,139
198,271,61,279,86
199,272,61,369,113
200,273,62,421,129
201,272,61,455,140
202,237,53,286,88
203,248,56,372,114
204,263,59,385,118
205,275,62,379,116
206,211,47,301,92
207,225,51,364,112
208,245,55,374,115
209,259,58,367,113
210,284,65,244,75
211,334,77,272,83
212,348,80,323,99
213,326,75,359,110
214,298,68,373,115
215,316,73,278,85
216,311,71,368,113
217,310,71,416,128
218,306,70,451,139
219,270,62,279,86
220,271,62,372,114
221,273,63,422,130
222,271,62,455,140
223,234,54,287,88
224,248,57,374,115
225,265,61,377,116
226,276,63,361,111
227,208,48,302,93
228,225,52,367,113
229,245,56,373,115
230,256,59,363,111
231,286,64,247,76
232,336,75,274,84
233,350,79,323,99
234,333,75,361,111
235,309,69,379,116
236,312,70,282,86
237,309,69,367,113
238,308,69,412,127
239,304,68,445,137
240,271,61,280,86
241,271,61,371,114
242,273,61,421,129
243,274,61,457,140
244,238,53,286,88
245,253,57,374,115
246,269,60,382,117
247,279,62,372,114
248,215,48,300,92
249,229,51,363,111
250,248,55,367,113
251,258,58,355,109
252,290,75,248,76
253,327,85,277,85
254,334,87,324,99
255,313,81,366,112
256,287,74,387,119
257,298,77,280,86
258,295,76,368,113
259,297,77,414,127
260,296,77,448,138
261,270,70,281,86
262,274,71,373,115
263,276,72,424,130
264,277,72,458,141
265,247,64,289,89
266,264,68,380,117
267,278,72,422,130
268,287,74,447,137
269,232,60,304,93
270,247,64,365,112
271,263,68,380,117
272,270,70,383,118
273,286,64,249,76
274,333,74,277,85
275,348,78,326,100
276,326,73,363,111
277,298,66,377,116
278,314,70,279,86
279,311,69,366,112
280,309,69,412,127
281,304,68,446,137
282,270,60,280,86
283,271,60,372,114
284,271,60,423,130
285,270,60,457,140
286,235,52,288,88
287,246,55,371,114
288,263,58,378,116
289,276,61,367,113
290,209,46,301,92
291,223,50,364,112
292,242,54,370,114
293,255,57,361,111
294,294,66,248,76
295,336,75,279,86
296,344,77,327,100
297,323,72,364,112
298,298,67,380,117
299,307,69,280,86
300,304,68,369,113
301,305,68,412,127
302,302,67,444,136
303,270,60,277,85
304,268,60,368,113
305,269,60,418,128
306,270,60,454,139
307,241,54,283,87
308,253,56,371,114
309,268,60,375,115
310,277,62,362,111
311,218,49,296,91
312,229,51,361,111
313,246,55,367,113
314,255,57,356,109
315,293,65,251,77
316,335,75,281,86
317,344,77,329,101
318,321,71,364,112
319,295,66,379,116
320,314,70,281,86
321,313,70,367,113
322,314,70,414,127
323,311,69,447,137
324,272,60,281,86
325,275,61,372,114
326,275,61,422,130
327,273,61,455,140
328,238,53,288,88
329,251,56,377,116
330,264,59,394,121
331,273,61,394,121
332,213,47,302,93
333,226,50,368,113
334,244,54,382,117
335,257,57,378,116
336,290,65,245,75
337,335,75,278,85
338,347,77,326,100
339,328,73,360,111
340,301,67,376,115
341,309,69,281,86
342,303,67,370,114
343,309,69,408,125
344,311,69,428,131
345,270,60,279,86
346,272,60,370,114
347,277,62,422,130
348,278,62,458,141
349,238,53,285,87
350,253,56,375,115
351,270,60,411,126
352,280,62,430,132
353,212,47,299,92
354,226,50,364,112
355,247,55,377,116
356,258,57,376,115
357,290,65,244,75
358,335,76,276,85
359,347,78,324,99
360,329,74,362,111
361,304,69,379,116
362,314,71,280,86
363,311,70,368,113
364,311,70,411,126
365,307,69,441,135
366,274,62,278,85
367,273,62,368,113
368,273,62,420,129
369,271,61,455,140
370,240,54,282,86
371,249,56,369,113
372,263,59,380,117
373,273,62,371,114
374,213,48,294,90
375,226,51,358,110
376,245,55,368,113
377,257,58,361,111
378,285,64,245,75
379,331,74,271,83
380,348,78,319,98
381,331,74,359,110
382,307,69,380,117
383,312,70,278,85
384,310,70,363,111
385,308,69,411,126
386,304,68,446,137
387,269,60,279,86
388,270,61,368,113
389,273,61,419,129
390,273,61,454,139
391,235,53,286,88
392,246,55,370,114
393,262,59,390,120
394,273,61,391,120
395,210,47,299,92
396,224,50,360,111
397,244,55,375,115
398,257,58,374,115
399,287,64,249,76
400,334,75,277,85
401,348,78,325,100
402,328,74,364,112
403,303,68,382,117
404,308,69,282,86
405,306,69,369,113
406,305,68,414,127
407,302,68,447,137
408,266,60,282,86
409,268,60,373,115
