,cx,cxROI,cy,cyROI
0,361,53,254,121
1,396,59,239,113
2,438,65,254,121
3,464,69,287,136
4,482,71,311,148
5,446,66,234,111
6,494,73,264,125
7,521,77,279,132
8,542,80,291,138
9,429,64,253,120
10,486,72,283,134
11,516,76,299,142
12,540,80,309,147
13,412,61,275,131
14,464,69,310,147
15,453,67,306,145
16,439,65,296,141
17,396,59,298,141
18,441,65,321,152
19,434,64,317,151
20,420,62,310,147
21,359,54,251,119
22,395,59,239,114
23,436,66,254,121
24,462,70,287,137
25,481,72,311,148
26,444,67,235,112
27,492,74,264,126
28,519,78,280,133
29,540,81,292,139
30,427,64,255,121
31,484,73,285,136
32,513,77,301,143
33,536,81,313,149
34,410,62,277,132
35,461,69,310,148
36,450,68,305,145
37,436,66,295,140
38,395,59,298,142
39,439,66,321,153
40,433,65,316,150
41,419,63,310,148
42,358,53,253,120
43,394,59,240,114
44,435,65,255,121
45,461,69,287,137
46,480,72,312,149
47,444,66,236,112
48,492,73,266,127
49,518,77,282,134
50,540,81,294,140
51,428,64,256,122
52,483,72,288,137
53,513,76,304,145
54,537,80,315,150
55,412,61,278,132
56,461,69,312,149
57,449,67,306,146
58,434,65,295,140
59,397,59,300,143
60,439,65,321,153
61,430,64,316,150
62,416,62,308,147
63,360,52,251,119
64,395,58,239,113
65,436,64,255,121
66,461,67,288,136
67,480,70,312,148
68,444,65,236,112
69,493,72,267,126
70,519,76,284,134
71,540,79,295,140
72,428,62,257,122
73,485,71,289,137
74,514,75,305,144
75,537,78,315,149
76,411,60,279,132
77,461,67,312,148
78,455,66,307,145
79,444,65,297,141
80,396,58,300,142
81,439,64,321,152
82,433,63,316,150
83,421,61,309,146
84,359,53,254,121
85,394,58,240,114
86,435,64,254,121
87,462,68,286,136
88,480,71,311,148
89,444,65,234,111
90,491,72,262,124
91,518,76,278,132
92,540,80,291,138
93,429,63,253,120
94,484,71,284,135
95,514,76,299,142
96,537,79,310,147
97,414,61,275,131
98,460,68,310,147
99,448,66,305,145
100,434,64,295,140
101,399,59,298,141
102,439,65,320,152
103,430,63,315,150
104,416,61,307,146
105,359,54,248,118
106,393,59,235,112
107,435,65,251,119
108,462,70,284,135
109,481,72,308,147
110,443,67,231,110
111,491,74,260,124
112,519,78,277,132
113,540,81,288,137
114,427,64,252,120
115,483,73,283,135
116,513,77,299,142
117,537,81,310,148
118,411,62,274,130
119,461,69,306,146
120,449,68,302,144
121,435,65,293,139
122,396,60,297,141
123,440,66,318,151
124,431,65,313,149
125,417,63,306,146
126,358,54,250,119
127,394,60,237,113
128,435,66,252,120
129,461,70,285,136
130,480,73,309,147
131,442,67,234,111
132,490,74,262,125
133,518,78,278,132
134,539,82,290,138
135,425,64,253,120
136,482,73,283,135
137,513,78,299,142
138,536,81,311,148
139,408,62,275,131
140,460,70,310,148
141,453,69,305,145
142,441,67,296,141
143,393,59,297,141
144,438,66,321,153
145,433,65,316,150
146,420,63,308,147
147,355,53,251,120
148,390,59,239,114
149,432,65,254,121
150,459,69,286,137
151,478,72,311,149
152,439,66,234,112
153,486,73,262,125
154,513,77,279,133
155,534,80,292,139
156,423,64,253,121
157,478,72,283,135
158,508,76,300,143
159,532,80,312,149
160,406,61,276,132
161,456,69,311,149
162,444,67,305,146
163,429,65,295,141
164,391,59,299,143
165,435,65,321,153
166,427,64,316,151
167,413,62,308,147
168,356,52,251,119
169,390,56,239,113
170,432,63,256,121
171,458,66,290,138
172,477,69,314,149
173,439,64,233,110
174,486,71,262,124
175,514,75,279,132
176,535,78,292,139
177,423,61,253,120
178,478,69,284,135
179,509,74,302,143
180,533,77,314,149
181,407,59,275,131
182,457,66,310,147
183,447,65,305,145
184,432,63,295,140
185,392,57,298,141
186,436,63,322,153
187,429,62,317,151
188,416,60,310,147
189,355,51,251,119
190,390,56,238,113
191,431,62,255,121
192,457,66,289,137
193,476,69,314,149
194,438,63,234,111
195,485,70,264,125
196,513,74,281,133
197,534,78,294,140
198,422,61,254,121
199,477,69,285,135
200,507,74,302,143
201,531,77,315,150
202,405,59,276,131
203,455,66,311,148
204,445,65,306,145
205,430,62,296,141
206,391,57,299,142
207,434,63,322,153
208,427,62,317,151
209,413,60,309,147
