,cx,cxROI,cy,cyROI
0,378,75,322,153
1,413,82,327,156
2,450,90,320,152
3,477,95,312,149
4,500,100,307,146
5,448,89,254,121
6,474,95,222,106
7,489,98,204,97
8,501,100,189,90
9,426,85,239,114
10,451,90,203,96
11,466,93,181,86
12,478,95,164,78
13,401,80,234,111
14,419,84,196,93
15,431,86,174,83
16,441,88,157,75
17,375,75,236,112
18,377,75,205,97
19,377,75,185,88
20,379,76,168,80
21,370,76,348,173
22,409,84,350,174
23,450,92,339,168
24,481,99,331,164
25,506,104,327,162
26,446,91,271,134
27,473,97,242,120
28,488,100,224,111
29,501,103,208,103
30,425,87,258,128
31,451,93,224,111
32,466,96,202,100
33,478,98,184,91
34,401,82,252,125
35,420,86,216,107
36,430,88,193,95
37,440,90,175,87
38,374,77,255,126
39,377,77,224,111
40,377,77,204,101
41,379,78,186,92
42,365,76,350,162
43,405,85,352,163
44,446,94,339,157
45,478,100,329,153
46,504,106,324,150
47,443,93,273,127
48,471,99,241,112
49,486,102,221,102
50,498,105,204,94
51,423,89,259,120
52,448,94,223,103
53,463,97,200,93
54,476,100,181,84
55,399,84,254,118
56,417,87,216,100
57,427,90,194,90
58,437,92,175,81
59,372,78,256,119
60,375,79,225,104
61,375,79,205,95
62,377,79,186,86
63,360,78,347,161
64,400,87,345,161
65,442,96,328,153
66,474,103,317,147
67,500,109,313,146
68,439,96,265,123
69,463,101,231,107
70,475,103,210,98
71,486,106,191,89
72,417,91,251,117
73,439,96,213,99
74,453,99,188,87
75,463,101,168,78
76,392,85,247,115
77,410,89,207,96
78,419,91,183,85
79,427,93,164,76
80,365,79,250,116
81,367,80,218,101
82,367,80,197,91
83,368,80,178,83
84,361,80,345,160
85,400,88,342,158
86,441,97,325,150
87,473,104,314,145
88,500,110,309,143
89,437,96,260,120
90,461,102,225,104
91,475,105,204,94
92,485,107,185,85
93,416,92,248,115
94,439,97,209,96
95,452,100,185,85
96,461,102,165,76
97,392,86,244,113
98,408,90,206,95
99,417,92,182,84
100,425,94,163,75
101,365,80,249,115
102,366,81,217,100
103,365,80,195,90
104,366,81,176,81
105,362,80,327,161
106,400,89,322,159
107,439,98,305,150
108,470,105,294,145
109,496,110,289,142
110,434,96,244,120
111,455,101,208,102
112,466,104,185,91
113,475,106,165,81
114,411,91,231,114
115,430,96,190,93
116,440,98,164,81
117,449,100,143,70
118,387,86,228,112
119,400,89,185,91
120,407,90,160,79
121,413,92,138,68
122,361,80,233,115
123,360,80,199,98
124,357,79,177,87
125,355,79,156,77
126,378,84,314,152
127,414,92,307,148
128,450,100,288,139
129,479,107,277,134
130,505,112,273,132
131,434,96,230,111
132,449,100,193,93
133,456,101,171,82
134,463,103,152,73
135,410,91,219,106
136,422,94,178,86
137,429,95,153,74
138,434,96,132,63
139,385,86,218,105
140,392,87,177,85
141,395,88,152,73
142,397,88,131,63
143,361,80,225,109
144,354,79,193,93
145,347,77,173,83
146,341,76,155,75
147,381,83,311,149
148,416,91,305,146
149,452,99,288,138
150,479,105,276,132
151,504,110,272,130
152,433,95,230,110
153,449,98,195,93
154,458,100,173,82
155,465,102,154,73
156,409,89,220,105
157,420,92,180,86
158,428,93,155,74
159,434,95,134,64
160,385,84,220,105
161,388,85,180,86
162,390,85,156,74
163,393,86,135,64
164,361,79,227,108
165,352,77,195,93
166,344,75,176,84
167,338,74,159,76
168,381,80,305,146
169,417,87,302,145
170,452,95,286,137
171,480,101,276,132
172,505,106,271,130
173,433,91,232,111
174,446,94,198,95
175,454,95,177,85
176,460,97,159,76
177,408,86,222,106
178,418,88,184,88
179,426,89,161,77
180,432,91,140,67
181,384,81,221,106
182,387,81,184,88
183,390,82,162,77
184,393,82,142,68
185,361,76,229,110
186,352,74,198,95
187,345,72,181,86
188,338,71,166,79
189,382,57,294,141
190,418,63,295,142
191,454,68,286,137
192,483,73,278,133
193,507,76,275,132
194,430,65,250,120
195,444,67,224,107
196,452,68,208,100
197,459,69,192,92
198,406,61,242,116
