,cx,cxROI,cy,cyROI
0,252,67,106,32
1,306,81,127,39
2,333,89,178,54
3,324,86,223,68
4,300,80,243,74
5,297,79,151,46
6,306,81,240,74
7,315,84,290,89
8,317,84,325,100
9,252,67,154,47
10,266,71,252,77
11,277,74,303,93
12,281,75,338,104
13,216,57,164,50
14,240,64,256,78
15,258,69,266,82
16,266,71,260,80
17,189,50,178,54
18,212,56,249,76
19,231,61,252,77
20,239,64,239,73
21,250,59,117,36
22,307,72,132,40
23,338,80,179,55
24,334,79,224,69
25,317,75,252,77
26,294,69,161,49
27,309,73,249,76
28,315,74,297,91
29,317,75,332,102
30,247,58,165,50
31,266,63,261,80
32,281,66,313,96
33,292,69,349,107
34,211,50,173,53
35,235,55,264,81
36,259,61,273,84
37,273,64,262,80
38,189,44,185,57
39,211,50,258,79
40,232,55,263,81
41,241,57,248,76
42,274,76,119,36
43,230,64,149,45
44,211,59,199,61
45,214,59,243,74
46,233,65,272,83
47,218,60,188,57
48,239,66,268,82
49,255,71,307,94
50,266,74,334,102
51,256,71,176,54
52,276,77,269,82
53,287,80,319,98
54,296,82,353,108
55,296,82,171,52
56,319,89,261,80
57,325,90,308,94
58,330,92,340,104
59,332,92,167,51
60,340,95,232,71
61,328,91,243,74
62,314,87,241,74
63,262,69,125,38
64,316,83,148,45
65,342,90,198,61
66,334,88,244,75
67,312,82,268,82
68,304,80,174,53
69,315,83,262,80
70,323,85,309,95
71,325,86,341,105
72,259,68,178,54
73,276,73,273,84
74,289,76,323,99
75,295,78,359,110
76,224,59,188,57
77,243,64,278,85
78,262,69,321,98
79,274,72,346,106
80,200,53,202,62
81,221,58,268,82
82,241,64,285,87
83,251,66,289,89
84,285,75,156,48
85,334,88,178,54
86,358,94,224,69
87,348,91,266,82
88,331,87,290,89
89,317,83,201,61
90,330,87,289,89
91,338,89,336,103
92,341,90,370,114
93,273,72,204,62
94,288,76,298,91
95,303,80,353,108
96,313,82,389,119
97,239,63,214,65
98,260,68,302,93
99,282,74,315,97
100,296,78,309,95
101,217,57,228,70
102,240,63,297,91
103,261,68,305,94
104,271,71,293,90
105,302,80,168,51
106,349,93,195,60
107,369,98,243,74
108,358,95,287,88
109,339,90,311,95
110,321,85,220,67
111,329,87,307,94
112,337,90,353,108
113,342,91,386,119
114,285,76,222,68
115,302,80,312,96
116,314,83,360,111
117,324,86,393,121
118,256,68,230,70
119,275,73,313,96
120,290,77,356,109
121,302,80,384,118
122,236,63,242,74
123,251,67,305,94
124,264,70,334,102
125,272,72,353,108
126,311,79,170,52
127,356,91,198,61
128,375,96,247,76
129,362,93,290,89
130,341,87,312,96
131,332,85,219,67
132,347,89,300,92
133,356,91,343,105
134,360,92,375,115
135,291,74,222,68
136,309,79,311,95
137,323,83,357,110
138,331,85,388,119
139,259,66,231,71
140,276,70,314,96
141,291,74,353,108
142,301,77,375,115
143,239,61,243,74
144,260,66,307,94
145,277,71,330,101
146,287,73,339,104
147,309,80,168,51
148,353,92,197,60
149,372,97,245,75
150,361,94,286,88
151,343,89,309,95
152,327,85,222,68
153,339,88,306,94
154,351,91,348,107
155,357,93,379,116
156,292,76,224,69
157,309,80,311,95
158,321,84,357,110
159,329,86,388,119
160,263,68,231,71
161,286,74,312,96
162,302,79,352,108
163,314,82,379,116
164,242,63,244,75
165,260,68,303,93
166,274,71,327,100
167,282,73,340,104
168,302,78,174,53
169,349,90,200,61
170,371,96,248,76
171,360,93,290,89
172,341,88,314,96
173,330,85,225,69
174,341,88,308,94
175,351,91,352,108
176,356,92,382,117
177,290,75,229,70
178,307,79,318,98
179,321,83,364,112
180,329,85,395,121
181,259,67,238,73
182,280,72,322,99
183,299,77,358,110
184,310,80,379,116
185,238,61,250,77
186,257,66,312,96
187,274,71,334,102
188,282,73,343,105
189,303,78,170,52
190,348,90,196,60
191,369,95,242,74
192,360,93,282,86
193,340,88,304,93
194,328,85,222,68
195,341,88,307,94
196,347,90,348,107
197,349,90,379,116
198,288,74,225,69
199,304,79,313,96
200,316,82,359,110
201,321,83,391,120
202,257,66,232,71
203,278,72,314,96
204,297,77,313,96
205,305,79,296,91
206,237,61,243,74
207,257,66,306,94
208,275,71,309,95
209,282,73,297,91
210,303,78,171,52
211,348,90,197,60
212,370,96,243,74
213,362,94,286,88
214,346,90,312,96
215,326,84,220,67
216,338,87,306,94
217,344,89,349,107
218,348,90,380,117
219,287,74,224,69
220,303,78,315,97
221,316,82,361,111
222,323,84,391,120
223,256,66,232,71
224,273,71,316,97
225,290,75,345,106
226,302,78,356,109
227,236,61,245,75
228,253,65,305,94
229,271,70,324,99
230,281,73,327,100
231,301,78,169,52
232,345,89,198,61
233,362,93,245,75
234,350,90,285,87
235,330,85,308,94
236,326,84,219,67
237,335,86,304,93
238,344,89,347,106
239,347,90,377,116
240,288,74,221,68
241,301,78,310,95
242,314,81,356,109
243,322,83,385,118
244,257,66,230,70
245,278,72,314,96
246,297,77,344,106
247,309,80,359,110
248,236,61,244,75
249,256,66,304,93
250,274,71,325,100
251,283,73,333,102
252,302,79,168,51
253,349,92,195,60
254,370,97,243,74
