,cx,cxROI,cy,cyROI
0,276,87,366,266
1,294,93,285,207
2,340,107,221,160
3,386,122,182,132
4,425,134,149,108
5,405,128,227,165
6,506,160,197,143
7,578,182,181,131
8,634,200,170,123
9,410,129,282,205
10,549,173,283,205
11,630,199,286,208
12,686,217,287,208
13,411,130,346,251
14,544,172,357,259
15,619,195,365,265
16,671,212,367,267
17,405,128,409,297
18,507,160,421,306
19,562,177,430,312
20,604,191,435,316
21,245,88,296,259
22,311,112,218,191
23,397,142,181,158
24,463,166,165,144
25,519,186,142,124
26,465,167,208,182
27,584,210,237,208
28,655,235,263,230
29,703,253,289,253
30,438,157,259,227
31,574,206,337,295
32,641,230,394,345
33,680,244,436,382
34,404,145,321,281
35,528,190,404,354
36,582,209,454,398
37,611,220,479,420
38,366,131,382,335
39,456,164,449,394
40,480,172,470,412
41,488,175,477,418
42,252,101,252,232
43,352,142,199,183
44,452,182,186,171
45,517,208,172,158
46,569,229,153,141
47,513,207,277,255
48,627,253,341,314
49,694,280,385,355
50,740,298,421,388
51,481,194,332,306
52,584,235,442,407
53,641,258,512,472
54,682,275,560,516
55,435,175,382,352
56,496,200,503,463
57,534,215,579,533
58,561,226,630,581
59,379,153,416,383
60,409,165,500,461
61,420,169,546,503
62,430,173,582,536
63,303,132,221,210
64,401,175,203,193
65,496,217,213,203
66,564,247,208,198
67,616,269,187,178
68,554,242,323,308
69,660,289,408,389
70,724,317,459,437
71,768,336,500,477
72,505,221,373,355
73,596,261,509,485
74,646,283,582,555
75,683,299,635,605
76,442,193,413,394
77,492,215,556,530
78,517,226,642,612
79,537,235,707,674
80,375,164,435,415
81,380,166,531,506
82,380,166,576,549
83,386,169,611,582
84,297,128,228,220
85,404,174,202,195
86,509,220,208,201
87,584,252,206,199
88,632,273,186,180
89,553,239,320,309
90,668,289,408,394
91,729,315,465,450
92,772,334,507,490
93,502,217,375,363
94,599,259,510,493
95,646,279,587,568
96,676,292,643,622
97,439,190,417,403
98,494,213,553,535
99,524,226,635,614
100,545,235,696,673
101,374,161,438,424
102,391,169,540,522
103,397,171,594,575
104,404,174,635,614
105,299,131,219,208
106,405,178,200,190
107,509,223,209,199
108,585,257,208,198
109,635,279,189,180
110,549,241,318,302
111,661,290,407,387
112,722,317,461,439
113,763,335,502,478
114,496,218,371,353
115,586,257,513,488
116,634,278,593,564
117,664,292,647,616
118,432,190,411,391
119,482,212,557,530
120,510,224,639,608
121,530,233,694,661
122,364,160,429,408
123,383,168,534,508
124,392,172,590,562
125,401,176,630,600
126,293,128,219,209
127,399,175,204,194
128,508,223,218,208
129,586,257,223,213
130,639,281,210,200
131,545,239,331,316
132,654,287,423,404
133,715,314,478,456
134,759,333,518,494
135,492,216,382,365
136,568,249,533,509
137,600,263,613,585
138,621,273,670,640
139,427,187,420,401
140,466,204,566,540
141,479,210,643,614
142,491,215,697,666
143,360,158,440,420
144,380,167,544,519
145,385,169,598,571
146,392,172,640,611
147,315,142,203,176
148,429,194,203,176
149,534,241,231,200
150,606,274,246,213
151,660,298,237,206
152,560,253,329,286
153,660,298,430,373
154,719,325,489,425
155,761,344,533,463
156,503,227,376,326
157,563,254,530,460
158,593,268,612,532
159,616,278,671,583
160,436,197,411,357
161,466,210,561,487
162,482,218,642,558
163,498,225,700,608
164,371,167,428,372
165,380,171,532,462
166,386,174,585,508
167,395,178,628,546
168,325,148,199,179
169,437,199,205,185
170,545,248,249,224
171,624,284,286,258
172,681,310,300,270
173,561,255,318,287
174,660,300,428,386
175,714,325,493,445
176,753,342,541,488
177,503,229,357,322
178,573,260,518,467
179,602,274,607,547
180,620,282,671,605
181,433,197,385,347
182,474,215,538,485
183,484,220,606,547
184,495,225,650,586
185,363,165,398,359
186,386,175,508,458
187,394,179,555,501
188,401,182,586,529
189,324,147,201,181
190,437,198,206,185
191,546,247,251,226
192,624,283,288,259
193,678,307,303,273
194,563,255,317,285
195,659,299,423,381
196,713,323,488,439
197,751,340,537,484
198,506,229,358,322
199,575,260,514,463
200,604,274,601,541
201,624,283,664,598
202,436,197,388,349
203,477,216,537,484
204,490,222,611,550
205,502,227,661,595
206,366,166,403,363
207,388,176,511,460
208,399,181,568,511
209,410,186,609,548
210,324,125,178,111
211,440,170,201,125
212,524,202,280,175
213,552,213,375,234
214,556,215,454,283
215,570,220,286,178
216,610,235,445,278
217,605,233,515,321
218,588,227,549,343
219,501,193,305,190
220,550,212,480,300
221,543,209,516,322
222,531,205,515,321
223,426,164,329,205
224,472,182,490,306
225,462,178,478,298
226,453,175,442,276
227,354,136,349,218
228,394,152,474,296
229,394,152,460,287
230,388,150,423,264
231,336,129,172,108
232,449,173,201,127
233,528,204,283,179
234,553,213,379,240
235,556,215,457,289
236,570,220,288,182
237,613,237,442,279
238,611,236,511,323
239,595,230,543,343
240,503,194,306,193
241,554,214,477,302
242,544,210,516,326
243,528,204,517,327
244,428,165,329,208
245,474,183,489,309
246,461,178,478,302
247,449,173,441,279
248,356,137,348,220
249,399,154,472,298
250,399,154,459,290
251,390,150,422,267
252,310,123,156,103
253,424,168,173,114
254,511,203,252,166
255,534,212,354,234
256,529,210,432,286
257,565,224,225,149
258,602,239,390,258
259,600,238,478,316
260,591,235,541,358
261,494,196,234,155
262,538,213,410,271
263,546,217,506,335
264,548,217,565,374
265,420,167,258,170
266,452,179,430,284
267,442,175,414,274
268,434,172,366,242
269,353,140,291,192
270,389,154,429,284
271,391,155,422,279
272,391,155,386,255
273,282,97,163,107
274,397,137,158,104
275,494,171,216,142
276,536,185,309,204
277,546,189,381,251
278,548,190,187,123
279,602,208,340,224
280,604,209,424,280
281,601,208,483,319
282,479,166,196,129
283,539,186,365,241
284,549,190,445,294
285,554,192,496,327
286,407,141,222,146
287,458,158,392,259
288,437,151,367,242
289,420,145,316,208
290,341,118,260,171
291,390,135,390,257
292,382,132,371,245
293,372,129,328,216
294,280,98,140,91
295,399,139,137,89
296,489,171,199,129
297,528,184,293,191
298,537,187,365,238
299,538,188,174,113
300,594,207,320,208
301,600,210,404,263
302,599,209,464,302
303,470,164,183,119
304,535,187,351,229
305,544,190,419,273
306,552,193,459,299
307,396,138,208,135
308,457,159,369,240
309,431,150,351,229
310,409,143,307,200
311,326,114,242,157
312,379,132,366,238
313,366,128,348,227
314,350,122,309,201
315,277,96,146,95
316,397,138,141,92
317,487,169,198,129
318,525,182,285,186
319,535,185,358,233
320,533,185,176,114
321,585,203,325,212
322,589,204,408,266
323,585,203,467,304
324,462,160,181,118
325,525,182,352,229
326,534,185,429,280
327,538,187,479,312
328,386,134,204,133
329,440,152,371,242
330,423,147,361,235
331,406,141,323,210
332,316,109,237,154
333,362,125,366,238
334,360,125,357,233
335,352,122,325,212
336,271,92,150,98
337,390,132,146,95
338,481,163,207,135
339,520,176,296,193
340,530,180,366,239
341,525,178,180,117
342,575,195,331,216
343,570,193,410,268
344,561,190,461,301
345,454,154,189,123
346,515,175,354,231
347,518,176,425,278
348,517,175,469,306
349,380,129,215,140
350,434,147,379,247
351,415,141,363,237
352,395,134,320,209
353,310,105,250,163
354,358,121,375,245
355,355,120,362,236
356,344,116,328,214
357,276,97,147,94
358,394,138,149,95
359,484,170,214,137
360,517,181,305,196
361,526,184,374,240
362,525,184,186,119
363,569,200,337,216
364,564,198,419,269
365,555,195,473,304
366,452,158,187,120
367,508,178,356,228
368,514,180,435,279
369,515,181,486,312
370,375,131,207,133
371,426,149,377,242
372,405,142,362,232
373,385,135,317,203
374,304,106,239,153
375,353,124,374,240
376,350,123,364,234
377,340,119,330,212
